IndexName,Date,Close,EPS,P/E,P/B,Div Yield %
NIFTY 50,27-Apr-05,1935.4,143,13.51,3.62,2.07
NIFTY 50,26-Apr-05,1957.1,141,13.85,3.66,2.05
NIFTY 50,25-Apr-05,1970.95,141,13.99,3.69,2.03
NIFTY 50,22-Apr-05,1967.35,141,13.97,3.68,2.04
NIFTY 50,21-Apr-05,1948.55,140,13.87,3.65,2.06
NIFTY 50,20-Apr-05,1929.7,140,13.78,3.61,2.08
NIFTY 50,19-Apr-05,1909.4,140,13.64,3.57,2.1
NIFTY 50,18-Apr-05,1927.8,140,13.75,3.61,2.08
NIFTY 50,15-Apr-05,1956.3,140,13.95,3.66,2.05
NIFTY 50,13-Apr-05,2025.45,139,14.52,3.79,1.98
NIFTY 50,12-Apr-05,2024.95,138,14.65,3.82,1.96
NIFTY 50,11-Apr-05,2008.2,140,14.39,3.76,2
NIFTY 50,08-Apr-05,2031.2,140,14.56,3.8,1.97
NIFTY 50,07-Apr-05,2052.85,140,14.71,3.84,1.95
NIFTY 50,06-Apr-05,2069.3,140,14.83,3.87,1.94
NIFTY 50,05-Apr-05,2052.55,140,14.71,3.84,1.95
NIFTY 50,04-Apr-05,2063.4,139,14.81,3.86,1.94
NIFTY 50,01-Apr-05,2067.65,139,14.84,3.88,1.94
NIFTY 50,31-Mar-05,2035.65,139,14.6,3.82,1.97
NIFTY 50,30-Mar-05,1993.7,139,14.3,3.74,2.01
NIFTY 50,29-Mar-05,1983.85,140,14.21,3.71,2.02
NIFTY 50,28-Mar-05,2029.45,140,14.54,3.8,1.98
NIFTY 50,24-Mar-05,2015.4,140,14.39,3.76,2
NIFTY 50,23-Mar-05,2026.4,140,14.47,3.78,1.99
NIFTY 50,22-Mar-05,2061.6,140,14.72,3.85,1.95
NIFTY 50,21-Mar-05,2096.6,140,14.97,3.91,1.92
NIFTY 50,18-Mar-05,2109.15,140,15.06,3.93,1.9
NIFTY 50,17-Mar-05,2098.5,140,14.98,3.91,1.91
NIFTY 50,16-Mar-05,2125.55,140,15.17,3.96,1.88
NIFTY 50,15-Mar-05,2128.95,140,15.2,3.97,1.88
NIFTY 50,14-Mar-05,2146.35,140,15.32,4,1.86
NIFTY 50,11-Mar-05,2154,140,15.38,4.02,1.86
NIFTY 50,10-Mar-05,2167.4,140,15.47,4.04,1.84
NIFTY 50,09-Mar-05,2160.8,140,15.43,4.03,1.85
NIFTY 50,08-Mar-05,2168.95,140,15.48,4.05,1.84
NIFTY 50,07-Mar-05,2160.1,140,15.42,4.03,1.85
NIFTY 50,04-Mar-05,2148.15,140,15.34,4.01,1.86
NIFTY 50,03-Mar-05,2128.85,140,15.2,3.97,1.88
NIFTY 50,02-Mar-05,2093.25,140,14.94,3.9,1.91
NIFTY 50,01-Mar-05,2084.4,140,14.88,3.89,1.92
NIFTY 50,28-Feb-05,2103.25,140,15.02,3.92,1.9
NIFTY 50,25-Feb-05,2060.9,140,14.71,3.84,1.93
NIFTY 50,24-Feb-05,2055.3,144,14.29,3.57,2.04
NIFTY 50,23-Feb-05,2057.1,144,14.3,3.57,2.03
NIFTY 50,22-Feb-05,2058.4,144,14.31,3.57,2.03
NIFTY 50,21-Feb-05,2043.2,144,14.21,3.55,2.05
NIFTY 50,18-Feb-05,2055.55,144,14.29,3.57,2.04
NIFTY 50,17-Feb-05,2061.9,144,14.34,3.58,2.03
NIFTY 50,16-Feb-05,2068.8,144,14.39,3.59,2.02
NIFTY 50,15-Feb-05,2089.95,144,14.53,3.63,2
NIFTY 50,14-Feb-05,2098.25,144,14.59,3.64,1.99
NIFTY 50,11-Feb-05,2082.05,144,14.48,3.61,2
NIFTY 50,10-Feb-05,2063.35,144,14.31,3.58,2.01
NIFTY 50,09-Feb-05,2070,144,14.36,3.59,2.01
NIFTY 50,08-Feb-05,2055.15,144,14.26,3.57,2.02
NIFTY 50,07-Feb-05,2055.1,144,14.26,3.57,2.02
NIFTY 50,04-Feb-05,2077.95,144,14.41,3.61,1.92
NIFTY 50,03-Feb-05,2079.45,144,14.42,3.61,1.92
NIFTY 50,02-Feb-05,2052.25,144,14.24,3.56,1.95
NIFTY 50,01-Feb-05,2059.85,144,14.34,3.58,1.94
NIFTY 50,31-Jan-05,2057.6,140,14.68,3.57,1.94
NIFTY 50,28-Jan-05,2008.3,140,14.34,3.49,1.99
NIFTY 50,27-Jan-05,1955,141,13.84,3.39,2.04
NIFTY 50,25-Jan-05,1931.85,141,13.74,3.35,2.07
NIFTY 50,24-Jan-05,1909,140,13.6,3.31,2.09
NIFTY 50,20-Jan-05,1925.3,137,14.09,3.34,2.08
NIFTY 50,19-Jan-05,1926.65,136,14.12,3.34,2.07
NIFTY 50,18-Jan-05,1934.05,136,14.19,3.36,2.07
NIFTY 50,17-Jan-05,1932.9,136,14.17,3.35,2.07
NIFTY 50,14-Jan-05,1931.1,136,14.18,3.35,2.07
NIFTY 50,13-Jan-05,1954.55,136,14.35,3.39,2.05
NIFTY 50,12-Jan-05,1913.6,136,14.05,3.32,2.09
NIFTY 50,11-Jan-05,1952.05,136,14.37,3.39,2.05
NIFTY 50,10-Jan-05,1982,136,14.58,3.44,2.02
NIFTY 50,07-Jan-05,2015.5,136,14.84,3.49,1.98
NIFTY 50,06-Jan-05,1998.35,136,14.71,3.47,2
NIFTY 50,05-Jan-05,2032.2,136,14.96,3.52,1.97
NIFTY 50,04-Jan-05,2103.75,136,15.49,3.65,1.9
NIFTY 50,03-Jan-05,2115,136,15.57,3.67,1.89
NIFTY 50,31-Dec-04,2080.5,136,15.32,3.61,1.83
NIFTY 50,30-Dec-04,2059.8,136,15.17,3.57,1.85
NIFTY 50,29-Dec-04,2069.6,136,15.24,3.59,1.84
NIFTY 50,28-Dec-04,2071.35,136,15.25,3.59,1.84
NIFTY 50,27-Dec-04,2062.6,136,15.19,3.58,1.84
NIFTY 50,24-Dec-04,2062.7,136,15.19,3.58,1.84
NIFTY 50,23-Dec-04,2045.15,136,15.06,3.55,1.85
NIFTY 50,22-Dec-04,2035.35,136,14.98,3.53,1.86
NIFTY 50,21-Dec-04,2044.65,136,15.05,3.54,1.85
NIFTY 50,20-Dec-04,2026.85,136,14.92,3.51,1.87
NIFTY 50,17-Dec-04,2012.1,119,16.91,3.48,1.89
NIFTY 50,16-Dec-04,2033.2,119,17.08,3.52,1.87
NIFTY 50,15-Dec-04,2028.7,119,17.04,3.51,1.87
NIFTY 50,14-Dec-04,2006.8,119,16.86,3.47,1.89
NIFTY 50,13-Dec-04,1985.35,119,16.68,3.44,1.91
NIFTY 50,10-Dec-04,1969,119,16.54,3.41,1.92
NIFTY 50,09-Dec-04,1989.95,119,16.66,3.44,1.88
NIFTY 50,08-Dec-04,1977.95,119,16.56,3.42,1.9
NIFTY 50,07-Dec-04,1992.7,119,16.68,3.44,1.88
NIFTY 50,06-Dec-04,1993.15,119,16.68,3.44,1.88
NIFTY 50,03-Dec-04,1996.2,119,16.71,3.45,1.88
NIFTY 50,02-Dec-04,1999,119,16.73,3.45,1.88
NIFTY 50,01-Dec-04,1962.05,119,16.42,3.39,1.91
NIFTY 50,30-Nov-04,1958.8,120,16.39,3.38,1.92
NIFTY 50,29-Nov-04,1939.65,120,16.23,3.35,1.93
NIFTY 50,25-Nov-04,1901.05,119,15.91,3.28,1.97
NIFTY 50,24-Nov-04,1904.05,120,15.93,3.29,1.97
NIFTY 50,23-Nov-04,1892.6,119,15.84,3.27,1.98
NIFTY 50,22-Nov-04,1873.35,120,15.66,3.23,2.01
NIFTY 50,19-Nov-04,1872.35,120,15.65,3.23,2.01
NIFTY 50,18-Nov-04,1892.05,120,15.82,3.26,1.99
NIFTY 50,17-Nov-04,1888.65,120,15.79,3.26,1.99
NIFTY 50,16-Nov-04,1879,120,15.71,3.24,2
NIFTY 50,12-Nov-04,1872.95,120,15.66,3.23,2.01
NIFTY 50,11-Nov-04,1870.55,120,15.64,3.23,2.01
NIFTY 50,10-Nov-04,1876.1,120,15.68,3.24,2
NIFTY 50,09-Nov-04,1858.75,120,15.54,3.21,2.02
NIFTY 50,08-Nov-04,1862.8,120,15.57,3.21,2.02
NIFTY 50,05-Nov-04,1852.3,120,15.48,3.2,2.07
NIFTY 50,04-Nov-04,1834.85,120,15.34,3.17,2.09
NIFTY 50,03-Nov-04,1837.4,120,15.36,3.17,2.09
NIFTY 50,02-Nov-04,1813.7,120,15.16,3.13,2.11
NIFTY 50,01-Nov-04,1797.75,120,15.03,3.1,2.13
NIFTY 50,29-Oct-04,1786.9,120,14.93,3.08,2.14
NIFTY 50,28-Oct-04,1800.1,120,15.04,3.1,2.12
NIFTY 50,27-Oct-04,1783.85,120,14.91,3.08,2.14
NIFTY 50,26-Oct-04,1781.05,120,14.89,3.07,2.14
NIFTY 50,25-Oct-04,1757.25,120,14.69,3.03,2.17
NIFTY 50,21-Oct-04,1779.75,120,14.87,3.07,2.14
NIFTY 50,20-Oct-04,1790.05,120,14.96,3.09,2.13
NIFTY 50,19-Oct-04,1808.4,120,15.11,3.12,2.11
NIFTY 50,18-Oct-04,1786,120,14.93,3.08,2.13
NIFTY 50,15-Oct-04,1795,120,15,3.1,2.12
NIFTY 50,14-Oct-04,1794.75,120,15,3.1,2.12
NIFTY 50,12-Oct-04,1786.9,120,14.93,3.08,2.13
NIFTY 50,11-Oct-04,1807.75,120,15.11,3.12,2.11
NIFTY 50,09-Oct-04,1817.8,120,15.19,3.14,2.1
NIFTY 50,08-Oct-04,1820.2,120,15.21,3.14,2.09
NIFTY 50,07-Oct-04,1815.7,120,15.17,3.13,2.1
NIFTY 50,06-Oct-04,1794.9,120,15,3.1,2.12
NIFTY 50,05-Oct-04,1812.45,120,15.15,3.13,2.1
NIFTY 50,04-Oct-04,1805.65,120,15.09,3.11,2.11
NIFTY 50,01-Oct-04,1775.15,120,14.84,3.21,2.15
NIFTY 50,30-Sep-04,1745.5,120,14.59,3.16,2.18
NIFTY 50,29-Sep-04,1727.95,120,14.44,3.12,2.21
NIFTY 50,28-Sep-04,1700.25,120,14.21,3.07,2.24
NIFTY 50,27-Sep-04,1717.5,120,14.35,3.1,2.22
NIFTY 50,24-Sep-04,1722.5,120,14.39,3.11,2.23
NIFTY 50,23-Sep-04,1726.15,120,14.42,3.12,2.22
NIFTY 50,22-Sep-04,1753.9,120,14.66,3.17,2.19
NIFTY 50,21-Sep-04,1750.2,120,14.63,3.16,2.19
NIFTY 50,20-Sep-04,1728.8,120,14.45,3.13,2.22
NIFTY 50,17-Sep-04,1733.65,120,14.49,3.13,2.21
NIFTY 50,16-Sep-04,1705.7,120,14.25,3.08,2.25
NIFTY 50,15-Sep-04,1683.2,120,14.07,3.04,2.28
NIFTY 50,14-Sep-04,1685.55,120,14.09,3.05,2.28
NIFTY 50,13-Sep-04,1675.2,120,14,3.03,2.29
NIFTY 50,10-Sep-04,1668.75,120,13.95,3.02,2.3
NIFTY 50,09-Sep-04,1649,120,13.78,2.98,2.33
NIFTY 50,08-Sep-04,1656.25,120,13.84,2.99,2.32
NIFTY 50,07-Sep-04,1650.15,120,13.79,2.98,2.33
NIFTY 50,06-Sep-04,1644,120,13.74,2.97,2.34
NIFTY 50,03-Sep-04,1634.1,120,13.66,2.95,2.4
NIFTY 50,02-Sep-04,1629.3,120,13.62,2.94,2.41
NIFTY 50,01-Sep-04,1635.45,120,13.67,2.96,2.4
NIFTY 50,31-Aug-04,1631.75,120,13.64,2.95,2.4
NIFTY 50,30-Aug-04,1628.45,120,13.61,2.94,2.41
NIFTY 50,27-Aug-04,1609,120,13.45,2.91,2.45
NIFTY 50,26-Aug-04,1610.75,120,13.46,2.91,2.44
NIFTY 50,25-Aug-04,1595.7,120,13.34,2.88,2.47
NIFTY 50,24-Aug-04,1591.6,120,13.3,2.88,2.47
NIFTY 50,23-Aug-04,1578.2,120,13.19,2.85,2.49
NIFTY 50,20-Aug-04,1590.35,120,13.29,2.87,2.47
NIFTY 50,19-Aug-04,1609.2,120,13.45,2.91,2.44
NIFTY 50,18-Aug-04,1581.8,120,13.22,2.86,2.48
NIFTY 50,17-Aug-04,1604.35,120,13.41,2.9,2.45
NIFTY 50,16-Aug-04,1599.15,120,13.36,2.89,2.46
NIFTY 50,13-Aug-04,1598.2,120,13.36,2.89,2.47
NIFTY 50,12-Aug-04,1607.2,120,13.43,2.91,2.46
NIFTY 50,11-Aug-04,1621.6,120,13.55,2.93,2.44
NIFTY 50,10-Aug-04,1652.15,120,13.8,2.99,2.4
NIFTY 50,09-Aug-04,1642.6,120,13.72,2.97,2.41
NIFTY 50,06-Aug-04,1633.4,120,13.64,2.95,2.42
NIFTY 50,05-Aug-04,1654.95,120,13.82,2.99,2.39
NIFTY 50,04-Aug-04,1626.55,120,13.58,2.94,2.43
NIFTY 50,03-Aug-04,1630.6,120,13.62,2.95,2.43
NIFTY 50,02-Aug-04,1639.05,120,13.69,2.96,2.41
NIFTY 50,30-Jul-04,1632.3,120,13.63,2.95,2.45
NIFTY 50,29-Jul-04,1618.7,120,13.52,2.93,2.47
NIFTY 50,28-Jul-04,1594.15,120,13.31,2.91,2.51
NIFTY 50,27-Jul-04,1600.75,120,13.37,2.92,2.5
NIFTY 50,26-Jul-04,1618,120,13.51,2.95,2.47
NIFTY 50,23-Jul-04,1601.6,120,13.34,2.91,2.49
NIFTY 50,22-Jul-04,1598.1,120,13.31,2.91,2.49
NIFTY 50,21-Jul-04,1581.4,120,13.17,2.88,2.52
NIFTY 50,20-Jul-04,1566.1,120,13.05,2.85,2.54
NIFTY 50,19-Jul-04,1571.6,120,13.09,2.86,2.53
NIFTY 50,16-Jul-04,1558.8,120,12.98,2.83,2.53
NIFTY 50,15-Jul-04,1539.4,120,12.82,2.8,2.56
NIFTY 50,14-Jul-04,1522.75,120,12.68,2.77,2.59
NIFTY 50,13-Jul-04,1539.3,120,12.82,2.8,2.56
NIFTY 50,12-Jul-04,1556.95,120,12.97,2.83,2.53
NIFTY 50,09-Jul-04,1553.2,120,12.94,2.92,2.53
NIFTY 50,08-Jul-04,1518.15,120,12.64,2.85,2.58
NIFTY 50,07-Jul-04,1566.8,120,13.05,2.94,2.5
NIFTY 50,06-Jul-04,1558.25,120,12.98,2.93,2.52
NIFTY 50,05-Jul-04,1526.85,120,12.72,2.87,2.57
NIFTY 50,02-Jul-04,1537.5,119,12.9,2.89,2.54
NIFTY 50,01-Jul-04,1537.2,119,12.9,2.89,2.54
NIFTY 50,30-Jun-04,1505.6,119,12.64,2.83,2.59
NIFTY 50,29-Jun-04,1518.3,119,12.74,2.85,2.57
NIFTY 50,28-Jun-04,1514.35,119,12.71,2.84,2.57
NIFTY 50,25-Jun-04,1488.5,124,11.96,2.85,2.6
NIFTY 50,24-Jun-04,1470.75,124,11.82,2.82,2.64
NIFTY 50,23-Jun-04,1446.1,124,11.62,2.77,2.68
NIFTY 50,22-Jun-04,1474.7,124,11.85,2.83,2.63
NIFTY 50,21-Jun-04,1482,124,11.91,2.84,2.62
NIFTY 50,18-Jun-04,1491.2,124,11.98,2.86,2.6
NIFTY 50,17-Jun-04,1512.05,124,12.15,2.9,2.56
NIFTY 50,16-Jun-04,1494.75,124,12.01,2.87,2.59
NIFTY 50,15-Jun-04,1501,125,12,2.88,2.58
NIFTY 50,14-Jun-04,1481.35,125,11.84,2.84,2.62
NIFTY 50,11-Jun-04,1508.45,124,12.14,2.89,2.55
NIFTY 50,10-Jun-04,1544.75,124,12.44,2.96,2.49
NIFTY 50,09-Jun-04,1548.3,124,12.47,2.97,2.48
NIFTY 50,08-Jun-04,1550.55,124,12.48,2.97,2.48
NIFTY 50,07-Jun-04,1542.55,124,12.42,2.96,2.49
NIFTY 50,04-Jun-04,1521.1,124,12.25,2.92,2.53
NIFTY 50,03-Jun-04,1495.1,124,12.04,2.87,2.57
NIFTY 50,02-Jun-04,1535.2,124,12.36,2.94,2.51
NIFTY 50,01-Jun-04,1507.9,124,12.14,2.89,2.55
NIFTY 50,31-May-04,1483.6,124,11.94,2.84,2.59
NIFTY 50,28-May-04,1508.75,116,12.98,2.95,2.55
NIFTY 50,27-May-04,1586.4,116,13.65,3.1,2.42
NIFTY 50,26-May-04,1598.8,116,13.75,3.13,2.41
NIFTY 50,25-May-04,1606.7,116,13.88,3.14,2.3
NIFTY 50,24-May-04,1608.85,116,13.9,3.15,2.3
NIFTY 50,21-May-04,1560.2,110,14.14,3.08,2.35
NIFTY 50,20-May-04,1543.85,110,13.99,3.04,2.38
NIFTY 50,19-May-04,1567.85,109,14.41,3.09,2.34
NIFTY 50,18-May-04,1503.95,108,13.94,2.97,2.44
NIFTY 50,17-May-04,1388.75,108,12.87,2.74,2.64
NIFTY 50,14-May-04,1582.4,108,14.66,3.12,2.32
NIFTY 50,13-May-04,1717.5,108,15.91,3.39,2.14
NIFTY 50,12-May-04,1711.1,108,15.86,3.37,2.14
NIFTY 50,11-May-04,1699.45,108,15.74,3.35,2.16
NIFTY 50,10-May-04,1769.1,108,16.38,3.49,2.07
NIFTY 50,07-May-04,1804.45,108,16.77,3.56,2.03
NIFTY 50,06-May-04,1832.8,108,17.04,3.61,2
NIFTY 50,05-May-04,1809.9,107,16.86,3.57,1.94
NIFTY 50,04-May-04,1793.1,106,16.87,3.53,1.96
NIFTY 50,03-May-04,1766.7,106,16.62,3.48,2.02
NIFTY 50,30-Apr-04,1796.1,96,18.68,3.54,1.98
NIFTY 50,29-Apr-04,1808.95,96,18.82,3.56,1.97
NIFTY 50,28-Apr-04,1816.55,96,18.89,3.58,1.96
NIFTY 50,27-Apr-04,1817.25,96,18.9,3.58,1.96
NIFTY 50,23-Apr-04,1892.45,96,19.68,3.73,1.88
NIFTY 50,22-Apr-04,1889.55,97,19.58,3.71,1.89
NIFTY 50,21-Apr-04,1873.35,97,19.41,3.68,1.91
NIFTY 50,20-Apr-04,1844.25,97,19.11,3.62,1.94
NIFTY 50,19-Apr-04,1844.05,97,19.1,3.62,1.94
NIFTY 50,17-Apr-04,1868.1,97,19.35,3.67,1.91
NIFTY 50,16-Apr-04,1868.95,97,19.36,3.67,1.91
NIFTY 50,15-Apr-04,1861.95,97,19.29,3.65,1.92
NIFTY 50,13-Apr-04,1878.45,97,19.46,3.69,1.9
NIFTY 50,12-Apr-04,1838.2,97,19.04,3.61,1.95
NIFTY 50,08-Apr-04,1853.55,86,21.67,3.66,1.69
NIFTY 50,07-Apr-04,1848.7,86,21.61,3.65,1.69
NIFTY 50,06-Apr-04,1851.15,86,21.64,3.66,1.69
NIFTY 50,05-Apr-04,1856.6,86,21.71,3.67,1.69
NIFTY 50,02-Apr-04,1841.1,86,21.53,3.64,1.7
NIFTY 50,01-Apr-04,1819.65,86,21.27,3.59,1.72
NIFTY 50,31-Mar-04,1771.9,86,20.7,3.5,1.77
NIFTY 50,30-Mar-04,1750.15,86,20.44,3.45,1.79
NIFTY 50,29-Mar-04,1762.05,86,20.58,3.48,1.78
NIFTY 50,26-Mar-04,1747.5,86,20.41,3.45,1.79
NIFTY 50,25-Mar-04,1704.45,86,19.91,3.36,1.84
NIFTY 50,24-Mar-04,1692.1,86,19.76,3.34,1.85
NIFTY 50,23-Mar-04,1696.4,86,19.81,3.35,1.85
NIFTY 50,22-Mar-04,1685,86,19.68,3.32,1.86
NIFTY 50,19-Mar-04,1725.1,86,20.15,3.4,1.82
NIFTY 50,18-Mar-04,1716.65,86,20.05,3.39,1.82
NIFTY 50,17-Mar-04,1749.85,86,20.44,3.45,1.79
NIFTY 50,16-Mar-04,1749.35,86,20.43,3.45,1.79
NIFTY 50,15-Mar-04,1763.4,86,20.59,3.48,1.46
NIFTY 50,12-Mar-04,1812.2,86,21.16,3.58,1.42
NIFTY 50,11-Mar-04,1805.4,86,21.08,3.56,1.42
NIFTY 50,10-Mar-04,1844.35,86,21.54,3.64,1.39
NIFTY 50,09-Mar-04,1866.05,86,21.79,3.68,1.38
NIFTY 50,08-Mar-04,1885.25,86,22.01,3.72,1.36
NIFTY 50,05-Mar-04,1867.7,86,21.81,3.68,1.37
NIFTY 50,04-Mar-04,1843.85,86,21.53,3.64,1.39
NIFTY 50,03-Mar-04,1860.4,86,21.72,3.67,1.38
NIFTY 50,01-Mar-04,1852.7,86,21.57,4.26,1.39
NIFTY 50,27-Feb-04,1800.3,91,19.74,3.89,1.52
NIFTY 50,26-Feb-04,1765.8,91,19.37,3.81,1.55
NIFTY 50,25-Feb-04,1786.8,91,19.6,3.86,1.54
NIFTY 50,24-Feb-04,1821.35,91,19.97,3.93,1.51
NIFTY 50,23-Feb-04,1808.2,91,19.83,3.91,1.52
NIFTY 50,20-Feb-04,1852.65,91,20.31,4,1.48
NIFTY 50,19-Feb-04,1858.3,91,20.38,4.01,1.48
NIFTY 50,18-Feb-04,1916.45,91,21.01,4.14,1.43
NIFTY 50,17-Feb-04,1920.1,91,21.05,4.15,1.43
NIFTY 50,16-Feb-04,1913.55,91,20.98,4.13,1.43
NIFTY 50,13-Feb-04,1913.6,91,20.95,4.13,1.44
NIFTY 50,12-Feb-04,1885.3,91,20.64,4.07,1.46
NIFTY 50,11-Feb-04,1891.5,91,20.71,4.08,1.45
NIFTY 50,10-Feb-04,1880.75,90,20.79,4.06,1.46
NIFTY 50,09-Feb-04,1880.7,91,20.78,4.06,1.46
NIFTY 50,06-Feb-04,1833.65,90,20.27,3.95,1.5
NIFTY 50,05-Feb-04,1804.5,90,19.94,3.89,1.52
NIFTY 50,04-Feb-04,1822.2,90,20.14,3.93,1.51
NIFTY 50,03-Feb-04,1769,90,19.55,3.81,1.55
NIFTY 50,30-Jan-04,1809.75,91,19.96,3.9,1.52
NIFTY 50,29-Jan-04,1843.6,91,20.34,3.97,1.49
NIFTY 50,28-Jan-04,1863.1,91,20.55,4.01,1.48
NIFTY 50,27-Jan-04,1904.7,91,21.01,4.1,1.45
NIFTY 50,23-Jan-04,1847.55,91,20.38,3.98,1.49
NIFTY 50,22-Jan-04,1770.5,91,19.53,3.81,1.56
NIFTY 50,21-Jan-04,1824.6,91,20.13,3.93,1.51
NIFTY 50,20-Jan-04,1893.25,91,20.88,4.07,1.46
NIFTY 50,19-Jan-04,1935.35,91,21.35,4.17,1.42
NIFTY 50,16-Jan-04,1900.65,91,20.96,4.09,1.45
NIFTY 50,15-Jan-04,1944.45,91,21.44,4.18,1.42
NIFTY 50,14-Jan-04,1982.15,91,21.86,4.27,1.39
NIFTY 50,13-Jan-04,1963.6,91,21.66,4.23,1.4
NIFTY 50,12-Jan-04,1945.6,91,21.46,4.19,1.42
NIFTY 50,09-Jan-04,1971.9,91,21.75,4.24,1.4
NIFTY 50,08-Jan-04,1968.55,91,21.71,4.24,1.4
NIFTY 50,07-Jan-04,1916.75,91,21.14,4.12,1.44
NIFTY 50,06-Jan-04,1926.7,91,21.25,4.15,1.43
NIFTY 50,05-Jan-04,1955,91,21.56,4.21,1.41
NIFTY 50,02-Jan-04,1946.05,91,21.46,4.19,1.42
NIFTY 50,01-Jan-04,1912.25,91,21.09,4.12,1.44
NIFTY 50,31-Dec-03,1879.75,91,20.73,4.05,1.47
NIFTY 50,30-Dec-03,1873.25,91,20.66,4.03,1.47
NIFTY 50,29-Dec-03,1874.05,91,20.67,4.03,1.47
NIFTY 50,26-Dec-03,1837.05,91,20.26,3.95,1.5
NIFTY 50,24-Dec-03,1808.7,91,19.95,3.89,1.52
NIFTY 50,23-Dec-03,1780.3,91,19.63,3.83,1.55
NIFTY 50,22-Dec-03,1789.15,91,19.73,3.85,1.54
NIFTY 50,19-Dec-03,1778.55,91,19.61,3.83,1.55
NIFTY 50,18-Dec-03,1756.1,91,19.37,3.78,1.57
NIFTY 50,17-Dec-03,1733.25,91,19.11,3.73,1.59
NIFTY 50,16-Dec-03,1736.25,91,19.15,3.74,1.59
NIFTY 50,15-Dec-03,1723.95,91,19.01,3.71,1.6
NIFTY 50,12-Dec-03,1698.9,91,18.73,3.66,1.62
NIFTY 50,11-Dec-03,1695.4,91,18.69,3.65,1.63
NIFTY 50,10-Dec-03,1686.9,91,18.6,3.63,1.63
NIFTY 50,09-Dec-03,1675.85,91,18.48,3.61,1.64
NIFTY 50,08-Dec-03,1646.25,91,18.15,3.54,1.67
NIFTY 50,05-Dec-03,1645.8,91,18.15,3.54,1.67
NIFTY 50,04-Dec-03,1675.2,91,18.47,3.6,1.65
NIFTY 50,03-Dec-03,1670.5,91,18.42,3.59,1.65
NIFTY 50,02-Dec-03,1658.5,91,18.29,3.57,1.66
NIFTY 50,01-Dec-03,1657.65,91,18.27,3.57,1.66
NIFTY 50,28-Nov-03,1615.25,91,17.81,3.47,1.71
NIFTY 50,27-Nov-03,1598.35,91,17.62,3.44,1.72
NIFTY 50,25-Nov-03,1568.65,91,17.29,3.37,1.76
NIFTY 50,24-Nov-03,1543.9,91,17.02,3.32,1.79
NIFTY 50,21-Nov-03,1540.7,91,16.98,3.31,1.79
NIFTY 50,20-Nov-03,1522.3,91,16.78,3.27,1.81
NIFTY 50,19-Nov-03,1540.6,91,16.98,3.31,1.79
NIFTY 50,18-Nov-03,1564.4,91,17.24,3.37,1.76
NIFTY 50,17-Nov-03,1579.9,91,17.42,3.4,1.74
NIFTY 50,15-Nov-03,1562.8,91,17.23,3.36,1.76
NIFTY 50,14-Nov-03,1550.45,91,17.09,3.34,1.78
NIFTY 50,13-Nov-03,1579.95,91,17.42,3.4,1.74
NIFTY 50,12-Nov-03,1603.8,91,17.68,3.45,1.72
NIFTY 50,11-Nov-03,1601.15,91,17.65,3.44,1.72
NIFTY 50,10-Nov-03,1594.5,91,17.58,3.43,1.73
NIFTY 50,07-Nov-03,1592.05,91,17.55,3.42,1.73
NIFTY 50,06-Nov-03,1612.2,91,17.77,3.47,1.71
NIFTY 50,05-Nov-03,1609.15,91,17.74,3.46,1.71
NIFTY 50,04-Nov-03,1618.7,91,17.84,3.48,1.7
NIFTY 50,03-Nov-03,1601.65,91,17.65,3.45,1.72
NIFTY 50,31-Oct-03,1555.9,91,17.15,3.35,1.77
NIFTY 50,30-Oct-03,1516.85,91,16.72,3.26,1.82
NIFTY 50,29-Oct-03,1498.45,91,16.52,3.22,1.84
NIFTY 50,28-Oct-03,1481.75,91,16.33,3.19,1.86
NIFTY 50,27-Oct-03,1485.3,91,16.37,3.19,1.86
NIFTY 50,25-Oct-03,1521.95,91,16.78,3.27,1.81
NIFTY 50,24-Oct-03,1506.05,91,16.6,3.24,1.83
NIFTY 50,23-Oct-03,1470.45,91,16.21,3.16,1.87
NIFTY 50,22-Oct-03,1494.1,91,16.46,3.21,1.85
NIFTY 50,21-Oct-03,1506.5,91,16.6,3.24,1.83
NIFTY 50,20-Oct-03,1542.7,91,17,3.32,1.79
NIFTY 50,17-Oct-03,1569.45,91,17.29,3.37,1.76
NIFTY 50,16-Oct-03,1555.7,91,17.14,3.35,1.77
NIFTY 50,15-Oct-03,1537,91,16.94,3.3,1.79
NIFTY 50,14-Oct-03,1520.8,91,16.76,3.27,1.81
NIFTY 50,13-Oct-03,1546.75,91,17.04,3.33,1.78
NIFTY 50,10-Oct-03,1523.1,91,16.78,3.28,1.81
NIFTY 50,09-Oct-03,1502.1,91,16.55,3.23,1.84
NIFTY 50,08-Oct-03,1478.6,91,16.29,3.18,1.77
NIFTY 50,07-Oct-03,1477.85,91,16.28,3.18,1.77
NIFTY 50,06-Oct-03,1478.9,91,16.3,3.18,1.77
NIFTY 50,03-Oct-03,1449.3,91,15.97,3.12,1.8
NIFTY 50,01-Oct-03,1420.85,91,15.66,3.06,1.84
NIFTY 50,30-Sep-03,1417.1,91,15.61,3.05,1.85
NIFTY 50,29-Sep-03,1399.95,91,15.43,3.01,1.87
NIFTY 50,26-Sep-03,1386.95,91,15.28,2.98,1.89
NIFTY 50,25-Sep-03,1357.2,91,14.95,2.92,1.93
