IndexName,Date,Close,EPS,P/E,P/B,Div Yield %
NIFTY 50,11-Aug-20,11322.5,361,31.37,3.19,1.46
NIFTY 50,10-Aug-20,11270.15,361,31.23,3.17,1.46
NIFTY 50,07-Aug-20,11214.05,365,30.72,3.16,1.47
NIFTY 50,06-Aug-20,11200.15,365,30.68,3.15,1.47
NIFTY 50,05-Aug-20,11101.65,365,30.41,3.13,1.48
NIFTY 50,04-Aug-20,11095.25,365,30.39,3.12,1.49
NIFTY 50,03-Aug-20,10891.6,367,29.7,3.07,1.51
NIFTY 50,31-Jul-20,11073.45,367,30.2,3.12,1.49
NIFTY 50,30-Jul-20,11102.15,377,29.46,3.07,1.56
NIFTY 50,29-Jul-20,11202.85,379,29.59,3.1,1.54
NIFTY 50,28-Jul-20,11300.55,378,29.87,3.14,1.49
NIFTY 50,27-Jul-20,11131.8,381,29.18,3.17,1.44
NIFTY 50,24-Jul-20,11194.15,381,29.35,3.19,1.43
NIFTY 50,23-Jul-20,11215.45,384,29.2,3.2,1.43
NIFTY 50,22-Jul-20,11132.6,385,28.93,3.17,1.44
NIFTY 50,21-Jul-20,11162.25,385,29.01,3.18,1.44
NIFTY 50,20-Jul-20,11022.2,382,28.86,3.14,1.46
NIFTY 50,17-Jul-20,10901.7,382,28.55,3.11,1.47
NIFTY 50,16-Jul-20,10739.95,381,28.19,3.06,1.49
NIFTY 50,15-Jul-20,10618.2,381,27.88,3.03,1.51
NIFTY 50,14-Jul-20,10607.35,381,27.85,3.02,1.51
NIFTY 50,13-Jul-20,10802.7,381,28.36,3.08,1.49
NIFTY 50,10-Jul-20,10768.05,381,28.27,3.07,1.49
NIFTY 50,09-Jul-20,10813.45,383,28.26,3.08,1.48
NIFTY 50,08-Jul-20,10705.75,383,27.98,3.05,1.5
NIFTY 50,07-Jul-20,10799.65,383,28.22,3.08,1.49
NIFTY 50,06-Jul-20,10763.65,383,28.13,3.07,1.49
NIFTY 50,03-Jul-20,10607.35,382,27.78,3.03,1.51
NIFTY 50,02-Jul-20,10551.7,382,27.63,3.01,1.52
NIFTY 50,01-Jul-20,10430.05,387,26.97,2.98,1.54
NIFTY 50,30-Jun-20,10302.1,391,26.32,2.94,1.55
NIFTY 50,29-Jun-20,10312.4,389,26.49,2.95,1.55
NIFTY 50,26-Jun-20,10383,389,26.67,2.97,1.54
NIFTY 50,25-Jun-20,10288.9,402,25.59,2.93,1.48
NIFTY 50,24-Jun-20,10305.3,402,25.63,2.93,1.48
NIFTY 50,23-Jun-20,10471,402,26.05,2.98,1.45
NIFTY 50,22-Jun-20,10311.2,402,25.66,2.94,1.48
NIFTY 50,19-Jun-20,10244.4,402,25.49,2.92,1.49
NIFTY 50,18-Jun-20,10091.65,402,25.11,2.87,1.51
NIFTY 50,17-Jun-20,9881.15,402,24.59,2.81,1.54
NIFTY 50,16-Jun-20,9914,408,24.31,2.82,1.54
NIFTY 50,15-Jun-20,9813.7,414,23.69,2.79,1.55
NIFTY 50,12-Jun-20,9972.9,414,24.08,2.84,1.53
NIFTY 50,11-Jun-20,9902,414,23.9,2.82,1.54
NIFTY 50,10-Jun-20,10116.15,414,24.41,2.88,1.51
NIFTY 50,09-Jun-20,10046.65,414,24.25,2.86,1.52
NIFTY 50,08-Jun-20,10167.45,424,23.97,2.89,1.5
NIFTY 50,05-Jun-20,10142.15,424,23.91,2.89,1.5
NIFTY 50,04-Jun-20,10029.1,428,23.42,2.85,1.52
NIFTY 50,03-Jun-20,10061.55,428,23.5,2.86,1.51
NIFTY 50,02-Jun-20,9979.1,428,23.31,2.84,1.53
NIFTY 50,01-Jun-20,9826.15,428,22.96,2.8,1.55
NIFTY 50,29-May-20,9580.3,428,22.38,2.73,1.59
NIFTY 50,28-May-20,9490.1,428,22.17,2.7,1.61
NIFTY 50,27-May-20,9314.95,428,21.77,2.65,1.64
NIFTY 50,26-May-20,9029.05,428,21.1,2.57,1.69
NIFTY 50,22-May-20,9039.25,431,20.97,2.57,1.69
NIFTY 50,21-May-20,9106.25,431,21.14,2.59,1.67
NIFTY 50,20-May-20,9066.55,428,21.16,2.58,1.68
NIFTY 50,19-May-20,8879.1,435,20.39,2.53,1.72
NIFTY 50,18-May-20,8823.25,436,20.26,2.51,1.73
NIFTY 50,15-May-20,9136.85,436,20.98,2.6,1.67
NIFTY 50,14-May-20,9142.75,435,21,2.6,1.67
NIFTY 50,13-May-20,9383.55,436,21.51,2.67,1.62
NIFTY 50,12-May-20,9196.55,436,21.11,2.62,1.65
NIFTY 50,11-May-20,9239.2,436,21.21,2.63,1.65
NIFTY 50,08-May-20,9251.5,435,21.28,2.64,1.64
NIFTY 50,07-May-20,9199.05,434,21.18,2.62,1.65
NIFTY 50,06-May-20,9270.9,434,21.34,2.64,1.64
NIFTY 50,05-May-20,9205.6,434,21.19,2.62,1.65
NIFTY 50,04-May-20,9293.5,434,21.39,2.65,1.64
NIFTY 50,30-Apr-20,9859.9,441,22.35,2.81,1.54
NIFTY 50,29-Apr-20,9553.35,441,21.65,2.72,1.59
NIFTY 50,28-Apr-20,9380.9,447,21,2.67,1.62
NIFTY 50,27-Apr-20,9282.3,447,20.77,2.65,1.64
NIFTY 50,24-Apr-20,9154.4,447,20.48,2.61,1.66
NIFTY 50,23-Apr-20,9313.9,447,20.84,2.65,1.63
NIFTY 50,22-Apr-20,9187.3,447,20.56,2.62,1.66
NIFTY 50,21-Apr-20,8981.45,447,20.1,2.56,1.69
NIFTY 50,20-Apr-20,9261.85,446,20.75,2.64,1.64
NIFTY 50,17-Apr-20,9266.75,444,20.85,2.64,1.64
NIFTY 50,16-Apr-20,8992.8,444,20.25,2.56,1.69
NIFTY 50,15-Apr-20,8925.3,444,20.11,2.54,1.7
NIFTY 50,13-Apr-20,8993.85,444,20.27,2.56,1.69
NIFTY 50,09-Apr-20,9111.9,444,20.53,2.6,1.67
NIFTY 50,08-Apr-20,8748.75,444,19.72,2.49,1.74
NIFTY 50,07-Apr-20,8792.2,444,19.81,2.51,1.73
NIFTY 50,03-Apr-20,8083.8,444,18.22,2.3,1.88
NIFTY 50,01-Apr-20,8253.8,444,18.6,2.35,1.84
NIFTY 50,31-Mar-20,8597.75,444,19.38,2.45,1.77
NIFTY 50,30-Mar-20,8281.1,444,18.66,2.36,1.84
NIFTY 50,27-Mar-20,8660.25,444,19.52,2.47,1.76
NIFTY 50,26-Mar-20,8641.45,444,19.47,2.46,1.76
NIFTY 50,25-Mar-20,8317.85,444,18.74,2.37,1.83
NIFTY 50,24-Mar-20,7801.05,444,17.58,2.22,1.95
NIFTY 50,23-Mar-20,7610.25,444,17.15,2.17,2
NIFTY 50,20-Mar-20,8745.45,443,19.72,2.49,1.74
NIFTY 50,19-Mar-20,8263.45,444,18.63,2.36,1.84
NIFTY 50,18-Mar-20,8468.8,439,19.27,2.38,1.8
NIFTY 50,17-Mar-20,8967.05,439,20.41,2.52,1.7
NIFTY 50,16-Mar-20,9197.4,439,20.93,2.59,1.66
NIFTY 50,13-Mar-20,9955.2,439,22.66,2.8,1.53
NIFTY 50,12-Mar-20,9590.15,439,21.83,2.7,1.59
NIFTY 50,11-Mar-20,10458.4,439,23.8,2.94,1.46
NIFTY 50,09-Mar-20,10451.45,439,23.79,2.94,1.46
NIFTY 50,06-Mar-20,10989.45,439,25.01,3.09,1.39
NIFTY 50,05-Mar-20,11269,439,25.65,3.17,1.35
NIFTY 50,04-Mar-20,11251,439,25.61,3.17,1.35
NIFTY 50,03-Mar-20,11303.3,439,25.73,3.18,1.35
NIFTY 50,02-Mar-20,11132.75,439,25.34,3.13,1.37
NIFTY 50,28-Feb-20,11201.75,439,25.49,3.15,1.36
NIFTY 50,27-Feb-20,11633.3,439,26.48,3.27,1.31
NIFTY 50,26-Feb-20,11678.5,439,26.58,3.29,1.3
NIFTY 50,25-Feb-20,11797.9,439,26.85,3.32,1.29
NIFTY 50,24-Feb-20,11829.4,439,26.92,3.33,1.29
NIFTY 50,20-Feb-20,12080.85,439,27.5,3.4,1.26
NIFTY 50,19-Feb-20,12125.9,439,27.6,3.41,1.26
NIFTY 50,18-Feb-20,11992.5,439,27.29,3.38,1.27
NIFTY 50,17-Feb-20,12045.8,439,27.42,3.39,1.27
NIFTY 50,14-Feb-20,12113.45,441,27.45,3.41,1.26
NIFTY 50,13-Feb-20,12174.65,441,27.59,3.43,1.25
NIFTY 50,12-Feb-20,12201.2,441,27.65,3.44,1.25
NIFTY 50,11-Feb-20,12107.9,445,27.21,3.41,1.26
NIFTY 50,10-Feb-20,12031.5,447,26.89,3.39,1.27
NIFTY 50,07-Feb-20,12098.35,448,27.03,3.41,1.26
NIFTY 50,06-Feb-20,12137.95,447,27.16,3.42,1.26
NIFTY 50,05-Feb-20,12089.15,447,27.05,3.4,1.26
NIFTY 50,04-Feb-20,11979.65,451,26.57,3.37,1.27
NIFTY 50,03-Feb-20,11707.9,452,25.9,3.3,1.3
NIFTY 50,01-Feb-20,11661.85,453,25.75,3.28,1.31
NIFTY 50,31-Jan-20,11962.1,453,26.41,3.37,1.27
NIFTY 50,30-Jan-20,12035.8,453,26.57,3.39,1.27
NIFTY 50,29-Jan-20,12129.5,452,26.81,3.42,1.26
NIFTY 50,28-Jan-20,12055.8,452,26.65,3.4,1.26
NIFTY 50,27-Jan-20,12119,437,27.73,3.42,1.25
NIFTY 50,24-Jan-20,12248.25,436,28.1,3.45,1.24
NIFTY 50,23-Jan-20,12180.35,437,27.88,3.43,1.25
NIFTY 50,22-Jan-20,12106.9,437,27.73,3.42,1.26
NIFTY 50,21-Jan-20,12169.85,437,27.84,3.45,1.25
NIFTY 50,20-Jan-20,12224.55,437,28,3.63,1.25
NIFTY 50,17-Jan-20,12352.35,432,28.61,3.67,1.24
NIFTY 50,16-Jan-20,12355.5,432,28.62,3.68,1.24
NIFTY 50,15-Jan-20,12343.3,431,28.63,3.81,1.22
NIFTY 50,14-Jan-20,12362.3,431,28.67,3.81,1.22
NIFTY 50,13-Jan-20,12329.55,430,28.67,3.8,1.22
NIFTY 50,10-Jan-20,12256.8,430,28.51,3.78,1.23
NIFTY 50,09-Jan-20,12215.9,430,28.41,3.77,1.23
NIFTY 50,08-Jan-20,12025.35,430,27.97,3.71,1.25
NIFTY 50,07-Jan-20,12052.95,430,28.03,3.72,1.25
NIFTY 50,06-Jan-20,11993.05,430,27.89,3.7,1.26
NIFTY 50,03-Jan-20,12226.65,430,28.44,3.77,1.23
NIFTY 50,02-Jan-20,12282.2,430,28.56,3.79,1.23
NIFTY 50,01-Jan-20,12182.5,430,28.33,3.76,1.24
NIFTY 50,31-Dec-19,12168.45,430,28.3,3.75,1.24
NIFTY 50,30-Dec-19,12255.85,430,28.5,3.78,1.23
NIFTY 50,27-Dec-19,12245.8,430,28.48,3.78,1.23
NIFTY 50,26-Dec-19,12126.55,429,28.26,3.74,1.23
NIFTY 50,24-Dec-19,12214.55,429,28.47,3.77,1.22
NIFTY 50,23-Dec-19,12262.75,429,28.58,3.79,1.22
NIFTY 50,20-Dec-19,12271.8,429,28.6,3.79,1.22
NIFTY 50,19-Dec-19,12259.7,429,28.57,3.79,1.22
NIFTY 50,18-Dec-19,12221.65,429,28.48,3.77,1.22
NIFTY 50,17-Dec-19,12165,429,28.35,3.76,1.23
NIFTY 50,16-Dec-19,12053.95,429,28.09,3.72,1.24
NIFTY 50,13-Dec-19,12086.7,429,28.17,3.73,1.24
NIFTY 50,12-Dec-19,11971.8,429,27.9,3.7,1.25
NIFTY 50,11-Dec-19,11910.15,429,27.76,3.68,1.25
NIFTY 50,10-Dec-19,11856.8,429,27.63,3.66,1.26
NIFTY 50,09-Dec-19,11937.5,429,27.82,3.69,1.25
NIFTY 50,06-Dec-19,11921.5,429,27.78,3.68,1.25
NIFTY 50,05-Dec-19,12018.4,429,28.01,3.71,1.24
NIFTY 50,04-Dec-19,12043.2,429,28.07,3.72,1.24
NIFTY 50,03-Dec-19,11994.2,429,27.95,3.7,1.25
NIFTY 50,02-Dec-19,12048.2,429,28.08,3.72,1.24
NIFTY 50,29-Nov-19,12056.05,429,28.1,3.72,1.24
NIFTY 50,28-Nov-19,12151.15,429,28.32,3.75,1.23
NIFTY 50,27-Nov-19,12100.7,429,28.2,3.74,1.23
NIFTY 50,26-Nov-19,12037.7,429,28.05,3.72,1.24
NIFTY 50,25-Nov-19,12073.75,429,28.14,3.73,1.24
NIFTY 50,22-Nov-19,11914.4,429,27.77,3.68,1.25
NIFTY 50,21-Nov-19,11968.4,429,27.89,3.7,1.25
NIFTY 50,20-Nov-19,11999.1,441,27.23,3.71,1.24
NIFTY 50,19-Nov-19,11940.1,437,27.31,3.69,1.25
NIFTY 50,18-Nov-19,11884.5,435,27.29,3.67,1.26
NIFTY 50,15-Nov-19,11895.45,435,27.32,3.67,1.26
NIFTY 50,14-Nov-19,11872.1,434,27.38,3.67,1.26
NIFTY 50,13-Nov-19,11840.45,434,27.31,3.66,1.26
NIFTY 50,11-Nov-19,11913.45,433,27.52,3.68,1.25
NIFTY 50,08-Nov-19,11908.15,433,27.51,3.68,1.25
NIFTY 50,07-Nov-19,12012.05,433,27.75,3.71,1.24
NIFTY 50,06-Nov-19,11966.05,432,27.71,3.7,1.25
NIFTY 50,05-Nov-19,11917.2,432,27.59,3.68,1.25
NIFTY 50,04-Nov-19,11941.3,433,27.59,3.69,1.25
NIFTY 50,01-Nov-19,11890.6,433,27.47,3.67,1.26
NIFTY 50,31-Oct-19,11877.45,434,27.38,3.67,1.26
NIFTY 50,30-Oct-19,11844.1,434,27.3,3.66,1.26
NIFTY 50,29-Oct-19,11786.85,434,27.17,3.64,1.27
NIFTY 50,27-Oct-19,11627.15,434,26.8,3.59,1.29
NIFTY 50,25-Oct-19,11583.9,434,26.7,3.58,1.29
NIFTY 50,24-Oct-19,11582.6,434,26.7,3.58,1.29
NIFTY 50,23-Oct-19,11604.1,434,26.75,3.58,1.29
NIFTY 50,22-Oct-19,11588.35,434,26.71,3.58,1.29
NIFTY 50,18-Oct-19,11661.85,433,26.94,3.6,1.28
NIFTY 50,17-Oct-19,11586.35,433,26.76,3.58,1.29
NIFTY 50,16-Oct-19,11464,433,26.48,3.54,1.3
NIFTY 50,15-Oct-19,11428.3,433,26.4,3.53,1.31
NIFTY 50,14-Oct-19,11341.15,433,26.2,3.5,1.32
NIFTY 50,11-Oct-19,11305.05,433,26.11,3.49,1.32
NIFTY 50,10-Oct-19,11234.55,433,25.95,3.47,1.33
NIFTY 50,09-Oct-19,11313.3,433,26.13,3.49,1.32
NIFTY 50,07-Oct-19,11126.4,434,25.64,3.43,1.35
NIFTY 50,04-Oct-19,11174.75,434,25.75,3.44,1.34
NIFTY 50,03-Oct-19,11314,434,26.07,3.48,1.32
NIFTY 50,01-Oct-19,11359.9,434,26.17,3.5,1.32
NIFTY 50,30-Sep-19,11474.45,434,26.44,3.53,1.31
NIFTY 50,27-Sep-19,11512.4,434,26.52,3.55,1.3
NIFTY 50,26-Sep-19,11571.2,441,26.22,3.51,1.33
NIFTY 50,25-Sep-19,11440.2,441,25.92,3.47,1.34
NIFTY 50,24-Sep-19,11588.2,407,28.49,3.52,1.32
NIFTY 50,23-Sep-19,11600.2,407,28.52,3.52,1.32
NIFTY 50,20-Sep-19,11274.2,407,27.72,3.42,1.36
NIFTY 50,19-Sep-19,10704.8,407,26.32,3.25,1.43
NIFTY 50,18-Sep-19,10840.65,407,26.66,3.29,1.42
NIFTY 50,17-Sep-19,10817.6,407,26.6,3.29,1.42
NIFTY 50,16-Sep-19,11003.5,407,27.06,3.34,1.39
NIFTY 50,13-Sep-19,11075.9,407,27.23,3.36,1.39
NIFTY 50,12-Sep-19,10982.8,407,27,3.34,1.4
NIFTY 50,11-Sep-19,11035.7,407,27.13,3.35,1.39
NIFTY 50,09-Sep-19,11003.05,407,27.05,3.34,1.39
NIFTY 50,06-Sep-19,10946.2,407,26.91,3.32,1.4
NIFTY 50,05-Sep-19,10847.9,407,26.67,3.29,1.41
NIFTY 50,04-Sep-19,10844.65,408,26.61,3.29,1.42
NIFTY 50,03-Sep-19,10797.9,407,26.54,3.28,1.42
NIFTY 50,30-Aug-19,11023.25,404,27.27,3.35,1.39
NIFTY 50,29-Aug-19,10948.3,404,27.09,3.4,1.35
NIFTY 50,28-Aug-19,11046.1,404,27.33,3.43,1.34
NIFTY 50,27-Aug-19,11105.35,404,27.47,3.45,1.33
NIFTY 50,26-Aug-19,11057.85,404,27.36,3.43,1.34
NIFTY 50,23-Aug-19,10829.35,404,26.79,3.36,1.36
NIFTY 50,22-Aug-19,10741.35,404,26.57,3.34,1.38
NIFTY 50,21-Aug-19,10918.7,404,27.01,3.39,1.35
NIFTY 50,20-Aug-19,11017,404,27.26,3.42,1.34
NIFTY 50,19-Aug-19,11053.9,404,27.35,3.43,1.34
NIFTY 50,16-Aug-19,11047.8,404,27.33,3.43,1.34
NIFTY 50,14-Aug-19,11029.4,405,27.24,3.43,1.34
NIFTY 50,13-Aug-19,10925.85,404,27.03,3.39,1.35
NIFTY 50,09-Aug-19,11109.65,405,27.41,3.45,1.33
NIFTY 50,08-Aug-19,11032.45,406,27.2,3.43,1.34
NIFTY 50,07-Aug-19,10855.5,406,26.74,3.37,1.36
NIFTY 50,06-Aug-19,10948.25,406,26.97,3.4,1.35
NIFTY 50,05-Aug-19,10862.6,406,26.76,3.37,1.36
NIFTY 50,02-Aug-19,10997.35,406,27.09,3.42,1.34
NIFTY 50,01-Aug-19,10980,406,27.05,3.41,1.35
NIFTY 50,31-Jul-19,11118,405,27.42,3.45,1.33
NIFTY 50,30-Jul-19,11085.4,405,27.34,3.47,1.34
NIFTY 50,29-Jul-19,11189.2,405,27.6,3.5,1.33
NIFTY 50,26-Jul-19,11284.3,407,27.73,3.53,1.32
NIFTY 50,25-Jul-19,11252.15,408,27.57,3.52,1.32
NIFTY 50,24-Jul-19,11271.3,408,27.62,3.53,1.32
NIFTY 50,23-Jul-19,11331.05,408,27.77,3.55,1.31
NIFTY 50,22-Jul-19,11346.2,408,27.81,3.55,1.31
NIFTY 50,19-Jul-19,11419.25,409,27.92,3.57,1.31
NIFTY 50,18-Jul-19,11596.9,409,28.35,3.62,1.29
NIFTY 50,17-Jul-19,11687.5,409,28.58,3.65,1.28
NIFTY 50,16-Jul-19,11662.6,409,28.51,3.64,1.28
NIFTY 50,15-Jul-19,11588.35,409,28.33,3.62,1.29
NIFTY 50,12-Jul-19,11552.5,408,28.33,3.61,1.29
NIFTY 50,11-Jul-19,11582.9,408,28.4,3.64,1.26
NIFTY 50,10-Jul-19,11498.9,408,28.2,3.62,1.27
NIFTY 50,09-Jul-19,11555.9,407,28.41,3.64,1.27
NIFTY 50,08-Jul-19,11558.6,407,28.42,3.64,1.27
NIFTY 50,05-Jul-19,11811.15,407,29.04,3.72,1.24
NIFTY 50,04-Jul-19,11946.75,407,29.37,3.76,1.23
NIFTY 50,03-Jul-19,11916.75,407,29.3,3.75,1.23
NIFTY 50,02-Jul-19,11910.3,407,29.28,3.75,1.23
NIFTY 50,01-Jul-19,11865.6,407,29.17,3.73,1.23
NIFTY 50,28-Jun-19,11788.85,407,28.98,3.71,1.24
NIFTY 50,27-Jun-19,11841.55,407,29.07,3.78,1.23
NIFTY 50,26-Jun-19,11847.55,407,29.09,3.78,1.23
NIFTY 50,25-Jun-19,11796.45,404,29.17,3.77,1.24
NIFTY 50,24-Jun-19,11699.65,404,28.93,3.74,1.25
NIFTY 50,21-Jun-19,11724.1,404,28.99,3.74,1.24
NIFTY 50,20-Jun-19,11831.75,404,29.26,3.78,1.23
NIFTY 50,19-Jun-19,11691.45,404,28.91,3.73,1.25
NIFTY 50,18-Jun-19,11691.5,404,28.91,3.73,1.25
NIFTY 50,17-Jun-19,11672.15,404,28.87,3.73,1.25
NIFTY 50,14-Jun-19,11823.3,404,29.24,3.77,1.23
NIFTY 50,13-Jun-19,11914.05,404,29.46,3.81,1.22
NIFTY 50,12-Jun-19,11906.2,404,29.45,3.81,1.22
NIFTY 50,11-Jun-19,11965.6,404,29.59,3.82,1.22
NIFTY 50,10-Jun-19,11922.7,404,29.49,3.81,1.22
NIFTY 50,07-Jun-19,11870.65,404,29.36,3.79,1.23
NIFTY 50,06-Jun-19,11843.75,404,29.29,3.79,1.23
NIFTY 50,04-Jun-19,12021.65,404,29.73,3.84,1.21
NIFTY 50,03-Jun-19,12088.55,404,29.9,3.86,1.2
NIFTY 50,31-May-19,11922.8,404,29.49,3.81,1.22
NIFTY 50,30-May-19,11945.9,403,29.65,3.82,1.22
NIFTY 50,29-May-19,11861.1,403,29.44,3.79,1.23
NIFTY 50,28-May-19,11928.75,402,29.69,3.81,1.22
NIFTY 50,27-May-19,11924.75,402,29.68,3.81,1.22
NIFTY 50,24-May-19,11844.1,402,29.44,3.79,1.11
NIFTY 50,23-May-19,11657.05,402,29.02,3.73,1.13
NIFTY 50,22-May-19,11737.9,402,29.22,3.75,1.12
NIFTY 50,21-May-19,11709.1,401,29.18,3.74,1.12
NIFTY 50,20-May-19,11828.25,401,29.48,3.78,1.11
NIFTY 50,17-May-19,11407.15,401,28.44,3.65,1.15
NIFTY 50,16-May-19,11257.1,401,28.07,3.6,1.17
NIFTY 50,15-May-19,11157,401,27.82,3.57,1.18
NIFTY 50,14-May-19,11222.05,401,27.98,3.59,1.17
NIFTY 50,13-May-19,11148.2,401,27.8,3.56,1.18
NIFTY 50,10-May-19,11278.9,401,28.14,3.61,1.17
NIFTY 50,09-May-19,11301.8,400,28.24,3.61,1.16
NIFTY 50,08-May-19,11359.45,400,28.38,3.63,1.16
NIFTY 50,07-May-19,11497.9,400,28.73,3.68,1.14
NIFTY 50,06-May-19,11598.25,401,28.95,3.71,1.13
NIFTY 50,03-May-19,11712.25,401,29.24,3.74,1.12
NIFTY 50,02-May-19,11724.75,401,29.27,3.75,1.12
NIFTY 50,30-Apr-19,11748.15,401,29.33,3.76,1.12
NIFTY 50,26-Apr-19,11754.65,401,29.34,3.76,1.12
NIFTY 50,25-Apr-19,11641.8,401,29.06,3.72,1.13
NIFTY 50,24-Apr-19,11726.15,401,29.27,3.75,1.12
NIFTY 50,23-Apr-19,11575.95,400,28.94,3.7,1.14
NIFTY 50,22-Apr-19,11594.45,401,28.94,3.7,1.14
NIFTY 50,18-Apr-19,11752.8,401,29.33,3.75,1.12
NIFTY 50,16-Apr-19,11787.15,401,29.42,3.76,1.12
NIFTY 50,15-Apr-19,11690.35,401,29.18,3.73,1.13
NIFTY 50,12-Apr-19,11643.45,401,29.06,3.72,1.13
NIFTY 50,11-Apr-19,11596.7,401,28.94,3.7,1.14
NIFTY 50,10-Apr-19,11584.3,401,28.91,3.7,1.14
NIFTY 50,09-Apr-19,11671.95,401,29.13,3.72,1.13
NIFTY 50,08-Apr-19,11604.5,401,28.96,3.7,1.14
NIFTY 50,05-Apr-19,11665.95,401,29.12,3.72,1.13
NIFTY 50,04-Apr-19,11598,401,28.95,3.7,1.14
NIFTY 50,03-Apr-19,11643.95,401,29.06,3.72,1.13
NIFTY 50,02-Apr-19,11713.2,401,29.24,3.74,1.12
NIFTY 50,01-Apr-19,11669.15,401,29.13,3.72,1.13
NIFTY 50,29-Mar-19,11623.9,401,29.01,3.71,1.13
NIFTY 50,28-Mar-19,11570,408,28.36,3.65,1.17
NIFTY 50,27-Mar-19,11445.05,408,28.05,3.61,1.18
NIFTY 50,26-Mar-19,11483.25,408,28.15,3.62,1.18
NIFTY 50,25-Mar-19,11354.25,408,27.83,3.58,1.19
NIFTY 50,22-Mar-19,11456.9,408,28.08,3.62,1.18
NIFTY 50,20-Mar-19,11521.05,408,28.24,3.64,1.17
NIFTY 50,19-Mar-19,11532.4,408,28.27,3.64,1.17
NIFTY 50,18-Mar-19,11462.2,408,28.1,3.62,1.18
NIFTY 50,15-Mar-19,11426.85,408,28.01,3.61,1.18
NIFTY 50,14-Mar-19,11343.25,408,27.81,3.58,1.19
NIFTY 50,13-Mar-19,11341.7,408,27.8,3.58,1.19
NIFTY 50,12-Mar-19,11301.2,408,27.7,3.57,1.19
NIFTY 50,11-Mar-19,11168.05,408,27.38,3.52,1.21
NIFTY 50,08-Mar-19,11035.4,408,27.05,3.48,1.22
NIFTY 50,07-Mar-19,11058.2,408,27.11,3.49,1.22
NIFTY 50,06-Mar-19,11053,408,27.09,3.49,1.22
NIFTY 50,05-Mar-19,10987.45,408,26.93,3.47,1.23
NIFTY 50,01-Mar-19,10863.5,410,26.49,3.43,1.24
NIFTY 50,28-Feb-19,10792.5,410,26.32,3.41,1.25
NIFTY 50,27-Feb-19,10806.65,410,26.36,3.41,1.25
NIFTY 50,26-Feb-19,10835.3,410,26.43,3.42,1.25
NIFTY 50,25-Feb-19,10880.1,410,26.53,3.43,1.24
NIFTY 50,22-Feb-19,10791.65,410,26.32,3.41,1.25
NIFTY 50,21-Feb-19,10789.85,410,26.31,3.36,1.25
NIFTY 50,20-Feb-19,10735.45,405,26.5,3.34,1.26
NIFTY 50,19-Feb-19,10604.35,404,26.23,3.3,1.27
NIFTY 50,18-Feb-19,10640.95,404,26.32,3.31,1.27
NIFTY 50,15-Feb-19,10724.4,404,26.53,3.34,1.26
NIFTY 50,14-Feb-19,10746.05,404,26.58,3.35,1.26
NIFTY 50,13-Feb-19,10793.65,406,26.6,3.36,1.25
NIFTY 50,12-Feb-19,10831.4,404,26.84,3.37,1.25
NIFTY 50,11-Feb-19,10888.8,404,26.96,3.39,1.24
NIFTY 50,08-Feb-19,10943.6,404,27.1,3.41,1.23
NIFTY 50,07-Feb-19,11069.4,404,27.41,3.45,1.22
NIFTY 50,06-Feb-19,11062.45,404,27.39,3.45,1.22
NIFTY 50,05-Feb-19,10934.35,404,27.07,3.41,1.23
NIFTY 50,04-Feb-19,10912.25,404,27.02,3.4,1.24
NIFTY 50,01-Feb-19,10893.65,413,26.4,3.39,1.24
NIFTY 50,31-Jan-19,10830.95,412,26.26,3.37,1.25
NIFTY 50,30-Jan-19,10651.8,412,25.84,3.32,1.27
NIFTY 50,29-Jan-19,10652.2,412,25.84,3.32,1.27
NIFTY 50,28-Jan-19,10661.55,412,25.85,3.32,1.27
NIFTY 50,25-Jan-19,10780.55,412,26.14,3.36,1.25
NIFTY 50,24-Jan-19,10849.8,412,26.31,3.38,1.24
NIFTY 50,23-Jan-19,10831.5,412,26.32,3.37,1.25
NIFTY 50,22-Jan-19,10922.75,412,26.54,3.4,1.24
NIFTY 50,21-Jan-19,10961.85,417,26.29,3.41,1.23
NIFTY 50,18-Jan-19,10906.95,416,26.19,3.4,1.24
NIFTY 50,17-Jan-19,10905.2,416,26.21,3.4,1.24
NIFTY 50,16-Jan-19,10890.3,416,26.17,3.39,1.24
NIFTY 50,15-Jan-19,10886.8,416,26.16,3.39,1.24
NIFTY 50,14-Jan-19,10737.6,416,25.8,3.34,1.26
NIFTY 50,11-Jan-19,10794.95,415,26,3.36,1.25
NIFTY 50,10-Jan-19,10821.6,415,26.07,3.37,1.25
NIFTY 50,09-Jan-19,10855.15,415,26.15,3.38,1.24
NIFTY 50,08-Jan-19,10802.15,415,26.02,3.36,1.25
NIFTY 50,07-Jan-19,10771.8,415,25.95,3.36,1.25
NIFTY 50,04-Jan-19,10727.35,415,25.84,3.34,1.26
NIFTY 50,03-Jan-19,10672.25,415,25.71,3.32,1.26
NIFTY 50,02-Jan-19,10792.5,415,26,3.36,1.25
NIFTY 50,01-Jan-19,10910.1,415,26.28,3.4,1.24
NIFTY 50,31-Dec-18,10862.55,415,26.17,3.38,1.24
NIFTY 50,28-Dec-18,10859.9,415,26.16,3.43,1.24
NIFTY 50,27-Dec-18,10779.8,413,26.08,3.41,1.23
NIFTY 50,26-Dec-18,10729.85,413,25.96,3.39,1.24
