Date,Time,NiftySpot,CallOI,PutOI,PCR
01_04_23,10:00 AM,18190.25,161,97,0.729385493
01_05_23,1:00 PM,18022,195,126,0.488245125
01_05_23,1:03 PM,18020.95,194,128,0.491285706
01_05_23,1:06 PM,18019.5,193,129,0.488652798
01_05_23,1:09 PM,18022,191,132,0.491346207
01_05_23,1:12 PM,18024.25,191,132,0.491422524
01_05_23,1:15 PM,18024,190,133,0.493946326
01_05_23,1:18 PM,18026,189,134,0.493376558
01_05_23,1:21 PM,18013.7,187,134,0.489416653
01_05_23,1:24 PM,18013.7,187,134,0.489416653
01_05_23,1:27 PM,17985.45,181,130,0.486030334
01_05_23,1:30 PM,17966.05,172,115,0.464355637
01_05_23,1:33 PM,17979.3,172,115,0.464355637
01_05_23,1:36 PM,17988.5,170,110,0.459670877
01_05_23,1:39 PM,17988.5,170,110,0.459670877
01_05_23,1:42 PM,17978.9,166,117,0.466834642
01_05_23,1:45 PM,17971.7,166,118,0.467322186
01_05_23,1:48 PM,17982.55,164,121,0.472828337
01_05_23,1:51 PM,17989.05,165,122,0.474234724
01_05_23,1:54 PM,17974.95,169,122,0.473351454
01_05_23,1:57 PM,17974.95,169,122,0.473351454
01_05_23,2:00 PM,18013.3,170,125,0.485421166
01_05_23,2:03 PM,18017.2,172,122,0.488334336
01_05_23,2:06 PM,18011.75,175,131,0.495190272
01_05_23,2:09 PM,18008.15,176,138,0.504019488
01_05_23,2:12 PM,17995.05,178,140,0.507826407
01_05_23,2:15 PM,17995.05,178,140,0.507826407
01_05_23,2:18 PM,17988,175,147,0.525770623
01_05_23,2:21 PM,17988,175,147,0.525770623
01_05_23,2:24 PM,17999.45,177,151,0.527596588
01_05_23,2:27 PM,18007.95,179,159,0.534726607
01_05_23,2:30 PM,18016,179,158,0.532331019
01_05_23,2:33 PM,18016,179,158,0.532331019
01_05_23,2:36 PM,18034.4,174,150,0.529920645
01_05_23,2:39 PM,18034.4,174,150,0.529920645
01_05_23,2:42 PM,18034.4,174,150,0.529920645
01_05_23,2:45 PM,18031.15,177,156,0.533976732
01_05_23,2:48 PM,18031.05,177,155,0.541140298
01_05_23,2:51 PM,18052,171,155,0.551580812
01_05_23,2:54 PM,18043.9,169,145,0.551141108
01_05_23,2:57 PM,18045.4,169,148,0.56036175
01_05_23,3:00 PM,18036.6,169,153,0.568251261
01_05_23,3:03 PM,18053.05,169,153,0.561468792
01_05_23,3:06 PM,18055.85,169,153,0.561468792
01_05_23,3:09 PM,18055.45,169,153,0.560766692
01_05_23,3:12 PM,18061.05,187,100,0.540751994
01_05_23,3:15 PM,18064.05,188,90,0.528561326
01_05_23,3:18 PM,18064.05,188,90,0.528561326
01_05_23,3:21 PM,18070.6,207,79,0.508055421
01_05_23,3:24 PM,18071.15,192,76,0.500795578
01_05_23,3:27 PM,18052.1,159,72,0.501340722
01_05_23,3:30 PM,18070,119,71,0.5256917
01_05_23,10:00 AM,18108.95,204,125,0.601832461
01_05_23,10:03 AM,18111.65,206,125,0.602597572
01_05_23,10:06 AM,18119.5,208,127,0.601304657
01_05_23,10:09 AM,18103.55,210,128,0.6
01_05_23,10:12 AM,18098,211,124,0.585256983
01_05_23,10:15 AM,18117,212,124,0.57968254
01_05_23,10:18 AM,18136.1,211,121,0.585737026
01_05_23,10:21 AM,18139.4,208,125,0.600180972
01_05_23,10:24 AM,18138.4,208,129,0.60755739
01_05_23,10:27 AM,18147.8,209,130,0.607915973
01_05_23,10:30 AM,18138.55,207,134,0.619741721
01_05_23,10:33 AM,18129.35,208,134,0.62242432
01_05_23,10:36 AM,18132,212,138,0.623207631
01_05_23,10:39 AM,18131.7,212,140,0.622698423
01_05_23,10:42 AM,18129.6,212,141,0.6243658
01_05_23,10:45 AM,18131.2,212,143,0.625366706
01_05_23,10:48 AM,18121.5,213,144,0.624114797
01_05_23,10:51 AM,18117.8,216,146,0.622421248
01_05_23,10:54 AM,18110.1,217,144,0.617221641
01_05_23,10:57 AM,18102.45,217,142,0.610743599
01_05_23,11:00 AM,18098.05,218,140,0.608190709
01_05_23,11:03 AM,18105.4,220,139,0.600036532
01_05_23,11:06 AM,18096.65,221,140,0.599599174
01_05_23,11:09 AM,18104.45,220,140,0.597651758
01_05_23,11:12 AM,18111.6,220,141,0.598996433
01_05_23,11:15 AM,18111.45,221,139,0.595454272
01_05_23,11:18 AM,18111.45,221,139,0.595454272
01_05_23,11:21 AM,18115.4,220,145,0.60297737
01_05_23,11:24 AM,18106.05,221,146,0.602020685
01_05_23,11:27 AM,18090.25,220,145,0.605941067
01_05_23,11:30 AM,18090.25,220,145,0.605941067
01_05_23,11:33 AM,18083.05,219,151,0.608301216
01_05_23,11:36 AM,18072.55,217,149,0.602992489
01_05_23,11:39 AM,18077,215,147,0.595281628
01_05_23,11:42 AM,18082,215,148,0.593887488
01_05_23,11:45 AM,18091.3,215,148,0.591721488
01_05_23,11:48 AM,18086.15,216,148,0.588808916
01_05_23,11:51 AM,18072.1,217,148,0.586671291
01_05_23,11:54 AM,18056,216,141,0.569908639
01_05_23,11:57 AM,18060.1,213,129,0.550869764
01_05_23,12:00 PM,18055.35,212,124,0.542188568
01_05_23,12:03 PM,18054.95,210,122,0.540995733
01_05_23,12:06 PM,18048.5,209,123,0.536506679
01_05_23,12:09 PM,18057.8,208,124,0.530367112
01_05_23,12:12 PM,18059.75,208,125,0.524464145
01_05_23,12:15 PM,18058.6,208,125,0.519995519
01_05_23,12:18 PM,18051.6,208,125,0.519229693
01_05_23,12:21 PM,18051.6,208,125,0.519229693
01_05_23,12:24 PM,18039.95,206,126,0.518901309
01_05_23,12:27 PM,18039.8,204,126,0.513378863
01_05_23,12:30 PM,18038,203,126,0.509345534
01_05_23,12:33 PM,18040.3,202,126,0.50376527
01_05_23,12:36 PM,18040.3,202,126,0.50376527
01_05_23,12:39 PM,18040.3,202,126,0.50376527
01_05_23,12:42 PM,18026.55,201,130,0.507985803
01_05_23,12:45 PM,18027.5,199,126,0.502801043
01_05_23,12:48 PM,18012.85,198,121,0.490570224
01_05_23,12:51 PM,18015.9,199,120,0.487378641
01_05_23,12:54 PM,18025.95,197,125,0.490974729
01_05_23,12:57 PM,18013.4,197,124,0.485701594
01_06_23,1:00 PM,17923.7,145,78,0.658132062
01_06_23,1:03 PM,17922.75,146,78,0.652196329
01_06_23,1:06 PM,17918.4,145,76,0.641956321
01_06_23,1:09 PM,17923,148,76,0.636733035
01_06_23,1:12 PM,17916.4,149,76,0.637421575
01_06_23,1:15 PM,17914.95,150,76,0.637812752
01_06_23,1:18 PM,17907.1,147,75,0.636026835
01_06_23,1:21 PM,17910,149,75,0.633293485
01_06_23,1:24 PM,17899.85,152,75,0.628978059
01_06_23,1:27 PM,17887.2,150,74,0.623434264
01_06_23,1:30 PM,17885.9,151,74,0.615903097
01_06_23,1:33 PM,17895.3,151,73,0.607575317
01_06_23,1:36 PM,17895.3,151,73,0.607575317
01_06_23,1:39 PM,17905.8,152,73,0.605485232
01_06_23,1:42 PM,17901.4,152,73,0.603167032
01_06_23,1:45 PM,17901.9,151,73,0.601915963
01_06_23,1:48 PM,17925.9,151,73,0.601399263
01_06_23,1:51 PM,17932.15,150,72,0.594464387
01_06_23,1:54 PM,17932.15,150,72,0.594464387
01_06_23,1:57 PM,17924.75,150,72,0.601060305
01_06_23,2:00 PM,17925,150,72,0.604662181
01_06_23,2:03 PM,17925,150,72,0.604662181
01_06_23,2:06 PM,17921.9,150,72,0.607690851
01_06_23,2:09 PM,17913.1,150,71,0.604627007
01_06_23,2:12 PM,17898,148,71,0.609391271
01_06_23,2:15 PM,17900.95,147,70,0.613830393
01_06_23,2:18 PM,17900,149,69,0.613296766
01_06_23,2:21 PM,17890,149,70,0.617077548
01_06_23,2:24 PM,17888.3,148,69,0.617396248
01_06_23,2:27 PM,17929.95,147,69,0.614283022
01_06_23,2:30 PM,17929.95,147,69,0.614283022
01_06_23,2:33 PM,17926,147,68,0.604158826
01_06_23,2:36 PM,17926,147,68,0.604158826
01_06_23,2:39 PM,17924,147,67,0.611215657
01_06_23,2:42 PM,17925.75,147,68,0.611602106
01_06_23,2:45 PM,17897.8,147,68,0.613742745
01_06_23,2:48 PM,17905.5,145,67,0.617041287
01_06_23,2:51 PM,17913.2,146,67,0.61493659
01_06_23,2:54 PM,17927,145,67,0.613259669
01_06_23,2:57 PM,17932,145,68,0.610758312
01_06_23,3:00 PM,17920,144,68,0.609220123
01_06_23,3:03 PM,17941.95,143,67,0.610721302
01_06_23,3:06 PM,17916,141,67,0.611090119
01_06_23,3:09 PM,17914.65,139,65,0.613612465
01_06_23,3:12 PM,17939.5,138,65,0.611036981
01_06_23,3:15 PM,17959.5,138,64,0.603998096
01_06_23,3:18 PM,17950,135,64,0.603946987
01_06_23,3:21 PM,17943.65,131,63,0.609140049
01_06_23,3:24 PM,17934.85,130,62,0.611171635
01_06_23,3:27 PM,17931.6,127,61,0.616322046
01_06_23,3:30 PM,17949,123,59,0.620502307
01_06_23,10:00 AM,18061.25,83,100,0.834029518
01_06_23,10:03 AM,18054.85,84,99,0.810578106
01_06_23,10:06 AM,18047,86,96,0.797945668
01_06_23,10:09 AM,18042.55,88,96,0.799839228
01_06_23,10:12 AM,18046.65,90,95,0.795856023
01_06_23,10:15 AM,18047.15,91,94,0.789702397
01_06_23,10:18 AM,18031.85,92,93,0.823044136
01_06_23,10:21 AM,18041.5,94,91,0.773183775
01_06_23,10:24 AM,18038.9,95,89,0.76902209
01_06_23,10:27 AM,18033,96,91,0.773044152
01_06_23,10:30 AM,18033.35,97,90,0.790106097
01_06_23,10:33 AM,18023.7,100,90,0.823910172
01_06_23,10:36 AM,18023.7,100,90,0.823910172
01_06_23,10:39 AM,18012.1,107,88,0.798324742
01_06_23,10:42 AM,18007,109,87,0.785868873
01_06_23,10:45 AM,18012.5,110,85,0.776424805
01_06_23,10:48 AM,18015.85,111,84,0.770732314
01_06_23,10:51 AM,18020.9,113,85,0.761155501
01_06_23,10:54 AM,18020,116,84,0.750363372
01_06_23,10:57 AM,18023.1,118,85,0.743703526
01_06_23,11:00 AM,18012.2,118,85,0.741315507
01_06_23,11:03 AM,17993.2,118,86,0.739757027
01_06_23,11:06 AM,17995.85,120,83,0.729260222
01_06_23,11:09 AM,17987.55,121,82,0.72263201
01_06_23,11:12 AM,17993.7,123,82,0.715610152
01_06_23,11:15 AM,17984.25,123,82,0.713379469
01_06_23,11:18 AM,17994.3,125,82,0.709658961
01_06_23,11:21 AM,17997.35,127,82,0.70737537
01_06_23,11:24 AM,17998,128,82,0.703091383
01_06_23,11:27 AM,17994.55,128,83,0.702245289
01_06_23,11:30 AM,17979.65,128,83,0.702739263
01_06_23,11:33 AM,17986.6,129,82,0.700101317
01_06_23,11:36 AM,17998.45,130,81,0.699910153
01_06_23,11:39 AM,18007.6,131,81,0.699944103
01_06_23,11:42 AM,18011,131,81,0.6993632
01_06_23,11:45 AM,18017.35,131,81,0.699988831
01_06_23,11:48 AM,18017,130,81,0.701925229
01_06_23,11:51 AM,18008.5,130,81,0.70389436
01_06_23,11:54 AM,18008.9,130,81,0.704936341
01_06_23,11:57 AM,18007.1,129,81,0.711516917
01_06_23,12:00 PM,18007.1,129,81,0.711516917
01_06_23,12:03 PM,18018.15,132,81,0.704119019
01_06_23,12:06 PM,18018.15,132,81,0.704119019
01_06_23,12:09 PM,18018.95,133,82,0.70251212
01_06_23,12:12 PM,18007,133,82,0.700846247
01_06_23,12:15 PM,17998.1,133,82,0.703785211
01_06_23,12:18 PM,18002.95,133,82,0.708590308
01_06_23,12:21 PM,17991.15,134,82,0.711966656
01_06_23,12:24 PM,17993.45,134,82,0.712396152
01_06_23,12:27 PM,17998.2,135,82,0.710752805
01_06_23,12:30 PM,17985.65,136,82,0.707754127
01_06_23,12:33 PM,17988,136,81,0.703659593
01_06_23,12:36 PM,17990,136,81,0.700075602
01_06_23,12:39 PM,17984,137,82,0.699622234
01_06_23,12:42 PM,17984,137,82,0.699622234
01_06_23,12:45 PM,17953.15,138,80,0.680681213
01_06_23,12:48 PM,17946.75,139,79,0.674083492
01_06_23,12:51 PM,17944,139,78,0.668177984
01_06_23,12:54 PM,17944,139,78,0.668177984
01_06_23,12:57 PM,17948.05,145,78,0.664508043
01_09_23,1:00 PM,18176.8,80,142,1.025470048
01_09_23,1:03 PM,18172,80,141,1.023804324
01_09_23,1:06 PM,18170,80,140,1.022423977
01_09_23,1:09 PM,18170.5,80,141,1.022630371
01_09_23,1:12 PM,18176.8,80,140,1.014112028
01_09_23,1:15 PM,18176.8,80,140,1.014112028
01_09_23,1:18 PM,18154,80,139,0.995276436
01_09_23,1:21 PM,18154.15,80,135,0.979373731
01_09_23,1:24 PM,18153,80,130,0.961203231
01_09_23,1:27 PM,18153.45,80,128,0.948082221
01_09_23,1:30 PM,18154.3,80,126,0.928729807
01_09_23,1:33 PM,18154.3,80,126,0.928729807
01_09_23,1:36 PM,18135,81,123,0.888923525
01_09_23,1:39 PM,18135,81,123,0.888923525
01_09_23,1:42 PM,18125,83,127,0.860533523
01_09_23,1:45 PM,18120,86,124,0.83298161
01_09_23,1:48 PM,18105.75,91,124,0.817738888
01_09_23,1:51 PM,18097.6,97,118,0.786246082
01_09_23,1:54 PM,18094.05,100,117,0.767952063
01_09_23,1:57 PM,18112.6,100,115,0.756429942
01_09_23,2:00 PM,18118.2,101,115,0.742030922
01_09_23,2:03 PM,18118.2,101,115,0.742030922
01_09_23,2:06 PM,18124,101,115,0.737146104
01_09_23,2:09 PM,18124,101,115,0.737146104
01_09_23,2:12 PM,18126.85,99,117,0.737488196
01_09_23,2:15 PM,18126.85,99,117,0.737488196
01_09_23,2:18 PM,18145.95,98,117,0.739225159
01_09_23,2:21 PM,18145.95,98,117,0.739225159
01_09_23,2:24 PM,18160,99,118,0.748581694
01_09_23,2:27 PM,18160,99,118,0.748581694
01_09_23,2:30 PM,18154.6,99,117,0.750308437
01_09_23,2:33 PM,18154.4,99,118,0.753559901
01_09_23,2:36 PM,18160,99,118,0.753489697
01_09_23,2:39 PM,18165,99,119,0.756833984
01_09_23,2:42 PM,18152,99,118,0.756470251
01_09_23,2:45 PM,18152,99,118,0.756470251
01_09_23,2:48 PM,18157.05,99,119,0.759028045
01_09_23,2:51 PM,18135.1,99,119,0.758945748
01_09_23,2:54 PM,18163,96,116,0.752336449
01_09_23,2:57 PM,18143.85,95,117,0.752776154
01_09_23,3:00 PM,18150.1,94,117,0.756640204
01_09_23,3:03 PM,18153.1,94,117,0.751270027
01_09_23,3:06 PM,18171.75,94,116,0.749168785
01_09_23,3:09 PM,18175.1,92,111,0.757548669
01_09_23,3:12 PM,18166.6,91,107,0.762278583
01_09_23,3:15 PM,18171.3,89,104,0.771243842
01_09_23,3:18 PM,18177.35,87,103,0.774384543
01_09_23,3:21 PM,18185.55,86,102,0.784174942
01_09_23,3:24 PM,18183.25,74,101,0.814632006
01_09_23,3:27 PM,18177.5,73,98,0.828142631
01_09_23,3:30 PM,18158.45,73,93,0.814738054
01_09_23,10:00 AM,18134.4,117,99,0.722354576
01_09_23,10:03 AM,18148.7,118,101,0.72657024
01_09_23,10:06 AM,18158.45,116,106,0.746928499
01_09_23,10:09 AM,18161.85,112,108,0.765457333
01_09_23,10:12 AM,18157,106,111,0.78149525
01_09_23,10:15 AM,18159.4,103,116,0.80079473
01_09_23,10:18 AM,18169.25,102,117,0.811053577
01_09_23,10:21 AM,18176.65,98,118,0.826254002
01_09_23,10:24 AM,18183,94,121,0.852592673
01_09_23,10:27 AM,18175,92,124,0.872541479
01_09_23,10:30 AM,18179.3,92,125,0.880955001
01_09_23,10:33 AM,18185.9,92,126,0.888558856
01_09_23,10:36 AM,18174,91,127,0.898145099
01_09_23,10:39 AM,18183.25,93,129,0.902479158
01_09_23,10:42 AM,18190.1,94,131,0.910036117
01_09_23,10:45 AM,18182,94,134,0.924373427
01_09_23,10:48 AM,18177.75,94,134,0.928024502
01_09_23,10:51 AM,18185.4,94,135,0.931833078
01_09_23,10:54 AM,18178,94,135,0.941510878
01_09_23,10:57 AM,18178,94,137,0.949043193
01_09_23,11:00 AM,18180,94,137,0.948046278
01_09_23,11:03 AM,18180.4,94,138,0.952614914
01_09_23,11:06 AM,18182.3,94,139,0.953906505
01_09_23,11:09 AM,18196.5,94,141,0.964398821
01_09_23,11:12 AM,18196.5,94,141,0.964398821
01_09_23,11:15 AM,18201.5,93,141,0.974929148
01_09_23,11:18 AM,18198.05,92,142,0.98499288
01_09_23,11:21 AM,18202.55,91,141,0.988378467
01_09_23,11:24 AM,18206.25,91,142,0.994732221
01_09_23,11:27 AM,18208.7,91,141,1.000769146
01_09_23,11:30 AM,18211.1,91,143,1.01136489
01_09_23,11:33 AM,18211.1,91,143,1.01136489
01_09_23,11:36 AM,18217.7,90,145,1.033562251
01_09_23,11:39 AM,18212.55,90,147,1.045908184
01_09_23,11:42 AM,18214.95,89,148,1.052836053
01_09_23,11:45 AM,18219.4,89,148,1.05210643
01_09_23,11:48 AM,18214.8,88,149,1.058823529
01_09_23,11:51 AM,18218,88,149,1.059815781
01_09_23,11:54 AM,18218,88,149,1.059815781
01_09_23,11:57 AM,18222.3,88,148,1.065785087
01_09_23,12:00 PM,18216.7,86,148,1.072611322
01_09_23,12:03 PM,18208.1,86,148,1.078558639
01_09_23,12:06 PM,18203.55,85,148,1.078205415
01_09_23,12:09 PM,18203.3,84,148,1.076260763
01_09_23,12:12 PM,18208.9,84,148,1.072800357
01_09_23,12:15 PM,18208.9,84,148,1.072800357
01_09_23,12:18 PM,18214,83,148,1.068615419
01_09_23,12:21 PM,18204.7,81,146,1.071604386
01_09_23,12:24 PM,18197.25,80,145,1.070573761
01_09_23,12:27 PM,18185.45,79,145,1.066912422
01_09_23,12:30 PM,18189.8,80,146,1.066584464
01_09_23,12:33 PM,18189.35,80,146,1.057174763
01_09_23,12:36 PM,18185,79,145,1.053042122
01_09_23,12:39 PM,18185,79,145,1.053042122
01_09_23,12:42 PM,18178,79,143,1.042692393
01_09_23,12:45 PM,18185,80,143,1.038503972
01_09_23,12:48 PM,18183.2,80,143,1.036621577
01_09_23,12:51 PM,18184,80,142,1.036902801
01_09_23,12:54 PM,18192.45,80,142,1.033106775
01_09_23,12:57 PM,18180.25,80,142,1.02999781
01_10_23,1:00 PM,17955.8,156,75,0.597343673
01_10_23,1:03 PM,17971.35,156,74,0.595915689
01_10_23,1:06 PM,17976.2,158,74,0.591525147
01_10_23,1:09 PM,17977,158,73,0.59005048
01_10_23,1:12 PM,17979,159,73,0.591733789
01_10_23,1:15 PM,17968.9,159,73,0.593684211
01_10_23,1:18 PM,17971.4,158,73,0.592019347
01_10_23,1:21 PM,17968.7,158,73,0.591976202
01_10_23,1:24 PM,17968.7,158,73,0.591976202
01_10_23,1:27 PM,17974.85,156,72,0.592945129
01_10_23,1:30 PM,17974.85,156,72,0.592945129
01_10_23,1:33 PM,17974.9,156,73,0.588865947
01_10_23,1:36 PM,17968.55,156,73,0.588542905
01_10_23,1:39 PM,17968.55,156,73,0.588542905
01_10_23,1:42 PM,17947.3,155,73,0.590279427
01_10_23,1:45 PM,17947.3,155,73,0.590279427
01_10_23,1:48 PM,17939.5,155,71,0.579528428
01_10_23,1:51 PM,17948.7,155,70,0.572817056
01_10_23,1:54 PM,17948.7,155,70,0.572817056
01_10_23,1:57 PM,17948.7,155,70,0.572817056
01_10_23,2:00 PM,17973.7,156,70,0.580114393
01_10_23,2:03 PM,17987.3,156,69,0.580327099
01_10_23,2:06 PM,17984.95,156,69,0.582594366
01_10_23,2:09 PM,17985,156,69,0.582836055
01_10_23,2:12 PM,17983.15,156,69,0.583633234
01_10_23,2:15 PM,17984,157,69,0.582787141
01_10_23,2:18 PM,17973.4,157,69,0.58518287
01_10_23,2:21 PM,17970.25,157,69,0.585251658
01_10_23,2:24 PM,17964.95,157,69,0.582826392
01_10_23,2:27 PM,17972.2,157,69,0.585470419
01_10_23,2:30 PM,17967.05,156,69,0.586379256
01_10_23,2:33 PM,17948,157,69,0.58657299
01_10_23,2:36 PM,17948,157,69,0.58657299
01_10_23,2:39 PM,17948,157,69,0.58657299
01_10_23,2:42 PM,17935,157,67,0.56938728
01_10_23,2:45 PM,17953,156,67,0.568287395
01_10_23,2:48 PM,17927.95,155,67,0.566103534
01_10_23,2:51 PM,17946.2,155,67,0.563585823
01_10_23,2:54 PM,17957.2,153,66,0.559297218
01_10_23,2:57 PM,17959.6,153,66,0.5572047
01_10_23,3:00 PM,17970.35,152,66,0.564644821
01_10_23,3:03 PM,17979,149,66,0.571148723
01_10_23,3:06 PM,17967.35,149,66,0.571182324
01_10_23,3:09 PM,17967.95,149,65,0.57101221
01_10_23,3:12 PM,17983.5,148,64,0.566205378
01_10_23,3:15 PM,17987,147,63,0.566792691
01_10_23,3:18 PM,17990.7,146,63,0.566819548
01_10_23,3:21 PM,17984,144,62,0.569454429
01_10_23,3:24 PM,17989.4,143,62,0.57581868
01_10_23,3:27 PM,17990,139,64,0.576250607
01_10_23,3:30 PM,17995,134,70,0.571730129
01_10_23,10:00 AM,18045.85,104,102,0.766828322
01_10_23,10:03 AM,18030,107,102,0.761447634
01_10_23,10:06 AM,18051,108,99,0.752499762
01_10_23,10:09 AM,18052.95,109,99,0.751211171
01_10_23,10:12 AM,18050.4,109,97,0.748508664
01_10_23,10:15 AM,18052,110,98,0.74893938
01_10_23,10:18 AM,18061.3,110,97,0.753454272
01_10_23,10:21 AM,18070,111,97,0.75276269
01_10_23,10:24 AM,18066,111,97,0.752788975
01_10_23,10:27 AM,18064.95,112,98,0.755314168
01_10_23,10:30 AM,18065.2,112,99,0.758146067
01_10_23,10:33 AM,18046.3,112,100,0.75885928
01_10_23,10:36 AM,18038.9,112,100,0.758331
01_10_23,10:39 AM,18048.6,112,100,0.754119728
01_10_23,10:42 AM,18043.95,112,100,0.752630109
01_10_23,10:45 AM,18031.9,113,100,0.751392499
01_10_23,10:48 AM,18031.9,113,100,0.751392499
01_10_23,10:51 AM,18026.7,123,97,0.742263193
01_10_23,10:54 AM,18032.15,127,97,0.710850968
01_10_23,10:57 AM,18032.95,128,96,0.698802716
01_10_23,11:00 AM,18037,129,96,0.695942338
01_10_23,11:03 AM,18033,129,96,0.695231329
01_10_23,11:06 AM,18028,129,95,0.716735442
01_10_23,11:09 AM,18033.35,129,96,0.690486706
01_10_23,11:12 AM,18032.1,130,96,0.691961528
01_10_23,11:15 AM,18029.8,130,96,0.714713896
01_10_23,11:18 AM,18020.35,130,97,0.716495314
01_10_23,11:21 AM,18035,131,95,0.688709819
01_10_23,11:24 AM,18035,131,95,0.688709819
01_10_23,11:27 AM,18018.6,132,94,0.704135642
01_10_23,11:30 AM,18005.25,133,93,0.700053658
01_10_23,11:33 AM,17993,134,92,0.689823009
01_10_23,11:36 AM,18002.95,137,87,0.66803243
01_10_23,11:39 AM,18008.65,139,87,0.666060291
01_10_23,11:42 AM,18001.05,139,87,0.670222916
01_10_23,11:45 AM,18007.9,140,87,0.670364913
01_10_23,11:48 AM,18011.45,140,86,0.671799308
01_10_23,11:51 AM,18007.25,140,86,0.672227505
01_10_23,11:54 AM,17998.7,140,86,0.673204873
01_10_23,11:57 AM,18012,141,85,0.671177383
01_10_23,12:00 PM,18012,141,85,0.671177383
01_10_23,12:03 PM,18013.85,142,85,0.670394907
01_10_23,12:06 PM,18013.85,142,85,0.670394907
01_10_23,12:09 PM,18013.85,142,85,0.670394907
01_10_23,12:12 PM,18029.4,142,85,0.646132162
01_10_23,12:15 PM,18026,141,85,0.664040421
01_10_23,12:18 PM,18026,141,85,0.664040421
01_10_23,12:21 PM,18028.1,141,85,0.663988375
01_10_23,12:24 PM,18018.1,142,86,0.667095336
01_10_23,12:27 PM,18016.4,141,86,0.669533064
01_10_23,12:30 PM,18028.5,141,86,0.673275862
01_10_23,12:33 PM,18028.5,141,86,0.673275862
01_10_23,12:36 PM,18026,140,86,0.672826181
01_10_23,12:39 PM,18026,140,86,0.672826181
01_10_23,12:42 PM,18004.85,141,85,0.668553783
01_10_23,12:45 PM,17982.15,141,82,0.650877944
01_10_23,12:48 PM,17968.9,143,80,0.638572642
01_10_23,12:51 PM,17957,147,80,0.629153632
01_10_23,12:54 PM,17959,150,79,0.616521884
01_10_23,12:57 PM,17957.3,152,77,0.608529705
01_11_23,1:00 PM,17969.9,160,98,0.650414432
01_11_23,1:03 PM,17970.85,159,99,0.652437748
01_11_23,1:06 PM,17977.15,160,98,0.650782609
01_11_23,1:09 PM,17982.5,159,98,0.651895206
01_11_23,1:12 PM,17984,160,98,0.64946446
01_11_23,1:15 PM,17980.9,160,99,0.649631484
01_11_23,1:18 PM,17980.9,160,99,0.649631484
01_11_23,1:21 PM,17988.7,160,98,0.65037987
01_11_23,1:24 PM,17989.15,160,99,0.652492158
01_11_23,1:27 PM,17990.45,160,99,0.651916376
01_11_23,1:30 PM,17990.25,160,99,0.651619645
01_11_23,1:33 PM,17988.05,160,100,0.65424604
01_11_23,1:36 PM,17986,160,100,0.653236506
01_11_23,1:39 PM,17990.4,161,100,0.65277681
01_11_23,1:42 PM,17990.4,161,100,0.65277681
01_11_23,1:45 PM,17984.95,159,98,0.652140513
01_11_23,1:48 PM,17984.95,159,98,0.652140513
01_11_23,1:51 PM,17984.95,159,98,0.652140513
01_11_23,1:54 PM,17978.35,158,99,0.6542777
01_11_23,1:57 PM,17968.15,159,99,0.654377234
01_11_23,2:00 PM,17965.3,160,98,0.651650811
01_11_23,2:03 PM,17960.55,159,96,0.65161607
01_11_23,2:06 PM,17971.95,160,96,0.650435027
01_11_23,2:09 PM,17953,161,93,0.646380885
01_11_23,2:12 PM,17939,159,91,0.643089546
01_11_23,2:15 PM,17937.15,159,90,0.64018129
01_11_23,2:18 PM,17940,161,91,0.640577454
01_11_23,2:21 PM,17944.95,161,90,0.636928289
01_11_23,2:24 PM,17940,162,90,0.634779541
01_11_23,2:27 PM,17937.25,162,90,0.635356387
01_11_23,2:30 PM,17952,163,90,0.633246497
01_11_23,2:33 PM,17964.65,162,88,0.629840867
01_11_23,2:36 PM,17972.75,162,87,0.626224195
01_11_23,2:39 PM,17974.95,163,87,0.624885248
01_11_23,2:42 PM,17984.65,164,86,0.62204947
01_11_23,2:45 PM,17983.9,163,86,0.619726299
01_11_23,2:48 PM,17983.1,162,88,0.623248204
01_11_23,2:51 PM,17980.65,161,89,0.629186088
01_11_23,2:54 PM,17987.95,161,89,0.62908778
01_11_23,2:57 PM,17987.95,161,89,0.62908778
01_11_23,3:00 PM,17977.15,160,89,0.633034163
01_11_23,3:03 PM,18007.9,160,89,0.63379255
01_11_23,3:06 PM,18007.9,160,89,0.63379255
01_11_23,3:09 PM,17963.2,154,87,0.634070105
01_11_23,3:12 PM,17959.45,151,87,0.635571579
01_11_23,3:15 PM,17963.3,152,87,0.636829802
01_11_23,3:18 PM,17956.6,152,85,0.627697433
01_11_23,3:21 PM,17951.05,154,85,0.624477703
01_11_23,3:24 PM,17956.9,152,86,0.624153325
01_11_23,3:27 PM,17962.4,152,85,0.620954003
01_11_23,3:30 PM,17958.7,148,80,0.618673298
01_11_23,10:00 AM,17968.3,148,76,0.615446677
01_11_23,10:03 AM,17989.85,149,78,0.614459587
01_11_23,10:06 AM,17987.15,149,80,0.617302799
01_11_23,10:09 AM,18001.9,151,82,0.620299935
01_11_23,10:12 AM,18014.35,151,82,0.621024415
01_11_23,10:15 AM,18036.2,151,85,0.603560209
01_11_23,10:18 AM,18036.45,139,85,0.620775702
01_11_23,10:21 AM,18030.05,132,87,0.6582307
01_11_23,10:24 AM,18029.2,131,89,0.663073792
01_11_23,10:27 AM,18030.2,131,90,0.672615431
01_11_23,10:30 AM,18046.35,132,91,0.651659978
