Date,Time,NiftySpot,CallOI,PutOI,PCR
01_25_23,12:09 PM,17915.7,197,112,0.50253621
01_25_23,12:12 PM,17910.65,200,113,0.503911502
01_25_23,12:15 PM,17910.65,200,113,0.503911502
01_25_23,12:18 PM,17907.5,197,114,0.519923631
01_25_23,12:21 PM,17896.3,198,115,0.523492826
01_25_23,12:24 PM,17896.4,199,116,0.523256528
01_25_23,12:27 PM,17899.75,198,117,0.521306644
01_25_23,12:30 PM,17908.4,197,118,0.526114807
01_25_23,12:33 PM,17907.1,198,120,0.531300161
01_25_23,12:36 PM,17906.9,198,120,0.536847967
01_25_23,12:39 PM,17906,202,121,0.538818435
01_25_23,12:42 PM,17895.6,200,122,0.542051441
01_25_23,12:45 PM,17894.05,196,121,0.53484472
01_25_23,12:48 PM,17928.65,197,122,0.536702393
01_25_23,12:51 PM,17932.25,196,119,0.546898734
01_25_23,12:54 PM,17935.45,197,119,0.554431507
01_25_23,12:57 PM,17935,197,119,0.563717949
01_27_23,1:00 PM,17654.85,99,36,0.564010956
01_27_23,1:03 PM,17666,100,36,0.566409496
01_27_23,1:06 PM,17674,100,36,0.569429622
01_27_23,1:09 PM,17675.6,101,36,0.571141574
01_27_23,1:12 PM,17665.7,102,36,0.573411765
01_27_23,1:15 PM,17666.7,102,36,0.577292986
01_27_23,1:18 PM,17645.6,102,36,0.577907656
01_27_23,1:21 PM,17652,103,36,0.580955736
01_27_23,1:24 PM,17674.85,103,37,0.584936649
01_27_23,1:27 PM,17693.8,103,36,0.569910057
01_27_23,1:30 PM,17660.75,103,36,0.565120897
01_27_23,1:33 PM,17653,103,36,0.568123393
01_27_23,1:36 PM,17637.7,102,36,0.578972464
01_27_23,1:39 PM,17641.05,102,36,0.567693744
01_27_23,1:42 PM,17654.95,102,36,0.564212726
01_27_23,1:45 PM,17654.4,102,36,0.560767098
01_27_23,1:48 PM,17647.2,103,36,0.560964356
01_27_23,1:51 PM,17638.75,103,36,0.575144169
01_27_23,1:54 PM,17613.4,103,36,0.573446328
01_27_23,1:57 PM,17641,102,36,0.558003442
01_27_23,2:00 PM,17627.15,102,36,0.573377234
01_27_23,2:03 PM,17631.45,102,36,0.572870218
01_27_23,2:06 PM,17640.2,102,36,0.571512241
01_27_23,2:09 PM,17629,102,36,0.570306087
01_27_23,2:12 PM,17607.05,102,36,0.569223573
01_27_23,2:15 PM,17608.95,102,37,0.563919457
01_27_23,2:18 PM,17607.1,102,37,0.562938699
01_27_23,2:21 PM,17607,102,36,0.55744979
01_27_23,2:24 PM,17593.95,102,36,0.550308247
01_27_23,2:27 PM,17595.45,102,36,0.551355124
01_27_23,2:30 PM,17609.9,102,38,0.553413841
01_27_23,2:33 PM,17627.3,102,38,0.555594163
01_27_23,2:36 PM,17631.8,102,38,0.553443079
01_27_23,2:39 PM,17618.2,102,39,0.555103464
01_27_23,2:42 PM,17624,102,39,0.551887337
01_27_23,2:45 PM,17613.1,102,39,0.55176376
01_27_23,2:48 PM,17630,102,39,0.549152154
01_27_23,2:51 PM,17625.85,102,39,0.54613893
01_27_23,2:54 PM,17623.75,103,40,0.543275784
01_27_23,2:57 PM,17630.85,103,40,0.543278503
01_27_23,3:00 PM,17624,102,40,0.539114684
01_27_23,3:03 PM,17662.8,102,41,0.524624558
01_27_23,3:06 PM,17665,100,43,0.53123254
01_27_23,3:09 PM,17665,100,43,0.53123254
01_27_23,3:12 PM,17665,100,43,0.53123254
01_27_23,3:15 PM,17686.9,99,46,0.542075257
01_27_23,3:18 PM,17689.35,99,46,0.545035175
01_27_23,3:21 PM,17689.35,99,46,0.545035175
01_27_23,3:24 PM,17702.15,97,46,0.547528517
01_27_23,3:27 PM,17698,96,45,0.546263987
01_27_23,3:30 PM,17694.95,95,45,0.549403224
01_27_23,10:00 AM,17859.55,76,37,0.680488164
01_27_23,10:03 AM,17849.95,76,37,0.680357929
01_27_23,10:06 AM,17853.5,76,37,0.677953786
01_27_23,10:09 AM,17846,76,37,0.67843759
01_27_23,10:12 AM,17817.1,77,37,0.677290267
01_27_23,10:15 AM,17803.35,76,37,0.670920176
01_27_23,10:18 AM,17801.45,77,37,0.662440124
01_27_23,10:21 AM,17801.45,77,37,0.662440124
01_27_23,10:24 AM,17784.85,77,37,0.651836452
01_27_23,10:27 AM,17829.5,77,37,0.65659909
01_27_23,10:30 AM,17811.9,77,37,0.655584558
01_27_23,10:33 AM,17800.2,77,37,0.660294921
01_27_23,10:36 AM,17816.65,77,37,0.659459459
01_27_23,10:39 AM,17858.3,76,37,0.656742093
01_27_23,10:42 AM,17879.95,76,37,0.661971831
01_27_23,10:45 AM,17851.65,76,38,0.677143239
01_27_23,10:48 AM,17819.8,76,39,0.687743845
01_27_23,10:51 AM,17811.2,76,38,0.704521277
01_27_23,10:54 AM,17808.7,76,38,0.69939298
01_27_23,10:57 AM,17803,76,37,0.688104575
01_27_23,11:00 AM,17804.85,77,37,0.68519724
01_27_23,11:03 AM,17797.95,77,37,0.68629231
01_27_23,11:06 AM,17786.5,78,38,0.681028939
01_27_23,11:09 AM,17789.6,79,38,0.675703325
01_27_23,11:12 AM,17787.4,80,38,0.67435636
01_27_23,11:15 AM,17795.65,81,38,0.671433996
01_27_23,11:18 AM,17791.3,85,41,0.670463079
01_27_23,11:21 AM,17800,85,42,0.670254036
01_27_23,11:24 AM,17802.3,86,42,0.669415292
01_27_23,11:27 AM,17792.4,87,41,0.672363956
01_27_23,11:30 AM,17791.2,88,41,0.673443617
01_27_23,11:33 AM,17779.4,88,41,0.672422486
01_27_23,11:36 AM,17776.9,88,40,0.669955724
01_27_23,11:39 AM,17775.3,89,40,0.669274448
01_27_23,11:42 AM,17762,89,40,0.669227862
01_27_23,11:45 AM,17751.9,89,40,0.666122551
01_27_23,11:48 AM,17749.75,90,37,0.647316951
01_27_23,11:51 AM,17737.45,90,37,0.657701091
01_27_23,11:54 AM,17745.4,91,37,0.642308645
01_27_23,11:57 AM,17739,93,37,0.653410521
01_27_23,12:00 PM,17742.65,94,37,0.635000614
01_27_23,12:03 PM,17736.6,95,37,0.63919573
01_27_23,12:06 PM,17764.1,95,37,0.623500909
01_27_23,12:09 PM,17739.2,95,37,0.622039633
01_27_23,12:12 PM,17743.9,96,37,0.622768934
01_27_23,12:15 PM,17720.95,96,37,0.634014938
01_27_23,12:18 PM,17721.8,96,37,0.629313498
01_27_23,12:21 PM,17708.95,96,37,0.622227609
01_27_23,12:24 PM,17711.5,96,37,0.604294849
01_27_23,12:27 PM,17704.1,96,37,0.60040885
01_27_23,12:30 PM,17699.35,96,37,0.594519889
01_27_23,12:33 PM,17680.55,96,37,0.593200048
01_27_23,12:36 PM,17666.7,96,37,0.584774256
01_27_23,12:39 PM,17666.7,96,37,0.584774256
01_27_23,12:42 PM,17648.2,97,36,0.574516633
01_27_23,12:45 PM,17655.2,97,36,0.572769953
01_27_23,12:48 PM,17652,98,36,0.566394034
01_27_23,12:51 PM,17645.45,98,36,0.568412162
01_27_23,12:54 PM,17647.7,98,36,0.565416065
01_27_23,12:57 PM,17632.9,98,35,0.580289287
01_30_23,1:00 PM,17635.8,103,54,0.607304949
01_30_23,1:03 PM,17606.85,102,53,0.599913728
01_30_23,1:06 PM,17609.55,103,54,0.595450156
01_30_23,1:09 PM,17612.1,103,54,0.593800107
01_30_23,1:12 PM,17596.25,103,54,0.587634351
01_30_23,1:15 PM,17596.25,103,54,0.587634351
01_30_23,1:18 PM,17593.95,103,54,0.576838119
01_30_23,1:21 PM,17593.95,103,54,0.576838119
01_30_23,1:24 PM,17607,103,54,0.570816348
01_30_23,1:27 PM,17610,103,54,0.570519508
01_30_23,1:30 PM,17630,103,54,0.567736557
01_30_23,1:33 PM,17603.35,103,54,0.56726364
01_30_23,1:36 PM,17604.35,102,53,0.569418386
01_30_23,1:39 PM,17593.45,102,54,0.567202906
01_30_23,1:42 PM,17572.4,101,54,0.565257828
01_30_23,1:45 PM,17574.95,101,54,0.561211871
01_30_23,1:48 PM,17577.1,102,54,0.561362
01_30_23,1:51 PM,17550,102,55,0.615036232
01_30_23,1:54 PM,17531.85,101,54,0.597786811
01_30_23,1:57 PM,17547.1,102,53,0.586098655
01_30_23,2:00 PM,17553.45,101,53,0.529650279
01_30_23,2:03 PM,17553.45,101,53,0.529650279
01_30_23,2:06 PM,17553.45,101,53,0.529650279
01_30_23,2:09 PM,17639,100,53,0.533551555
01_30_23,2:12 PM,17625,100,54,0.539843105
01_30_23,2:15 PM,17646.9,99,54,0.544977357
01_30_23,2:18 PM,17646.9,99,54,0.544977357
01_30_23,2:21 PM,17645.25,99,54,0.548942754
01_30_23,2:24 PM,17645.25,99,54,0.548942754
01_30_23,2:27 PM,17657,99,54,0.553608461
01_30_23,2:30 PM,17657,99,54,0.553608461
01_30_23,2:33 PM,17657,99,54,0.553608461
01_30_23,2:36 PM,17657,99,54,0.553608461
01_30_23,2:39 PM,17661.1,100,54,0.546832096
01_30_23,2:42 PM,17648.45,101,54,0.561645255
01_30_23,2:45 PM,17648.45,101,54,0.561645255
01_30_23,2:48 PM,17648.45,101,54,0.561645255
01_30_23,2:51 PM,17648.45,101,54,0.561645255
01_30_23,2:54 PM,17694,100,52,0.551020408
01_30_23,2:57 PM,17673.4,101,52,0.551995906
01_30_23,3:00 PM,17674.85,101,52,0.557712162
01_30_23,3:03 PM,17757,101,52,0.551660893
01_30_23,3:06 PM,17769,100,52,0.560500261
01_30_23,3:09 PM,17721.4,99,51,0.574652406
01_30_23,3:12 PM,17722.6,99,51,0.574831027
01_30_23,3:15 PM,17743.95,100,51,0.573871631
01_30_23,3:18 PM,17736.65,99,51,0.57420204
01_30_23,3:21 PM,17736.65,99,51,0.57420204
01_30_23,3:24 PM,17736.65,99,51,0.57420204
01_30_23,3:27 PM,17745.8,96,50,0.59561058
01_30_23,3:30 PM,17742.5,94,48,0.59794053
01_30_23,10:00 AM,17753.4,95,48,0.594363983
01_30_23,10:03 AM,17740.7,95,48,0.607606468
01_30_23,10:06 AM,17712.15,95,48,0.612895876
01_30_23,10:09 AM,17759.05,96,48,0.602531079
01_30_23,10:12 AM,17738.9,95,48,0.612649573
01_30_23,10:15 AM,17743.4,95,49,0.616370026
01_30_23,10:18 AM,17743.4,95,49,0.616370026
01_30_23,10:21 AM,17731.85,95,49,0.614883094
01_30_23,10:24 AM,17720,95,49,0.614565826
01_30_23,10:27 AM,17718,95,49,0.614868642
01_30_23,10:30 AM,17703.85,95,49,0.613876824
01_30_23,10:33 AM,17716.3,95,49,0.611543594
01_30_23,10:36 AM,17716.3,95,49,0.611543594
01_30_23,10:39 AM,17716.3,95,49,0.611543594
01_30_23,10:42 AM,17684.2,95,50,0.617933939
01_30_23,10:45 AM,17670.35,95,52,0.625512579
01_30_23,10:48 AM,17672.25,95,52,0.626859046
01_30_23,10:51 AM,17676.8,96,52,0.625457774
01_30_23,10:54 AM,17676.8,96,52,0.625457774
01_30_23,10:57 AM,17668.65,98,52,0.628429204
01_30_23,11:00 AM,17661.9,99,53,0.629400728
01_30_23,11:03 AM,17665.1,100,53,0.632247377
01_30_23,11:06 AM,17669.65,100,53,0.638787879
01_30_23,11:09 AM,17690.75,100,53,0.640030861
01_30_23,11:12 AM,17688.5,101,54,0.632450331
01_30_23,11:15 AM,17675,101,53,0.623059134
01_30_23,11:18 AM,17665,101,53,0.625454947
01_30_23,11:21 AM,17665.8,101,54,0.624038673
01_30_23,11:24 AM,17665.8,101,54,0.624038673
01_30_23,11:27 AM,17674.65,101,53,0.620840153
01_30_23,11:30 AM,17666.65,101,53,0.621430129
01_30_23,11:33 AM,17662.45,101,53,0.622154449
01_30_23,11:36 AM,17662.45,101,53,0.622154449
01_30_23,11:39 AM,17670.4,101,53,0.62285466
01_30_23,11:42 AM,17665.7,101,53,0.623194701
01_30_23,11:45 AM,17662.8,101,53,0.623279506
01_30_23,11:48 AM,17677.05,100,54,0.62252301
01_30_23,11:51 AM,17673.7,100,53,0.622236671
01_30_23,11:54 AM,17697.9,100,53,0.621887855
01_30_23,11:57 AM,17697.9,100,53,0.621887855
01_30_23,12:00 PM,17717.95,100,52,0.616237366
01_30_23,12:03 PM,17722,100,52,0.615711022
01_30_23,12:06 PM,17744.8,100,52,0.61678276
01_30_23,12:09 PM,17731.85,100,52,0.615601912
01_30_23,12:12 PM,17733.15,101,53,0.613496269
01_30_23,12:15 PM,17733.15,101,53,0.613496269
01_30_23,12:18 PM,17718.8,101,52,0.617231638
01_30_23,12:21 PM,17695,101,52,0.621586334
01_30_23,12:24 PM,17695,101,52,0.621586334
01_30_23,12:27 PM,17691.95,102,53,0.625122776
01_30_23,12:30 PM,17694.85,102,53,0.626089799
01_30_23,12:33 PM,17674.1,103,53,0.623503808
01_30_23,12:36 PM,17654.35,102,53,0.631247236
01_30_23,12:39 PM,17656.95,101,54,0.619088937
01_30_23,12:42 PM,17656.95,101,54,0.619088937
01_30_23,12:45 PM,17652.85,101,54,0.625150751
01_30_23,12:48 PM,17653.5,101,54,0.623620671
01_30_23,12:51 PM,17640,102,55,0.622818499
01_30_23,12:54 PM,17632.45,102,55,0.618545494
01_30_23,12:57 PM,17626.85,103,54,0.612138916
01_31_23,1:00 PM,17735.75,105,56,0.623914104
01_31_23,1:03 PM,17735.75,105,56,0.623914104
01_31_23,1:06 PM,17744.95,106,57,0.623893375
01_31_23,1:09 PM,17744.95,106,57,0.623893375
01_31_23,1:12 PM,17741,106,57,0.620267909
01_31_23,1:15 PM,17738.6,106,57,0.621899225
01_31_23,1:18 PM,17768.15,106,58,0.612315365
01_31_23,1:21 PM,17791.15,106,58,0.613148522
01_31_23,1:24 PM,17784.65,104,57,0.636390591
01_31_23,1:27 PM,17784.65,104,57,0.636390591
01_31_23,1:30 PM,17779.25,103,57,0.640296296
01_31_23,1:33 PM,17781.25,103,58,0.645477985
01_31_23,1:36 PM,17785,104,58,0.64853058
01_31_23,1:39 PM,17788.55,104,58,0.650554675
01_31_23,1:42 PM,17801,104,58,0.654785544
01_31_23,1:45 PM,17780,103,58,0.655326768
01_31_23,1:48 PM,17788.65,104,59,0.653751112
01_31_23,1:51 PM,17796,105,58,0.652740741
01_31_23,1:54 PM,17780.9,104,58,0.658844409
01_31_23,1:57 PM,17760.65,104,58,0.6583448
01_31_23,2:00 PM,17773.25,104,58,0.655943507
01_31_23,2:03 PM,17763.55,105,58,0.654161782
01_31_23,2:06 PM,17770.1,105,58,0.65657355
01_31_23,2:09 PM,17764.1,106,58,0.656018699
01_31_23,2:12 PM,17736.05,106,57,0.663354648
01_31_23,2:15 PM,17729.8,106,58,0.659889459
01_31_23,2:18 PM,17735.4,106,58,0.667095497
01_31_23,2:21 PM,17724.45,107,58,0.665547215
01_31_23,2:24 PM,17727,107,59,0.661737159
01_31_23,2:27 PM,17736.05,107,58,0.657028034
01_31_23,2:30 PM,17759,107,58,0.64602026
01_31_23,2:33 PM,17755.75,107,58,0.644116797
01_31_23,2:36 PM,17748.85,107,58,0.649093744
01_31_23,2:39 PM,17741.5,107,58,0.649091974
01_31_23,2:42 PM,17756,107,57,0.640363601
01_31_23,2:45 PM,17750.05,106,57,0.648860958
01_31_23,2:48 PM,17750.05,106,57,0.648860958
01_31_23,2:51 PM,17751.4,105,57,0.656722316
01_31_23,2:54 PM,17768.65,105,57,0.654011742
01_31_23,2:57 PM,17779.25,105,57,0.657737219
01_31_23,3:00 PM,17794.2,104,57,0.665942101
01_31_23,3:03 PM,17752.7,104,57,0.676796136
01_31_23,3:06 PM,17770,103,56,0.6664998
01_31_23,3:09 PM,17775.45,103,55,0.665097175
01_31_23,3:12 PM,17790.6,101,55,0.666733871
01_31_23,3:15 PM,17807.5,100,55,0.669802638
01_31_23,3:18 PM,17816.65,98,55,0.675729167
01_31_23,3:21 PM,17816.65,98,55,0.675729167
01_31_23,3:24 PM,17816.65,98,55,0.675729167
01_31_23,3:27 PM,17802,95,55,0.674709177
01_31_23,3:30 PM,17796.6,94,54,0.668629375
01_31_23,10:00 AM,17674,105,54,0.626478523
01_31_23,10:03 AM,17665.75,105,54,0.62173913
01_31_23,10:06 AM,17665.75,105,54,0.62173913
01_31_23,10:09 AM,17654.1,106,54,0.609090909
01_31_23,10:12 AM,17657.35,106,55,0.608549276
01_31_23,10:15 AM,17657.35,106,55,0.608549276
01_31_23,10:18 AM,17657.35,106,55,0.608549276
01_31_23,10:21 AM,17664.2,106,54,0.604316547
01_31_23,10:24 AM,17680.95,106,54,0.606262626
01_31_23,10:27 AM,17683.8,106,54,0.605605404
01_31_23,10:30 AM,17692.1,107,54,0.606127797
01_31_23,10:33 AM,17702.95,106,53,0.608147625
01_31_23,10:36 AM,17707.45,106,54,0.612284069
01_31_23,10:39 AM,17693.1,106,54,0.613208497
01_31_23,10:42 AM,17681.15,107,54,0.614695521
01_31_23,10:45 AM,17722.6,107,55,0.614597955
01_31_23,10:48 AM,17728.3,107,55,0.614645858
01_31_23,10:51 AM,17721.05,107,54,0.61477862
01_31_23,10:54 AM,17726.5,107,55,0.616495667
01_31_23,10:57 AM,17722.75,107,55,0.617241037
01_31_23,11:00 AM,17704.05,107,55,0.616668322
01_31_23,11:03 AM,17694.75,107,55,0.616610237
01_31_23,11:06 AM,17685,107,55,0.619743513
01_31_23,11:09 AM,17664.7,107,55,0.617916087
01_31_23,11:12 AM,17677.55,107,55,0.615024876
01_31_23,11:15 AM,17698,107,56,0.61302796
01_31_23,11:18 AM,17679.5,107,56,0.61019802
01_31_23,11:21 AM,17695.1,107,56,0.611808921
01_31_23,11:24 AM,17702.55,107,57,0.609967497
01_31_23,11:27 AM,17707.95,107,57,0.608485922
01_31_23,11:30 AM,17721.7,108,57,0.609605186
01_31_23,11:33 AM,17723,107,57,0.61044571
01_31_23,11:36 AM,17721.15,107,57,0.612795604
01_31_23,11:39 AM,17710.35,108,57,0.614337479
01_31_23,11:42 AM,17723.15,107,57,0.615602421
01_31_23,11:45 AM,17726.8,108,57,0.616961062
01_31_23,11:48 AM,17745.4,107,57,0.616233639
01_31_23,11:51 AM,17740.4,107,57,0.614987332
01_31_23,11:54 AM,17740.4,107,57,0.614987332
01_31_23,11:57 AM,17749.8,107,57,0.615294691
01_31_23,12:00 PM,17742.3,107,57,0.615984405
01_31_23,12:03 PM,17749.35,107,56,0.613328167
01_31_23,12:06 PM,17744.1,106,57,0.613755078
01_31_23,12:09 PM,17748.5,107,56,0.616905777
01_31_23,12:12 PM,17722,106,56,0.618225885
01_31_23,12:15 PM,17715.2,106,57,0.625820355
01_31_23,12:18 PM,17718.8,106,57,0.626554391
01_31_23,12:21 PM,17712.65,106,57,0.624389768
01_31_23,12:24 PM,17712.65,106,57,0.624389768
01_31_23,12:27 PM,17726.3,106,57,0.621878947
01_31_23,12:30 PM,17735.45,107,56,0.615838329
01_31_23,12:33 PM,17739.35,107,56,0.614591365
01_31_23,12:36 PM,17749.75,107,56,0.614346317
01_31_23,12:39 PM,17750.8,107,56,0.617130166
01_31_23,12:42 PM,17750,107,56,0.618141422
01_31_23,12:45 PM,17750,106,56,0.619061442
01_31_23,12:48 PM,17758.3,106,56,0.611546549
01_31_23,12:51 PM,17763,106,56,0.614707009
01_31_23,12:54 PM,17736.2,106,56,0.625741227
01_31_23,12:57 PM,17736.2,106,56,0.625741227
02_01_23,1:00 PM,18055.7,126,84,0.874567632
02_01_23,1:03 PM,18055,123,85,0.913379155
02_01_23,1:06 PM,18053,121,85,0.919021072
02_01_23,1:09 PM,18030.3,122,88,0.922808012
02_01_23,1:12 PM,18024.6,122,87,0.918807037
02_01_23,1:15 PM,18026,123,84,0.906701708
02_01_23,1:18 PM,18019.35,125,84,0.898956003
02_01_23,1:21 PM,17992.3,126,84,0.899805717
02_01_23,1:24 PM,17964.85,127,85,0.882071126
02_01_23,1:27 PM,17915,135,86,0.866326716
02_01_23,1:30 PM,17910,139,85,0.812017937
02_01_23,1:33 PM,17911,140,85,0.789506503
02_01_23,1:36 PM,17885.65,141,88,0.79909886
02_01_23,1:39 PM,17847,141,88,0.783403657
02_01_23,1:42 PM,17847,141,88,0.783403657
02_01_23,1:45 PM,17831.3,142,89,0.738482617
02_01_23,1:48 PM,17813.7,144,89,0.727495563
02_01_23,1:51 PM,17854.85,147,89,0.711327345
02_01_23,1:54 PM,17790.7,148,90,0.708246995
02_01_23,1:57 PM,17797.9,146,90,0.699410935
02_01_23,2:00 PM,17776,146,90,0.679305544
02_01_23,2:03 PM,17753.95,146,90,0.654847288
02_01_23,2:06 PM,17795.1,148,91,0.629814947
02_01_23,2:09 PM,17784.8,149,90,0.62859847
02_01_23,2:12 PM,17814.7,148,90,0.622396241
02_01_23,2:15 PM,17785.1,150,89,0.61869042
02_01_23,2:18 PM,17757.55,151,89,0.61440711
02_01_23,2:21 PM,17723.4,149,88,0.598923389
02_01_23,2:24 PM,17715,148,88,0.587340987
02_01_23,2:27 PM,17717.8,147,88,0.580925079
02_01_23,2:30 PM,17689.15,148,88,0.582927395
02_01_23,2:33 PM,17667.65,145,88,0.569357215
02_01_23,2:36 PM,17714.85,145,87,0.561946903
02_01_23,2:39 PM,17685.75,144,82,0.557959815
02_01_23,2:42 PM,17685.75,144,82,0.557959815
02_01_23,2:45 PM,17636,144,81,0.568326147
02_01_23,2:48 PM,17537,141,81,0.577941054
02_01_23,2:51 PM,17537,141,81,0.577941054
02_01_23,2:54 PM,17525.3,140,76,0.532123139
02_01_23,2:57 PM,17553.35,141,74,0.514469185
02_01_23,3:00 PM,17545.6,142,71,0.511013216
02_01_23,3:03 PM,17620.7,142,72,0.485219562
02_01_23,3:06 PM,17675.85,142,71,0.491524087
02_01_23,3:09 PM,17715.1,138,70,0.507559746
02_01_23,3:12 PM,17711,136,71,0.530462007
02_01_23,3:15 PM,17705.5,129,73,0.549125402
02_01_23,3:18 PM,17714.2,128,73,0.551260355
02_01_23,3:21 PM,17690,128,73,0.555535324
02_01_23,3:24 PM,17695.2,127,72,0.551949874
02_01_23,3:27 PM,17695.2,127,72,0.551949874
02_01_23,3:30 PM,17664.95,125,71,0.573157532
02_01_23,10:00 AM,17861.55,116,62,0.717071737
02_01_23,10:03 AM,17858.2,117,62,0.718209364
02_01_23,10:06 AM,17880,118,62,0.717256121
02_01_23,10:09 AM,17880.7,117,62,0.723648386
02_01_23,10:12 AM,17886.75,116,62,0.723072453
02_01_23,10:15 AM,17886.75,116,62,0.723072453
02_01_23,10:18 AM,17889.35,118,62,0.725151253
02_01_23,10:21 AM,17885.35,118,62,0.724316547
02_01_23,10:24 AM,17889,119,61,0.722046868
02_01_23,10:27 AM,17907.5,119,62,0.688516746
02_01_23,10:30 AM,17909,117,62,0.691939498
02_01_23,10:33 AM,17915,117,62,0.69228566
02_01_23,10:36 AM,17915,117,62,0.69228566
02_01_23,10:39 AM,17907.3,118,64,0.69800759
02_01_23,10:42 AM,17900,118,64,0.735090547
02_01_23,10:45 AM,17903.9,118,65,0.736802199
02_01_23,10:48 AM,17907.75,119,65,0.696351326
02_01_23,10:51 AM,17925,119,66,0.698244296
02_01_23,10:54 AM,17910.05,118,66,0.701416909
02_01_23,10:57 AM,17912,118,67,0.702571295
02_01_23,11:00 AM,17913.15,118,67,0.70588785
02_01_23,11:03 AM,17914.2,119,67,0.705060106
02_01_23,11:06 AM,17930.05,120,67,0.706736998
02_01_23,11:09 AM,17936.55,120,69,0.712085091
02_01_23,11:12 AM,17929,122,70,0.714479026
02_01_23,11:15 AM,17907.35,124,72,0.715636429
02_01_23,11:18 AM,17907.35,124,72,0.715636429
02_01_23,11:21 AM,17854.7,126,74,0.749111269
02_01_23,11:24 AM,17841.15,128,76,0.735405811
02_01_23,11:27 AM,17864.45,131,77,0.721395632
02_01_23,11:30 AM,17875.55,133,78,0.717228303
02_01_23,11:33 AM,17875.55,133,78,0.717228303
02_01_23,11:36 AM,17875.55,133,78,0.717228303
02_01_23,11:39 AM,17898.3,135,75,0.726368159
02_01_23,11:42 AM,17894.7,136,76,0.725806452
02_01_23,11:45 AM,17895.7,137,76,0.727643659
02_01_23,11:48 AM,17897.05,138,76,0.727727388
02_01_23,11:51 AM,17897.05,138,76,0.727727388
02_01_23,11:54 AM,17897.05,138,76,0.727727388
02_01_23,11:57 AM,17904.95,140,78,0.700983276
02_01_23,12:00 PM,17896.5,139,79,0.735590657
02_01_23,12:03 PM,17894.85,139,82,0.738376477
02_01_23,12:06 PM,17900.25,140,81,0.736011358
02_01_23,12:09 PM,17900.25,140,81,0.736011358
02_01_23,12:12 PM,17897.55,140,78,0.737834905
02_01_23,12:15 PM,17866.65,139,79,0.740065256
02_01_23,12:18 PM,17866.65,139,79,0.740065256
02_01_23,12:21 PM,17885.7,141,77,0.715488771
02_01_23,12:24 PM,17923.35,141,78,0.690811702
02_01_23,12:27 PM,17973.85,138,80,0.704877032
02_01_23,12:30 PM,17962,132,80,0.737469962
02_01_23,12:33 PM,17996.35,133,82,0.74797239
02_01_23,12:36 PM,17996.35,133,82,0.74797239
02_01_23,12:39 PM,18053.1,118,81,0.799136069
02_01_23,12:42 PM,18029.65,119,83,0.842139294
02_01_23,12:45 PM,18021,121,83,0.854572436
02_01_23,12:48 PM,18016.55,123,83,0.859955423
02_01_23,12:51 PM,18041.6,124,84,0.868887445
02_01_23,12:54 PM,18042.3,123,84,0.880373832
02_01_23,12:57 PM,18042.3,123,84,0.880373832
02_02_23,1:00 PM,17648.85,148,147,0.852961672
02_02_23,1:03 PM,17660,146,149,0.846402462
02_02_23,1:06 PM,17621.1,145,147,0.843616608
02_02_23,1:09 PM,17635.75,145,148,0.849012595
02_02_23,1:12 PM,17647,145,152,0.850559528
02_02_23,1:15 PM,17642,144,153,0.851970098
02_02_23,1:18 PM,17645.1,143,153,0.851309227
02_02_23,1:21 PM,17636.9,140,153,0.850881298
02_02_23,1:24 PM,17630.4,139,153,0.85094428
02_02_23,1:27 PM,17630.4,139,153,0.85094428
02_02_23,1:30 PM,17630.4,139,153,0.85094428
02_02_23,1:33 PM,17629.7,133,153,0.855477672
02_02_23,1:36 PM,17633.6,132,155,0.861117698
02_02_23,1:39 PM,17610,132,154,0.857629536
02_02_23,1:42 PM,17580.75,130,147,0.845781027
02_02_23,1:45 PM,17580.75,130,147,0.845781027
02_02_23,1:48 PM,17608.95,128,133,0.815056502
02_02_23,1:51 PM,17626.75,127,133,0.821851971
02_02_23,1:54 PM,17612.45,125,136,0.822602575
02_02_23,2:21 PM,17664.05,122,143,0.828505785
02_02_23,2:24 PM,17677.35,124,143,0.833540992
02_02_23,2:27 PM,17681.6,124,143,0.847650608
02_02_23,2:30 PM,17684.55,126,143,0.849888297
02_02_23,2:33 PM,17660.1,124,140,0.839517865
02_02_23,2:36 PM,17662,123,142,0.837285788
02_02_23,2:39 PM,17689.15,122,136,0.833843196
02_02_23,2:42 PM,17682.7,121,131,0.83083924
02_02_23,2:45 PM,17688.15,120,130,0.824969613
02_02_23,2:48 PM,17698.2,120,125,0.827801194
02_02_23,2:51 PM,17677.05,118,115,0.810434937
02_02_23,2:54 PM,17676.05,115,117,0.809934246
02_02_23,2:57 PM,17677,114,116,0.816859682
02_02_23,3:00 PM,17675.95,113,115,0.80773391
02_02_23,3:03 PM,17675.95,113,115,0.80773391
02_02_23,3:06 PM,17675.95,113,115,0.80773391
02_02_23,3:09 PM,17707.9,108,101,0.805179966
02_02_23,3:12 PM,17699.95,115,109,0.831398185
02_02_23,3:15 PM,17673.85,106,106,0.824736048
02_02_23,3:18 PM,17679.6,101,95,0.813907832
02_02_23,3:21 PM,17684.3,99,111,0.848829719
02_02_23,3:24 PM,17695,97,109,0.845966851
02_02_23,3:27 PM,17687.6,95,100,0.836812363
02_02_23,3:30 PM,17678.95,84,93,0.824570085
02_02_23,10:00 AM,17642,156,100,0.796856313
