date,sentiment_mean,positive_count,negative_count,article_count,source
2018-02-08,-0.03547778286885246,87,96,183,historic_data_news_sentiment
2018-02-09,-0.16343520248325358,90,119,209,historic_data_news_sentiment
2018-02-10,0.22449361927722772,63,38,101,historic_data_news_sentiment
2018-02-11,0.07797759398750001,43,37,80,historic_data_news_sentiment
2018-02-12,-0.11928197785853659,86,119,205,historic_data_news_sentiment
2018-02-13,-0.18814009204374998,64,96,160,historic_data_news_sentiment
2018-02-14,-0.059790386785714286,72,82,154,historic_data_news_sentiment
2018-02-15,-0.12491089985906038,65,84,149,historic_data_news_sentiment
2018-02-16,-0.15049638836477988,69,90,159,historic_data_news_sentiment
2018-02-17,-0.1656699988630137,31,42,73,historic_data_news_sentiment
2018-02-18,0.16072390179452054,43,30,73,historic_data_news_sentiment
2018-02-19,-0.002540211923976609,84,87,171,historic_data_news_sentiment
2018-02-20,-0.1969027887235294,68,102,170,historic_data_news_sentiment
2018-02-21,-0.10334248141958043,64,79,143,historic_data_news_sentiment
2018-02-22,-0.08856243731097561,75,89,164,historic_data_news_sentiment
2018-02-23,-0.10666251112352942,76,94,170,historic_data_news_sentiment
2018-02-24,0.16887456795402297,51,36,87,historic_data_news_sentiment
2018-02-25,-0.1635808810689655,24,34,58,historic_data_news_sentiment
2018-02-26,-0.07150252106030151,92,107,199,historic_data_news_sentiment
2018-02-27,0.014034467895522387,70,64,134,historic_data_news_sentiment
2018-02-28,-0.1395357296,70,90,160,historic_data_news_sentiment
2018-03-01,-0.12178300698086124,91,118,209,historic_data_news_sentiment
2018-03-02,-0.1592319677333333,25,35,60,historic_data_news_sentiment
2018-03-03,-0.14264732374509803,22,29,51,historic_data_news_sentiment
2018-03-04,-0.10972040033766232,35,42,77,historic_data_news_sentiment
2018-03-05,-0.17059519993596062,83,120,203,historic_data_news_sentiment
2018-03-06,-0.12915866580254776,69,88,157,historic_data_news_sentiment
2018-03-07,-0.14259173540776698,87,119,206,historic_data_news_sentiment
2018-03-08,-0.127719070005988,72,95,167,historic_data_news_sentiment
2018-03-09,-0.2435572508277778,67,113,180,historic_data_news_sentiment
2018-03-10,0.08346970157377051,33,28,61,historic_data_news_sentiment
2018-03-11,0.04779648083823529,37,31,68,historic_data_news_sentiment
2018-03-12,-0.11165458103100775,56,73,129,historic_data_news_sentiment
2018-03-13,-0.1351568055611511,59,80,139,historic_data_news_sentiment
2018-03-14,-0.025692549253393666,110,111,221,historic_data_news_sentiment
2018-03-15,-0.3053486681618497,58,115,173,historic_data_news_sentiment
2018-03-16,-0.13244309799999998,74,97,171,historic_data_news_sentiment
2018-03-17,-0.05570838431944444,34,38,72,historic_data_news_sentiment
2018-03-18,0.1138649866707317,46,36,82,historic_data_news_sentiment
2018-03-19,-0.24302822317837838,70,115,185,historic_data_news_sentiment
2018-03-20,-0.07539317273410405,79,94,173,historic_data_news_sentiment
2018-03-21,-0.17648832152469135,65,97,162,historic_data_news_sentiment
2018-03-22,-0.22811135374594593,69,116,185,historic_data_news_sentiment
2018-03-23,-0.16330234194011975,70,97,167,historic_data_news_sentiment
2018-03-24,-0.2517295004324324,27,47,74,historic_data_news_sentiment
2018-03-25,0.09861015162666667,42,33,75,historic_data_news_sentiment
2018-03-26,-0.15371006252,93,132,225,historic_data_news_sentiment
2018-03-27,-0.030063132921686747,80,86,166,historic_data_news_sentiment
2018-03-28,-0.026415851484276734,79,80,159,historic_data_news_sentiment
2018-03-29,-0.17296637603816792,54,77,131,historic_data_news_sentiment
2018-03-30,-0.18057251478313252,34,49,83,historic_data_news_sentiment
2018-03-31,0.055517321658536595,21,20,41,historic_data_news_sentiment
2018-04-01,0.09645332096363636,30,25,55,historic_data_news_sentiment
2018-04-02,0.01944283305487805,85,79,164,historic_data_news_sentiment
2018-04-03,-0.1039331199489796,88,108,196,historic_data_news_sentiment
2018-04-04,-0.1852303705905512,52,75,127,historic_data_news_sentiment
2018-04-05,0.1486076150350877,132,96,228,historic_data_news_sentiment
2018-04-06,-0.22413744758638743,75,116,191,historic_data_news_sentiment
2018-04-07,0.04439488311864406,31,28,59,historic_data_news_sentiment
2018-04-08,-0.0853393820350877,26,31,57,historic_data_news_sentiment
2018-04-09,-0.1533954216104651,71,101,172,historic_data_news_sentiment
2018-04-10,0.06480883084422111,107,92,199,historic_data_news_sentiment
2018-04-11,-0.04667006456544503,90,101,191,historic_data_news_sentiment
2018-04-12,-0.08003125482211539,97,111,208,historic_data_news_sentiment
2018-04-13,-0.08051645693193717,87,104,191,historic_data_news_sentiment
2018-04-14,-0.12594952722033897,25,34,59,historic_data_news_sentiment
2018-04-15,-0.08210868535849056,25,28,53,historic_data_news_sentiment
2018-04-16,0.042479590977272726,46,42,88,historic_data_news_sentiment
2018-04-17,0.11256030942038217,88,69,157,historic_data_news_sentiment
2018-04-18,-0.1008277896255144,109,134,243,historic_data_news_sentiment
2018-04-19,-0.09493082495588236,92,112,204,historic_data_news_sentiment
2018-04-20,-0.08704736093442624,55,67,122,historic_data_news_sentiment
2018-04-21,0.14226720522058822,39,29,68,historic_data_news_sentiment
2018-04-22,0.1353215440483871,35,27,62,historic_data_news_sentiment
2018-04-23,0.019716052018292685,83,81,164,historic_data_news_sentiment
2018-04-24,-0.11029170746753247,69,85,154,historic_data_news_sentiment
2018-04-25,-0.09673163656756756,66,82,148,historic_data_news_sentiment
2018-04-26,-0.13796322357051283,66,90,156,historic_data_news_sentiment
2018-04-27,-0.016972736634328356,67,67,134,historic_data_news_sentiment
2018-04-28,0.16873178775925926,32,22,54,historic_data_news_sentiment
2018-04-29,0.14015777597826087,27,19,46,historic_data_news_sentiment
2018-04-30,0.14217373603472222,82,62,144,historic_data_news_sentiment
2018-05-01,0.045395886653846154,56,48,104,historic_data_news_sentiment
2018-05-02,0.021278892111111117,75,69,144,historic_data_news_sentiment
2018-05-03,-0.14929832871518986,67,91,158,historic_data_news_sentiment
2018-05-04,-0.11780097485714285,62,78,140,historic_data_news_sentiment
2018-05-05,0.22059284672580645,38,24,62,historic_data_news_sentiment
2018-05-06,0.29395921010204085,33,16,49,historic_data_news_sentiment
2018-05-07,-0.0176770566875,73,71,144,historic_data_news_sentiment
2018-05-08,0.07603844020645162,86,69,155,historic_data_news_sentiment
2018-05-09,-0.1337715390857143,74,101,175,historic_data_news_sentiment
2018-05-10,-0.12701494602739724,64,82,146,historic_data_news_sentiment
2018-05-11,-0.1372758720775862,49,67,116,historic_data_news_sentiment
2018-05-12,0.20531015562068963,18,11,29,historic_data_news_sentiment
2018-05-13,0.13651908952,43,32,75,historic_data_news_sentiment
2018-05-14,-0.13588559839766082,72,99,171,historic_data_news_sentiment
2018-05-15,-0.06845392492307693,61,69,130,historic_data_news_sentiment
2018-05-16,-0.26525960828571427,48,85,133,historic_data_news_sentiment
2018-05-17,-0.056242743040540534,69,79,148,historic_data_news_sentiment
2018-05-18,-0.2528012719047619,54,93,147,historic_data_news_sentiment
2018-05-19,0.10474883993617022,26,21,47,historic_data_news_sentiment
2018-05-20,-0.008850892738461538,33,32,65,historic_data_news_sentiment
2018-05-21,-0.14322755925,58,78,136,historic_data_news_sentiment
2018-05-22,-0.04678801161073825,72,77,149,historic_data_news_sentiment
2018-05-23,-0.06828854540993788,77,84,161,historic_data_news_sentiment
2018-05-24,-0.105645682893617,85,103,188,historic_data_news_sentiment
2018-05-25,-0.04483384553174603,60,66,126,historic_data_news_sentiment
2018-05-26,-0.04203461170652174,45,47,92,historic_data_news_sentiment
2018-05-27,0.22398406673333332,47,28,75,historic_data_news_sentiment
2018-05-28,0.0016618980144927579,70,68,138,historic_data_news_sentiment
2018-05-29,-0.19046128507947022,63,88,151,historic_data_news_sentiment
2018-05-30,-0.12917802738693468,87,112,199,historic_data_news_sentiment
2018-05-31,0.14712137673381295,80,59,139,historic_data_news_sentiment
2018-06-01,-0.15189251286910993,82,109,191,historic_data_news_sentiment
2018-06-02,-0.12742073651219513,36,46,82,historic_data_news_sentiment
2018-06-03,0.0100136865942029,35,34,69,historic_data_news_sentiment
2018-06-04,-0.176616496625,68,100,168,historic_data_news_sentiment
2018-06-05,-0.12763152237313433,58,76,134,historic_data_news_sentiment
2018-06-06,0.03816914446969697,140,124,264,historic_data_news_sentiment
2018-06-07,-0.09397324562857143,78,97,175,historic_data_news_sentiment
2018-06-08,-0.15950190592805755,59,80,139,historic_data_news_sentiment
2018-06-09,-0.313894817,17,31,48,historic_data_news_sentiment
2018-06-10,-0.20960945065714287,14,21,35,historic_data_news_sentiment
2018-06-11,-0.13316341532727272,71,94,165,historic_data_news_sentiment
2018-06-12,0.09922281586772487,104,85,189,historic_data_news_sentiment
2018-06-13,-0.18256146910624999,64,96,160,historic_data_news_sentiment
2018-06-14,-0.2452761301976744,66,106,172,historic_data_news_sentiment
2018-06-15,-0.08820142902,69,81,150,historic_data_news_sentiment
2018-06-16,-0.025024245358490564,26,27,53,historic_data_news_sentiment
2018-06-17,0.051834835344262295,32,29,61,historic_data_news_sentiment
2018-06-18,-0.10673245192380952,95,115,210,historic_data_news_sentiment
2018-06-19,-0.15093630980838324,71,96,167,historic_data_news_sentiment
2018-06-20,0.03305370955504588,113,105,218,historic_data_news_sentiment
2018-06-21,-0.07182874839181286,79,92,171,historic_data_news_sentiment
2018-06-22,-0.12788486554037268,70,91,161,historic_data_news_sentiment
2018-06-23,-0.18670541129166668,29,43,72,historic_data_news_sentiment
2018-06-24,-0.06761767717857141,26,30,56,historic_data_news_sentiment
2018-06-25,-0.17978411552439025,34,48,82,historic_data_news_sentiment
2018-06-26,-0.04478759037908497,74,79,153,historic_data_news_sentiment
2018-06-27,-0.23710155413043477,61,100,161,historic_data_news_sentiment
2018-06-28,-0.29454849581182796,67,119,186,historic_data_news_sentiment
2018-06-29,-0.0737078132,81,94,175,historic_data_news_sentiment
2018-06-30,-0.2561286019090909,12,21,33,historic_data_news_sentiment
2018-07-01,0.16545116536734694,28,21,49,historic_data_news_sentiment
2018-07-02,-0.2732532140862069,62,112,174,historic_data_news_sentiment
2018-07-03,-0.14231879084210525,83,107,190,historic_data_news_sentiment
2018-07-04,0.02622640075742574,104,98,202,historic_data_news_sentiment
2018-07-05,-0.14821976571544715,53,70,123,historic_data_news_sentiment
2018-07-06,-0.24108762987037036,62,100,162,historic_data_news_sentiment
2018-07-07,-0.10576750259210527,34,42,76,historic_data_news_sentiment
2018-07-08,-0.044690254671232874,34,39,73,historic_data_news_sentiment
2018-07-09,-0.11744853646543779,95,122,217,historic_data_news_sentiment
2018-07-10,-0.1484108218292683,34,48,82,historic_data_news_sentiment
2018-07-11,-0.17575755542857144,48,71,119,historic_data_news_sentiment
2018-07-12,-0.04675579820416667,116,124,240,historic_data_news_sentiment
2018-07-13,0.11670788430555555,121,95,216,historic_data_news_sentiment
2018-07-14,0.0064204455405405415,37,37,74,historic_data_news_sentiment
2018-07-15,-0.1643017217142857,9,12,21,historic_data_news_sentiment
2018-07-16,0.041541738818791946,78,71,149,historic_data_news_sentiment
2018-07-17,0.046537914057017536,122,106,228,historic_data_news_sentiment
2018-07-18,-0.0027400866446700514,99,98,197,historic_data_news_sentiment
2018-07-19,0.16380762161170212,113,75,188,historic_data_news_sentiment
2018-07-20,0.08444350089887641,99,79,178,historic_data_news_sentiment
2018-07-21,0.170874633,45,30,75,historic_data_news_sentiment
2018-07-22,-0.1501712464385965,24,33,57,historic_data_news_sentiment
2018-07-23,0.07108938332242991,115,99,214,historic_data_news_sentiment
2018-07-24,-0.006177662552631581,94,96,190,historic_data_news_sentiment
2018-07-25,0.10720228432911391,88,70,158,historic_data_news_sentiment
2018-07-26,0.003132404259259261,109,107,216,historic_data_news_sentiment
2018-07-27,0.2312114641620112,113,66,179,historic_data_news_sentiment
2018-07-28,0.1622342080125,47,33,80,historic_data_news_sentiment
2018-07-29,0.1457956755945946,44,30,74,historic_data_news_sentiment
2018-07-30,0.02452972364044943,46,43,89,historic_data_news_sentiment
2018-07-31,0.06291773144755244,77,66,143,historic_data_news_sentiment
2018-08-01,-0.11046570593362831,100,126,226,historic_data_news_sentiment
2018-08-02,-0.11934212131052632,84,106,190,historic_data_news_sentiment
2018-08-03,0.12481528640721651,111,83,194,historic_data_news_sentiment
2018-08-04,-0.1163317837804878,18,23,41,historic_data_news_sentiment
2018-08-05,0.1264997149054054,42,32,74,historic_data_news_sentiment
2018-08-06,0.08756827256707317,91,73,164,historic_data_news_sentiment
2018-08-07,0.048173230357843135,110,94,204,historic_data_news_sentiment
2018-08-08,0.12891153646766168,115,86,201,historic_data_news_sentiment
2018-08-09,0.1964095287635135,90,58,148,historic_data_news_sentiment
2018-08-10,0.03729467475862069,77,68,145,historic_data_news_sentiment
2018-08-11,0.19774879237037038,33,21,54,historic_data_news_sentiment
2018-08-12,0.08400633983018868,28,25,53,historic_data_news_sentiment
2018-08-13,-0.05027395888700565,86,91,177,historic_data_news_sentiment
2018-08-14,-0.06685895978977273,84,92,176,historic_data_news_sentiment
2018-08-15,0.2157012649125,49,31,80,historic_data_news_sentiment
2018-08-16,-0.14363681742603548,74,95,169,historic_data_news_sentiment
2018-08-17,-0.020937230317647056,84,86,170,historic_data_news_sentiment
2018-08-18,-0.0897058075,21,27,48,historic_data_news_sentiment
2018-08-19,-0.15395996152941177,21,30,51,historic_data_news_sentiment
2018-08-20,-0.05120252108148149,64,71,135,historic_data_news_sentiment
2018-08-21,-0.14644324864583333,61,83,144,historic_data_news_sentiment
2018-08-22,-0.1027490079625,37,43,80,historic_data_news_sentiment
2018-08-23,-0.07060223231791907,82,91,173,historic_data_news_sentiment
2018-08-24,-0.08534053058208955,62,72,134,historic_data_news_sentiment
2018-08-25,-0.06744483763414634,19,22,41,historic_data_news_sentiment
2018-08-26,-0.12002199654,22,28,50,historic_data_news_sentiment
2018-08-27,-0.04232612933986928,73,80,153,historic_data_news_sentiment
2018-08-28,0.1013660193559322,67,51,118,historic_data_news_sentiment
2018-08-29,-0.12187972479113922,69,89,158,historic_data_news_sentiment
2018-08-30,-0.059836186310975606,77,87,164,historic_data_news_sentiment
2018-08-31,-0.28425315774725274,64,118,182,historic_data_news_sentiment
2018-09-01,-0.09014337234285714,31,39,70,historic_data_news_sentiment
2018-09-02,-0.07653535834328358,31,36,67,historic_data_news_sentiment
2018-09-03,-0.22111397210569106,47,76,123,historic_data_news_sentiment
2018-09-04,-0.2011870828544304,64,94,158,historic_data_news_sentiment
2018-09-05,-0.10645802098275862,78,96,174,historic_data_news_sentiment
2018-09-06,-0.19649219443195265,69,100,169,historic_data_news_sentiment
2018-09-07,-0.2555984879189189,55,93,148,historic_data_news_sentiment
2018-09-08,-0.13962483574285714,30,40,70,historic_data_news_sentiment
2018-09-09,-0.026774538064516133,30,32,62,historic_data_news_sentiment
2018-09-10,-0.295644491478673,74,137,211,historic_data_news_sentiment
2018-09-11,-0.25152807209210526,58,94,152,historic_data_news_sentiment
2018-09-12,-0.10893260079545454,80,96,176,historic_data_news_sentiment
2018-09-13,-0.14348654739634148,69,95,164,historic_data_news_sentiment
2018-09-14,-0.01664985428282828,98,100,198,historic_data_news_sentiment
2018-09-15,0.0411589909375,34,30,64,historic_data_news_sentiment
2018-09-16,-0.06694717856896552,26,32,58,historic_data_news_sentiment
2018-09-17,-0.2588888699837838,66,119,185,historic_data_news_sentiment
2018-09-18,-0.21258591496276594,72,116,188,historic_data_news_sentiment
2018-09-19,0.02979934183060109,98,85,183,historic_data_news_sentiment
2018-09-20,-0.11070317135087719,77,94,171,historic_data_news_sentiment
2018-09-21,-0.1610984939605263,64,88,152,historic_data_news_sentiment
2018-09-22,-0.18511348166666666,18,27,45,historic_data_news_sentiment
2018-09-23,-0.035447944318181816,21,23,44,historic_data_news_sentiment
2018-09-24,-0.11179855031658291,90,109,199,historic_data_news_sentiment
2018-09-25,-0.16628348981528662,65,92,157,historic_data_news_sentiment
2018-09-26,-0.19895962721387284,68,105,173,historic_data_news_sentiment
2018-09-27,-0.19001488474871794,76,119,195,historic_data_news_sentiment
2018-09-28,-0.164399346,61,84,145,historic_data_news_sentiment
2018-09-29,-0.0608005600925926,26,28,54,historic_data_news_sentiment
2018-09-30,-0.377635317025641,23,55,78,historic_data_news_sentiment
2018-10-01,-0.2316690187305389,64,103,167,historic_data_news_sentiment
2018-10-02,-0.1481895366031746,53,73,126,historic_data_news_sentiment
2018-10-03,-0.277999896575,56,104,160,historic_data_news_sentiment
2018-10-04,-0.1945175028219178,88,131,219,historic_data_news_sentiment
2018-10-05,-0.25614522978817733,76,127,203,historic_data_news_sentiment
2018-10-06,-0.2659938840555556,26,46,72,historic_data_news_sentiment
2018-10-07,-0.2590372705783132,30,53,83,historic_data_news_sentiment
2018-10-08,-0.17132743968817205,38,55,93,historic_data_news_sentiment
2018-10-09,-0.23833167553333331,62,103,165,historic_data_news_sentiment
2018-10-10,-0.037920940551724146,84,90,174,historic_data_news_sentiment
2018-10-11,-0.27118004805932205,87,149,236,historic_data_news_sentiment
2018-10-12,-0.08546580074857142,81,94,175,historic_data_news_sentiment
2018-10-13,0.046874460072463764,36,33,69,historic_data_news_sentiment
2018-10-14,-0.1458151072820513,33,45,78,historic_data_news_sentiment
2018-10-15,-0.32399774131000003,66,134,200,historic_data_news_sentiment
2018-10-16,-0.16663360208875738,70,99,169,historic_data_news_sentiment
2018-10-17,-0.058881516333333335,69,78,147,historic_data_news_sentiment
2018-10-18,-0.07502285776724138,54,62,116,historic_data_news_sentiment
2018-10-19,-0.3522042201928572,45,95,140,historic_data_news_sentiment
2018-10-20,-0.05078016475,23,25,48,historic_data_news_sentiment
2018-10-21,-0.26571641166666665,22,38,60,historic_data_news_sentiment
2018-10-22,-0.30735251221387283,59,114,173,historic_data_news_sentiment
2018-10-23,-0.12531710053548387,66,89,155,historic_data_news_sentiment
2018-10-24,-0.134824024721519,68,90,158,historic_data_news_sentiment
2018-10-25,-0.08249617475661375,88,101,189,historic_data_news_sentiment
2018-10-26,-0.13307602266285715,77,98,175,historic_data_news_sentiment
2018-10-27,-0.10206588701351352,34,40,74,historic_data_news_sentiment
2018-10-28,-0.00041662157692307506,26,26,52,historic_data_news_sentiment
2018-10-29,-0.08995442503723404,85,103,188,historic_data_news_sentiment
2018-10-30,-0.1524624347539267,80,111,191,historic_data_news_sentiment
2018-10-31,-0.12964156299009902,89,113,202,historic_data_news_sentiment
2018-11-01,-0.14932328888950278,77,104,181,historic_data_news_sentiment
2018-11-02,-0.27263318584713375,57,100,157,historic_data_news_sentiment
2018-11-03,-0.0818627675376344,42,51,93,historic_data_news_sentiment
2018-11-04,0.010774383086956526,47,45,92,historic_data_news_sentiment
2018-11-05,-0.14493196064141414,84,114,198,historic_data_news_sentiment
2018-11-06,-0.037762422813829785,91,97,188,historic_data_news_sentiment
2018-11-07,0.041127426729166666,76,68,144,historic_data_news_sentiment
2018-11-08,-0.27460980073248403,56,101,157,historic_data_news_sentiment
2018-11-09,-0.27399603097468356,57,101,158,historic_data_news_sentiment
2018-11-10,-0.19861203164179106,26,41,67,historic_data_news_sentiment
2018-11-11,-0.08036613839240507,37,42,79,historic_data_news_sentiment
2018-11-12,-0.10393544584328358,60,74,134,historic_data_news_sentiment
2018-11-13,-0.23348435540740742,62,100,162,historic_data_news_sentiment
2018-11-14,-0.20590518479245284,63,96,159,historic_data_news_sentiment
2018-11-15,-0.03786617862209302,83,89,172,historic_data_news_sentiment
2018-11-16,-0.04839323523076923,56,61,117,historic_data_news_sentiment
2018-11-17,0.0013479156545454618,27,28,55,historic_data_news_sentiment
2018-11-18,-0.009598159152777775,37,35,72,historic_data_news_sentiment
2018-11-19,-0.09153177702285716,78,97,175,historic_data_news_sentiment
2018-11-20,-0.2261325550845771,76,125,201,historic_data_news_sentiment
2018-11-21,-0.1270782113542601,97,126,223,historic_data_news_sentiment
2018-11-22,-0.11939817162711865,79,98,177,historic_data_news_sentiment
2018-11-23,-0.2293792706728972,41,66,107,historic_data_news_sentiment
2018-11-24,-0.16728777545714285,29,41,70,historic_data_news_sentiment
2018-11-25,-0.03797620741379311,27,31,58,historic_data_news_sentiment
2018-11-26,0.00866077587719298,85,86,171,historic_data_news_sentiment
2018-11-27,0.05348994635849057,85,74,159,historic_data_news_sentiment
2018-11-28,-0.09138184332352942,77,93,170,historic_data_news_sentiment
2018-11-29,0.030121558895,104,96,200,historic_data_news_sentiment
2018-11-30,-0.07481359056157635,93,110,203,historic_data_news_sentiment
2018-12-01,0.12703124872093022,49,37,86,historic_data_news_sentiment
2018-12-02,-0.14252497413888887,30,42,72,historic_data_news_sentiment
2018-12-03,-0.19022325746231156,79,120,199,historic_data_news_sentiment
2018-12-04,-0.08568730843975902,75,91,166,historic_data_news_sentiment
2018-12-05,0.02115350525114156,114,105,219,historic_data_news_sentiment
2018-12-06,-0.17292114166504854,85,121,206,historic_data_news_sentiment
2018-12-07,-0.18917027884999998,57,83,140,historic_data_news_sentiment
2018-12-08,-0.016716554538461534,32,33,65,historic_data_news_sentiment
2018-12-09,-0.1567394617638889,30,42,72,historic_data_news_sentiment
2018-12-10,-0.21184336143421054,88,140,228,historic_data_news_sentiment
2018-12-11,-0.27412630147668393,69,124,193,historic_data_news_sentiment
2018-12-12,0.055366405583333334,101,91,192,historic_data_news_sentiment
2018-12-13,-0.08604343304926107,92,111,203,historic_data_news_sentiment
2018-12-14,-0.04155171087078652,85,93,178,historic_data_news_sentiment
2018-12-15,-0.08017411256451613,28,34,62,historic_data_news_sentiment
2018-12-16,0.3208427327234043,31,16,47,historic_data_news_sentiment
2018-12-17,-0.2381947778807947,56,95,151,historic_data_news_sentiment
2018-12-18,-0.07394376340880503,73,86,159,historic_data_news_sentiment
2018-12-19,-0.18588660603703705,65,97,162,historic_data_news_sentiment
2018-12-20,-0.08160150784357542,82,97,179,historic_data_news_sentiment
2018-12-21,-0.12899326222560975,71,93,164,historic_data_news_sentiment
2018-12-22,0.003950359500000004,30,28,58,historic_data_news_sentiment
2018-12-23,-0.34503985119354835,20,42,62,historic_data_news_sentiment
2018-12-24,-0.01040990277005348,95,92,187,historic_data_news_sentiment
2018-12-25,-0.29215233417391306,33,59,92,historic_data_news_sentiment
2018-12-26,-0.19410981983333334,67,101,168,historic_data_news_sentiment
2019-01-01,0.14658698071232878,85,61,146,historic_data_news_sentiment
2019-01-02,-0.12190901551923077,68,88,156,historic_data_news_sentiment
2019-01-03,-0.10185749829999999,73,87,160,historic_data_news_sentiment
2019-01-04,-0.17202190926035504,70,99,169,historic_data_news_sentiment
2019-01-05,-0.15139615840677967,25,34,59,historic_data_news_sentiment
2019-01-06,-0.041495608428571425,34,36,70,historic_data_news_sentiment
2019-01-07,-0.09127023947311827,84,102,186,historic_data_news_sentiment
2019-01-08,-0.12314670305263158,74,97,171,historic_data_news_sentiment
2019-01-09,-0.17658636085185184,67,95,162,historic_data_news_sentiment
2019-01-10,-0.029016175274509802,75,78,153,historic_data_news_sentiment
2019-01-11,-0.10841032489583334,64,80,144,historic_data_news_sentiment
2019-01-12,-0.0013400390208333317,23,25,48,historic_data_news_sentiment
2019-01-13,0.08357753132394366,38,33,71,historic_data_news_sentiment
2019-01-14,-0.13533664349404761,73,95,168,historic_data_news_sentiment
2019-01-15,-0.061213226328431375,96,108,204,historic_data_news_sentiment
2019-01-16,-0.11581483826923077,69,87,156,historic_data_news_sentiment
2019-01-17,-0.05042438452906977,83,89,172,historic_data_news_sentiment
2019-01-18,-0.025521985100719423,68,71,139,historic_data_news_sentiment
2019-01-19,0.07014536103797468,44,35,79,historic_data_news_sentiment
2019-01-20,0.18196254757894736,35,22,57,historic_data_news_sentiment
2019-01-21,-0.18236013423809525,42,63,105,historic_data_news_sentiment
2019-01-22,0.08195560949079754,90,73,163,historic_data_news_sentiment
2019-01-23,0.0989573580225564,73,60,133,historic_data_news_sentiment
2019-01-24,-0.19313612860583942,54,83,137,historic_data_news_sentiment
2019-01-25,0.09974990120833332,80,64,144,historic_data_news_sentiment
2019-01-26,-0.28187508071698114,19,34,53,historic_data_news_sentiment
2019-01-27,-0.07979078631914893,21,26,47,historic_data_news_sentiment
2019-01-28,-0.1326147344375,49,63,112,historic_data_news_sentiment
2019-01-29,-0.12262555779104478,59,75,134,historic_data_news_sentiment
2019-01-30,-0.2313716194888889,50,85,135,historic_data_news_sentiment
2019-01-31,-0.08799339989781021,63,74,137,historic_data_news_sentiment
2019-02-01,-0.064639656902834,114,133,247,historic_data_news_sentiment
2019-02-02,-0.20462612179746836,31,48,79,historic_data_news_sentiment
2019-02-03,-0.011263023981481483,27,27,54,historic_data_news_sentiment
2019-02-04,-0.1192788505,56,72,128,historic_data_news_sentiment
2019-02-05,-0.17554630712500002,46,66,112,historic_data_news_sentiment
2019-02-06,-0.14616207778472223,60,84,144,historic_data_news_sentiment
2019-02-07,-0.10756043761578947,85,105,190,historic_data_news_sentiment
2019-02-08,-0.19040565945652171,56,82,138,historic_data_news_sentiment
2019-02-09,-0.09493620087234042,21,26,47,historic_data_news_sentiment
2019-02-10,0.15132515157894738,32,25,57,historic_data_news_sentiment
2019-02-11,-0.11506444395522387,58,76,134,historic_data_news_sentiment
2019-02-12,-0.1265780307,58,72,130,historic_data_news_sentiment
2019-02-13,-0.268958453656,45,80,125,historic_data_news_sentiment
2019-02-14,-0.05341844587804878,59,64,123,historic_data_news_sentiment
2019-02-15,-0.21778095665,39,61,100,historic_data_news_sentiment
2019-02-16,0.08755084411111111,25,20,45,historic_data_news_sentiment
2019-02-17,-0.11223411898076924,23,29,52,historic_data_news_sentiment
2019-02-18,-0.02352705381884058,68,70,138,historic_data_news_sentiment
2019-02-19,0.02137612712195122,64,59,123,historic_data_news_sentiment
2019-02-20,0.12821524345,68,52,120,historic_data_news_sentiment
2019-02-21,0.012971264863636358,66,66,132,historic_data_news_sentiment
2019-02-22,-0.13593708574166669,50,70,120,historic_data_news_sentiment
2019-02-23,0.3512989757826087,47,22,69,historic_data_news_sentiment
2019-02-24,0.11597769372727273,31,24,55,historic_data_news_sentiment
2019-02-25,-0.06345865998181818,52,58,110,historic_data_news_sentiment
2019-02-26,0.09452338498165137,60,49,109,historic_data_news_sentiment
2019-02-27,-0.06887475685840708,52,61,113,historic_data_news_sentiment
2019-02-28,-0.008953330689873413,78,80,158,historic_data_news_sentiment
2019-03-01,-0.08297906017482518,66,77,143,historic_data_news_sentiment
2019-03-02,-0.05803923677586207,28,30,58,historic_data_news_sentiment
2019-03-03,0.22995621607142858,18,10,28,historic_data_news_sentiment
2019-03-04,-0.31627810361445785,27,56,83,historic_data_news_sentiment
2019-03-05,-0.11681459379761903,74,94,168,historic_data_news_sentiment
2019-03-06,0.10844983150364963,77,60,137,historic_data_news_sentiment
2019-03-07,-0.07955058432743363,52,61,113,historic_data_news_sentiment
2019-03-08,-0.04864322192857142,59,67,126,historic_data_news_sentiment
2019-03-09,-0.1084694600338983,26,33,59,historic_data_news_sentiment
2019-03-10,0.12910974025,21,15,36,historic_data_news_sentiment
2019-03-11,-0.09729789795522388,60,74,134,historic_data_news_sentiment
2019-03-12,-0.09321611652857142,64,76,140,historic_data_news_sentiment
2019-03-13,-0.08704986174074074,61,74,135,historic_data_news_sentiment
2019-03-14,-0.10650839085714287,65,75,140,historic_data_news_sentiment
2019-03-15,-0.06765045099999999,56,66,122,historic_data_news_sentiment
2019-03-16,0.07725757727083334,26,22,48,historic_data_news_sentiment
2019-03-17,-0.11869669975471697,24,29,53,historic_data_news_sentiment
2019-03-18,-0.16477477499166668,49,71,120,historic_data_news_sentiment
2019-03-19,-0.05235567540833333,57,63,120,historic_data_news_sentiment
2019-03-20,-0.14801500011570248,51,70,121,historic_data_news_sentiment
2019-03-21,-0.1391193622051282,17,22,39,historic_data_news_sentiment
2019-03-22,-0.12206971177192982,51,63,114,historic_data_news_sentiment
