date,nifty_pe,nifty_pb,nifty_dividend_yield,nifty_close,nifty_eps,source,source_file
1999-03-10,14.35,2.55,1.46,1078.85,75.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-03-11,14.09,2.51,1.48,1059.6,75.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-03-12,14.26,2.54,1.37,1072.65,75.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-03-15,14.28,2.54,1.37,1073.95,75.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-03-16,14.0,2.49,1.39,1053.15,75.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-03-17,14.1,2.51,1.51,1060.65,75.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-03-18,14.29,2.54,1.49,1074.6,75.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-03-19,14.13,2.52,1.5,1062.9,75.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-03-20,14.1,2.51,1.5,1060.35,75.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-03-22,14.13,2.52,1.5,1063.0,75.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-03-23,14.27,2.54,1.49,1072.95,75.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-03-24,14.13,2.51,1.51,1062.8,75.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-03-25,14.03,2.5,1.52,1054.9,75.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-03-26,13.85,2.46,1.53,1041.25,75.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-03-30,14.02,2.5,1.51,1054.6,75.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-03-31,16.53,2.84,1.48,1078.05,65.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-04-01,16.31,2.8,1.5,1063.45,65.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-04-05,15.51,2.66,1.56,1011.4,65.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-04-06,15.71,2.7,1.54,1024.2,65.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-04-07,15.81,2.72,1.54,1031.05,65.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-04-08,15.65,2.69,1.55,1020.35,65.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-04-09,15.24,2.62,1.6,993.4,65.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-04-12,15.31,2.63,1.59,998.2,65.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-04-13,15.25,2.62,1.59,994.25,65.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-04-15,14.87,2.56,1.63,968.6,65.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-04-16,16.04,2.76,1.38,1044.45,65.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-04-17,14.85,2.55,1.49,966.95,65.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-04-19,15.26,2.62,1.45,993.9,65.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-04-20,15.29,2.63,1.45,995.4,65.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-04-21,15.31,2.63,1.45,996.65,65.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
1999-04-22,15.08,2.59,1.47,981.65,65.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
