date,nifty_pe,nifty_pb,nifty_dividend_yield,nifty_close,nifty_eps,source,source_file
2005-05-11,13.76,3.72,2.03,1985.95,144.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-05-12,13.81,3.73,2.03,1993.15,144.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-05-13,13.78,3.72,2.03,1988.3,144.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-05-16,13.97,3.77,2.04,2012.6,144.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-05-17,13.8,3.73,2.06,1990.8,144.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-05-18,13.74,3.72,2.07,1982.75,144.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-05-19,13.74,3.73,2.06,1990.85,145.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-05-20,13.73,3.73,2.06,1992.4,145.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-05-23,13.88,3.77,2.04,2013.9,145.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-05-24,13.98,3.8,2.02,2028.6,145.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-05-25,13.75,3.83,2.01,2043.85,149.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-05-26,13.95,3.89,1.98,2074.7,149.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-05-27,13.97,3.89,1.98,2076.4,149.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-05-30,13.86,3.88,1.99,2072.4,150.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-05-31,13.94,3.91,1.97,2087.55,150.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-01,13.93,3.91,1.97,2087.55,150.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-02,13.77,3.87,1.99,2064.65,150.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-03,13.97,3.93,1.96,2094.25,150.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-04,13.96,3.92,1.97,2092.35,150.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-06,13.96,3.92,1.65,2092.8,150.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-07,14.0,3.93,1.65,2098.15,150.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-08,14.09,3.96,1.64,2112.4,150.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-09,13.97,3.94,1.64,2103.2,151.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-10,13.89,3.92,1.65,2090.6,151.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-13,13.9,3.79,1.61,2102.75,151.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-14,13.96,3.81,1.6,2112.35,151.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-15,14.07,3.84,1.59,2128.65,151.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-16,14.04,3.83,1.59,2123.7,151.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-17,14.04,3.83,1.59,2123.4,151.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-20,13.82,3.87,1.58,2144.35,155.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-21,13.99,3.92,1.56,2170.0,155.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-22,14.1,3.95,1.55,2187.35,155.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-23,14.08,3.94,1.55,2183.85,155.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-24,14.14,3.96,1.54,2194.35,155.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-27,14.18,3.94,1.57,2199.8,155.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-28,13.99,3.89,1.59,2169.85,155.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-29,14.13,3.93,1.57,2191.65,155.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-06-30,14.31,3.98,1.55,2220.6,155.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-01,14.26,3.96,1.56,2211.9,155.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-04,14.38,3.91,1.63,2230.65,155.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-05,14.25,3.88,1.64,2210.75,155.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-06,14.36,3.91,1.63,2228.2,155.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-07,14.05,3.82,1.67,2179.4,155.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-08,14.16,3.85,1.66,2196.2,155.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-11,14.3,3.84,1.65,2218.85,155.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-12,14.29,3.84,1.65,2220.8,155.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-13,14.17,3.81,1.66,2204.05,156.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-14,14.04,3.78,1.68,2185.1,156.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-15,14.21,3.83,1.65,2212.55,156.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-18,14.31,3.86,1.64,2234.0,156.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-19,14.33,3.87,1.64,2237.3,156.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-20,14.36,3.87,1.64,2241.9,156.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-21,14.27,3.85,1.65,2230.5,156.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-22,14.47,3.91,1.62,2265.6,157.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-25,14.62,3.82,1.63,2291.75,157.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-26,14.58,3.84,1.62,2303.15,158.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-27,14.69,3.87,1.61,2319.1,158.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-07-29,14.1,3.86,1.62,2312.3,164.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-01,14.36,3.87,1.61,2318.05,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-02,14.58,3.92,1.59,2353.65,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-03,14.6,3.93,1.59,2357.0,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-04,14.67,3.95,1.58,2367.8,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-05,14.63,3.94,1.58,2361.2,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-08,14.4,3.87,1.61,2324.4,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-09,14.36,3.86,1.62,2318.7,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-10,14.62,3.93,1.59,2360.15,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-11,14.75,3.96,1.57,2380.9,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-12,14.63,3.93,1.59,2361.55,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-16,14.68,3.95,1.58,2369.8,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-17,14.89,3.92,1.58,2403.15,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-18,14.8,3.89,1.59,2388.45,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-19,14.77,3.89,1.59,2383.45,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-22,14.67,3.86,1.61,2367.85,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-23,14.41,3.79,1.64,2326.1,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-24,14.39,3.78,1.64,2322.5,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-25,14.58,3.84,1.62,2354.55,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-26,14.6,3.84,1.61,2357.05,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-29,14.48,3.81,1.63,2337.65,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-30,14.67,3.86,1.61,2367.75,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-08-31,14.78,3.89,1.59,2384.65,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-01,14.92,3.92,1.58,2405.75,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-02,14.98,3.94,1.57,2415.8,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-05,15.02,3.93,1.55,2422.95,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-06,15.06,3.94,1.55,2428.65,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-08,15.22,3.98,1.53,2454.45,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-09,15.23,3.98,1.53,2455.45,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-12,15.41,4.03,1.51,2484.15,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-13,15.51,4.05,1.5,2500.35,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-14,15.46,4.04,1.51,2492.45,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-15,15.66,4.09,1.49,2523.95,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-16,15.83,4.14,1.47,2552.35,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-19,15.92,4.07,1.57,2567.1,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-20,15.99,4.09,1.56,2578.0,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-21,15.93,4.07,1.57,2567.3,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-22,15.36,3.93,1.63,2476.5,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-23,15.37,3.93,1.63,2477.75,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-26,15.88,3.94,1.73,2557.35,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-27,15.99,3.97,1.72,2574.85,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-28,16.13,4.0,1.7,2598.05,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-29,16.21,4.03,1.69,2611.2,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-09-30,16.15,4.01,1.7,2601.4,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-03,16.33,4.06,1.68,2630.05,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-04,16.54,4.11,1.66,2663.35,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-05,16.42,4.08,1.67,2644.4,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-06,16.02,3.98,1.71,2579.15,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-07,15.99,3.97,1.72,2574.05,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-10,15.94,3.96,1.72,2566.85,161.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-11,16.0,3.99,1.71,2589.55,162.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-13,15.67,3.91,1.74,2537.3,162.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-14,15.3,3.83,1.78,2484.4,162.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-17,15.27,3.8,1.78,2485.15,163.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-18,15.17,3.78,1.79,2468.2,163.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-19,14.81,3.69,1.83,2412.45,163.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-20,14.69,3.67,1.85,2395.45,163.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-21,15.02,3.74,1.81,2443.75,163.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-24,14.72,3.67,1.85,2394.85,163.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-25,14.81,3.7,1.83,2418.2,163.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-26,14.58,3.69,1.84,2408.5,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-27,14.01,3.6,1.88,2352.9,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-28,13.74,3.55,1.91,2316.05,169.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-10-31,14.23,3.63,1.87,2370.95,167.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-01,14.32,3.65,1.85,2386.75,167.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-02,14.52,3.7,1.83,2419.05,167.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-07,14.77,3.77,1.8,2461.6,167.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-08,14.96,3.82,1.78,2492.65,167.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-09,14.94,3.81,1.78,2489.1,167.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-10,15.01,3.83,1.77,2500.7,167.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-11,15.29,3.9,1.74,2548.65,167.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-14,15.36,3.92,1.73,2558.7,167.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-16,15.5,3.96,1.71,2582.75,167.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-17,15.63,3.99,1.7,2603.95,167.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-18,15.73,4.01,1.69,2620.05,167.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-21,15.65,3.99,1.7,2602.5,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-22,15.47,3.95,1.72,2572.85,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-23,15.68,4.0,1.69,2608.6,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-24,15.84,4.04,1.68,2635.0,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-25,16.02,4.09,1.66,2664.3,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-26,16.13,4.12,1.65,2683.45,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-28,16.31,4.15,1.64,2712.0,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-29,16.22,4.13,1.65,2698.3,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-11-30,15.95,4.06,1.68,2652.25,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-01,16.23,4.13,1.65,2698.95,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-02,16.22,4.13,1.65,2697.95,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-05,16.0,4.08,1.68,2660.5,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-06,16.01,4.08,1.68,2662.3,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-07,16.2,4.13,1.66,2693.0,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-08,16.28,4.15,1.65,2706.7,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-09,16.58,4.22,1.62,2756.45,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-12,16.7,4.25,1.61,2776.2,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-13,16.91,4.31,1.59,2812.3,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-14,16.87,4.3,1.59,2804.55,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-15,16.71,4.26,1.61,2778.55,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-16,16.9,4.3,1.59,2810.15,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-19,17.2,4.38,1.56,2842.6,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-20,17.1,4.35,1.57,2826.2,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-21,17.08,4.35,1.57,2822.9,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-22,17.15,4.37,1.56,2835.25,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-23,16.97,4.32,1.58,2804.85,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-26,16.64,4.24,1.61,2749.6,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-27,16.98,4.32,1.58,2805.9,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-28,16.91,4.31,1.59,2794.05,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-29,17.07,4.35,1.57,2821.95,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2005-12-30,17.16,4.37,1.56,2836.55,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-02,17.16,4.37,1.56,2835.95,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-03,17.45,4.44,1.54,2883.35,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-04,17.58,4.48,1.53,2904.4,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-05,17.55,4.47,1.53,2899.85,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-06,17.64,4.49,1.52,2914.0,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-09,17.62,4.49,1.52,2910.1,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-10,17.37,4.43,1.54,2870.8,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-12,17.28,4.4,1.55,2850.7,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-13,17.25,4.4,1.55,2850.55,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-16,17.14,4.37,1.56,2833.1,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-17,17.12,4.36,1.57,2829.1,165.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-18,16.53,4.24,1.61,2809.2,170.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-19,16.87,4.33,1.58,2870.85,170.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-20,16.91,4.38,1.56,2900.95,172.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-23,16.83,4.35,1.57,2884.05,171.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-24,16.86,4.39,1.56,2908.0,172.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-25,17.02,4.44,1.54,2940.35,173.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-27,17.42,4.5,1.52,2982.75,171.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-30,17.91,4.49,1.52,2974.5,166.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-01-31,17.9,4.53,1.51,3001.1,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-01,17.73,4.49,1.52,2971.55,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-02,17.7,4.48,1.53,2967.45,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-03,17.54,4.44,1.54,2940.6,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-06,17.9,4.53,1.51,3000.45,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-07,18.02,4.56,1.5,3020.1,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-08,17.95,4.54,1.5,3008.95,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-10,18.03,4.57,1.49,3027.55,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-13,18.11,4.59,1.49,3041.15,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-14,17.93,4.56,1.5,3017.55,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-15,17.96,4.56,1.5,3022.2,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-16,17.95,4.56,1.5,3021.6,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-17,17.71,4.5,1.52,2981.5,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-20,17.86,4.54,1.51,3005.85,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-21,18.03,4.58,1.49,3035.5,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-22,18.13,4.61,1.48,3050.8,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-23,18.19,4.62,1.48,3062.1,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-24,18.12,4.61,1.48,3050.05,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-27,18.22,4.63,1.48,3067.45,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
2006-02-28,18.27,4.64,1.47,3074.7,168.0,nse_historic_data_pe_pb_div,NIFTY 50_Historical_PE_PB_DIV.csv
