symbol,bse_symbol,company_name,source
RVTH,RVTH,Revathi Equipment India Limited,historic_data_archive7
RAILTEL,RAILTEL,Railtel Corporation Of India Limited,historic_data_archive7
PPLPHARMA,PPLPHARMA,Piramal Pharma Limited,historic_data_archive7
FAIRCHEMOR,FAIRCHEMOR,Fairchem Organics Limited,historic_data_archive7
NURECA,NURECA,Nureca Limited,historic_data_archive7
INNOVACAP,INNOVACAP,Innova Captab Limited,historic_data_archive7
SYRMA,SYRMA,Syrma SGS Technology Limited,historic_data_archive7
WAKEFIT,WAKEFIT,Wakefit Innovations Limited,historic_data_archive7
HMAAGRO,HMAAGRO,HMA Agro Industries Limited,historic_data_archive7
BTML,BTML,Bodhi Tree Multimedia Limited,historic_data_archive7
TARC,TARC,TARC Limited,historic_data_archive7
NPST,NPST,Network People Services Technologies Limited,historic_data_archive7
DEEPINDS,DEEPINDS,Deep Industries Limited,historic_data_archive7
MOTISONS,MOTISONS,Motisons Jewellers Limited,historic_data_archive7
MSUMI,MSUMI,Motherson Sumi Wiring India Limited,historic_data_archive7
MARKOLINES,MARKOLINES,Markolines Pavement Technologies Limited,historic_data_archive7
LEMERITE,NAN,Le Merite Exports Limited,historic_data_archive7
EPACK,EPACK,EPACK Durable Limited,historic_data_archive7
EXXARO,EXXARO,Exxaro Tiles Limited,historic_data_archive7
KRISHIVAL,KRISHIVAL,Krishival Foods Limited,historic_data_archive7
UMAEXPORTS,UMAEXPORTS,Uma Exports Limited,historic_data_archive7
TATVA,TATVA,Tatva Chintan Pharma Chem Limited,historic_data_archive7
HPAL,HPAL,HP Adhesives Limited,historic_data_archive7
ALLTIME,ALLTIME,All Time Plastics Limited,historic_data_archive7
WINDLAS,WINDLAS,Windlas Biotech Limited,historic_data_archive7
ARIS,ARIS,Arisinfra Solutions Limited,historic_data_archive7
FABTECH,FABTECH,Fabtech Technologies Limited,historic_data_archive7
MOBIKWIK,MOBIKWIK,One Mobikwik Systems Limited,historic_data_archive7
TRACXN,TRACXN,Tracxn Technologies Limited,historic_data_archive7
GROWW,GROWW,Billionbrains Garage Ventures Limited,historic_data_archive7
DDEVPLSTIK,DDEVPLSTIK,Ddev Plastiks Industries Limited,historic_data_archive7
IXIGO,IXIGO,Le Travenues Technology Limited,historic_data_archive7
PRABHA,PRABHA,Prabha Energy Limited,historic_data_archive7
DBOL,DBOL,Dhampur Bio Organics Limited,historic_data_archive7
LATENTVIEW,LATENTVIEW,Latent View Analytics Limited,historic_data_archive7
CAPILLARY,CAPILLARY,Capillary Technologies India Limited,historic_data_archive7
PLAZACABLE,PLAZACABLE,Plaza Wires Limited,historic_data_archive7
AEGISVOPAK,AEGISVOPAK,Aegis Vopak Terminals Limited,historic_data_archive7
VERANDA,VERANDA,Veranda Learning Solutions Limited,historic_data_archive7
DATAPATTNS,DATAPATTNS,Data Patterns (India) Limited,historic_data_archive7
KOTYARK,KOTYARK,Kotyark Industries Limited,historic_data_archive7
RPTECH,RPTECH,Rashi Peripherals Limited,historic_data_archive7
LICI,LICI,Life Insurance Corporation Of India,historic_data_archive7
HONASA,HONASA,Honasa Consumer Limited,historic_data_archive7
KRISHNADEF,NAN,Krishna Defence And Allied Industries Limited,historic_data_archive7
JSLL,JSLL,Jeena Sikho Lifecare Limited,historic_data_archive7
VENUSPIPES,VENUSPIPES,Venus Pipes & Tubes Limited,historic_data_archive7
NRL,NAN,Nupur Recyclers Limited,historic_data_archive7
YATHARTH,YATHARTH,Yatharth Hospital & Trauma Care Services Limited,historic_data_archive7
SANATHAN,SANATHAN,Sanathan Textiles Limited,historic_data_archive7
YATRA,YATRA,Yatra Online Limited,historic_data_archive7
DREAMFOLKS,DREAMFOLKS,Dreamfolks Services Limited,historic_data_archive7
GSLSU,GSLSU,Global Surfaces Limited,historic_data_archive7
HARSHA,HARSHA,Harsha Engineers International Limited,historic_data_archive7
GARUDA,GARUDA,Garuda Construction and Engineering Limited,historic_data_archive7
VALIANTLAB,VALIANTLAB,Valiant Laboratories Limited,historic_data_archive7
MWL,NAN,Mangalam Worldwide Limited,historic_data_archive7
BLUEJET,BLUEJET,Blue Jet Healthcare Limited,historic_data_archive7
EUREKAFORB,EUREKAFORB,Eureka Forbes Limited,historic_data_archive7
SIGNPOST,SIGNPOST,Signpost India Limited,historic_data_archive7
RHETAN,RHETAN,Rhetan TMT Limited,historic_data_archive7
DCXINDIA,DCXINDIA,DCX Systems Limited,historic_data_archive7
MVGJL,MVGJL,Manoj Vaibhav Gems N Jewellers Limited,historic_data_archive7
KNAGRI,NAN,KN Agri Resources Limited,historic_data_archive7
BAJEL,BAJEL,Bajel Projects Limited,historic_data_archive7
MODIS,MODIS,Modis Navnirman Limited,historic_data_archive7
VITAL,NAN,Vital Chemtech Limited,historic_data_archive7
GOPAL,GOPAL,Gopal Snacks Limited,historic_data_archive7
AVALON,AVALON,Avalon Technologies Limited,historic_data_archive7
ATHERENERG,ATHERENERG,Ather Energy Limited,historic_data_archive7
INA,INA,Insolation Energy Limited,historic_data_archive7
EIEL,EIEL,Enviro Infra Engineers Limited,historic_data_archive7
CELLO,CELLO,Cello World Limited,historic_data_archive7
IKIO,IKIO,IKIO Technologies Limited,historic_data_archive7
PWL,PWL,Physicswallah Limited,historic_data_archive7
TIPSFILMS,TIPSFILMS,Tips Films Limited,historic_data_archive7
AARTIPHARM,AARTIPHARM,Aarti Pharmalabs Limited,historic_data_archive7
QUADFUTURE,QUADFUTURE,Quadrant Future Tek Limited,historic_data_archive7
OLAELEC,OLAELEC,Ola Electric Mobility Limited,historic_data_archive7
REDTAPE,REDTAPE,Redtape Limited,historic_data_archive7
SETL,SETL,Standard Engineering Technology Limited,historic_data_archive7
JGCHEM,JGCHEM,J.G.Chemicals Limited,historic_data_archive7
REGAAL,REGAAL,Regaal Resources Limited,historic_data_archive7
PYRAMID,PYRAMID,Pyramid Technoplast Limited,historic_data_archive7
EPACKPEB,EPACKPEB,EPack Prefab Technologies Limited,historic_data_archive7
TRUALT,TRUALT,TruAlt Bioenergy Limited,historic_data_archive7
USK,USK,Udayshivakumar Infra Limited,historic_data_archive7
RISHABH,RISHABH,Rishabh Instruments Limited,historic_data_archive7
BLAL,BLAL,BEML Land Assets Limited,historic_data_archive7
SMARTWORKS,SMARTWORKS,Smartworks Coworking Spaces Limited,historic_data_archive7
BLSE,BLSE,BLS E-Services Limited,historic_data_archive7
ATL,ATL,Allcargo Terminals Limited,historic_data_archive7
NSLNISP,NSLNISP,NMDC Steel Limited,historic_data_archive7
RKSWAMY,RKSWAMY,R K Swamy Limited,historic_data_archive7
NETWEB,NETWEB,Netweb Technologies India Limited,historic_data_archive7
TREL,TREL,Transindia Real Estate Limited,historic_data_archive7
KROSS,KROSS,Kross Limited,historic_data_archive7
BAJAJINDEF,BAJAJINDEF,Indef Manufacturing Limited,historic_data_archive7
JNKINDIA,JNKINDIA,JNK India Limited,historic_data_archive7
DSFCL,DSFCL,DCM Shriram Fine Chemicals Limited,historic_data_archive7
ROSSTECH,ROSSTECH,Rossell Techsys Limited,historic_data_archive7
NTPCGREEN,NTPCGREEN,NTPC Green Energy Limited,historic_data_archive7
DBEIL,DBEIL,Deepak Builders & Engineers India Limited,historic_data_archive7
DCMSIL,DCMSIL,DCM Shriram International Limited,historic_data_archive7
EMSLIMITED,EMSLIMITED,EMS Limited,historic_data_archive7
CPEDU,CPEDU,Career Point Edutech Limited,historic_data_archive7
GAUDIUMIVF,GAUDIUMIVF,Gaudium IVF and Women Health Limited,historic_data_archive7
GHCLTEXTIL,GHCLTEXTIL,GHCL Textiles Limited,historic_data_archive7
SCILAL,SCILAL,Shipping Corporation of India Land and Assets Limited,historic_data_archive7
RBZJEWEL,RBZJEWEL,RBZ Jewellers Limited,historic_data_archive7
OCCLLTD,OCCLLTD,OCCL Limited,historic_data_archive7
MEIL,MEIL,Mangal Electrical Industries Limited,historic_data_archive7
ORIENTTECH,ORIENTTECH,Orient Technologies Limited,historic_data_archive7
SSDL,SSDL,Saraswati Saree Depot Limited,historic_data_archive7
DIGIDRIVE,DIGIDRIVE,Digidrive Distributors Limited,historic_data_archive7
PLATIND,PLATIND,Platinum Industries Limited,historic_data_archive7
KRN,KRN,KRN Heat Exchanger and Refrigeration Limited,historic_data_archive7
SUNCLAY,SUNCLAY,Sundaram Clayton Limited,historic_data_archive7
IGIL,IGIL,International Gemmological Institute (India) Limited,historic_data_archive7
KRYSTAL,KRYSTAL,Krystal Integrated Services Limited,historic_data_archive7
SUDEEPPHRM,SUDEEPPHRM,Sudeep Pharma Limited,historic_data_archive7
ARKADE,ARKADE,Arkade Developers Limited,historic_data_archive7
VSTL,VSTL,Vibhor Steel Tubes Limited,historic_data_archive7
DENTA,DENTA,Denta Water and Infra Solutions Limited,historic_data_archive7
SRM,SRM,SRM Contractors Limited,historic_data_archive7
PATELRMART,PATELRMART,Patel Retail Limited,historic_data_archive7
SENORES,SENORES,Senores Pharmaceuticals Limited,historic_data_archive7
GALAPREC,GALAPREC,Gala Precision Engineering Limited,historic_data_archive7
TOLINS,TOLINS,Tolins Tyres Limited,historic_data_archive7
STALLION,STALLION,Stallion India Fluorochemicals Limited,historic_data_archive7
BALAJEE,BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,historic_data_archive7
VRAJ,VRAJ,Vraj Iron and Steel Limited,historic_data_archive7
PACEDIGITK,PACEDIGITK,Pace Digitek Limited,historic_data_archive7
CRIZAC,CRIZAC,Crizac Limited,historic_data_archive7
QPOWER,QPOWER,Quality Power Electrical Equipments Limited,historic_data_archive7
VMSTMT,VMSTMT,VMS TMT Limited,historic_data_archive7
CHEMBONDCH,CHEMBONDCH,Chembond Chemicals Limited,historic_data_archive7
MAMATA,MAMATA,Mamata Machinery Limited,historic_data_archive7
GLOTTIS,GLOTTIS,Glottis Limited,historic_data_archive7
SOLARWORLD,SOLARWORLD,Solarworld Energy Solutions Limited,historic_data_archive7
UNIMECH,UNIMECH,Unimech Aerospace and Manufacturing Limited,historic_data_archive7
BLUSPRING,BLUSPRING,Bluspring Enterprises Limited,historic_data_archive7
DIGITIDE,DIGITIDE,Digitide Solutions Limited,historic_data_archive7
OMNI,OMNI,Omnitech Engineering Limited,historic_data_archive7
BLACKBUCK,BLACKBUCK,BLACKBUCK LIMITED,historic_data_archive7
SANOFICONR,SANOFICONR,Sanofi Consumer Healthcare India Limited,historic_data_archive7
GLOBALE,GLOBALE,Globale Tessile Limited,historic_data_archive7
MFML,MFML,Mahalaxmi Fabric Mills Limited,historic_data_archive7
GKSL,GKSL,Gujarat Kidney And Super Speciality Limited,historic_data_archive7
GLOBECIVIL,GLOBECIVIL,Globe Civil Projects Limited,historic_data_archive7
HYUNDAI,HYUNDAI,Hyundai Motor India Limited,historic_data_archive7
CARRARO,CARRARO,Carraro India Limited,historic_data_archive7
LOTUSDEV,LOTUSDEV,Sri Lotus Developers and Realty Limited,historic_data_archive7
MEESHO,MEESHO,Meesho Limited,historic_data_archive7
DEVX,DEVX,Dev Accelerator Limited,historic_data_archive7
SAGILITY,SAGILITY,SAGILITY LIMITED,historic_data_archive7
LAXMIDENTL,LAXMIDENTL,Laxmi Dental Limited,historic_data_archive7
MIDWESTLTD,MIDWESTLTD,Midwest Limited,historic_data_archive7
AHCL,AHCL,Anlon Healthcare Limited,historic_data_archive7
JAINREC,JAINREC,Jain Resource Recycling Limited,historic_data_archive7
ATLANTAELE,ATLANTAELE,Atlanta Electricals Limited,historic_data_archive7
ATUL,ATUL,Atul Limited,historic_data_archive7
WSI,WSI,W S Industries (I) Limited,historic_data_archive7
M&M,M&M,Mahindra & Mahindra Limited,historic_data_archive7
GRANULES,GRANULES,Granules India Limited,historic_data_archive7
AFCONS,AFCONS,Afcons Infrastructure Limited,historic_data_archive7
HLVLTD,HLVLTD,HLV LIMITED,historic_data_archive7
CHOICEIN,CHOICEIN,Choice International Limited,historic_data_archive7
GODREJCP,GODREJCP,Godrej Consumer Products Limited,historic_data_archive7
ADSL,ADSL,Allied Digital Services Limited,historic_data_archive7
MRPL,MRPL,Mangalore Refinery and Petrochemicals Limited,historic_data_archive7
SMCGLOBAL,SMCGLOBAL,SMC Global Securities Limited,historic_data_archive7
TRAVELFOOD,TRAVELFOOD,Travel Food Services Limited,historic_data_archive7
TVSHLTD,TVSHLTD,TVS Holdings Limited,historic_data_archive7
3PLAND,3PLAND,3P Land Holdings Limited,historic_data_archive7
SELMC,SELMC,SEL Manufacturing Company Limited,historic_data_archive7
RPGLIFE,RPGLIFE,RPG Life Sciences Limited,historic_data_archive7
ANKITMETAL,ANKITMETAL,Ankit Metal & Power Limited,historic_data_archive7
HITECH,HITECH,Hi-Tech Pipes Limited,historic_data_archive7
TNPL,TNPL,Tamil Nadu Newsprint & Papers Limited,historic_data_archive7
WANBURY,WANBURY,Wanbury Limited,historic_data_archive7
SUNDARAM,SUNDARAM,Sundaram Multi Pap Limited,historic_data_archive7
AWFIS,AWFIS,Awfis Space Solutions Limited,historic_data_archive7
SCI,SCI,Shipping Corporation Of India Limited,historic_data_archive7
ARMANFIN,ARMANFIN,Arman Financial Services Limited,historic_data_archive7
BPL,BPL,BPL Limited,historic_data_archive7
MINDTECK,MINDTECK,Mindteck (India) Limited,historic_data_archive7
CONCOR,CONCOR,Container Corporation of India Limited,historic_data_archive7
63MOONS,63MOONS,63 moons technologies limited,historic_data_archive7
PAUSHAKLTD,PAUSHAKLTD,Paushak Limited,historic_data_archive7
PDSL,PDSL,PDS Limited,historic_data_archive7
MHLXMIRU,MHLXMIRU,Mahalaxmi Rubtech Limited,historic_data_archive7
LAMBODHARA,LAMBODHARA,Lambodhara Textiles Limited,historic_data_archive7
METROPOLIS,METROPOLIS,Metropolis Healthcare Limited,historic_data_archive7
SIKKO,NAN,Sikko Industries Limited,historic_data_archive7
GNFC,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,historic_data_archive7
SAIL,SAIL,Steel Authority of India Limited,historic_data_archive7
LICHSGFIN,LICHSGFIN,LIC Housing Finance Limited,historic_data_archive7
IKS,IKS,Inventurus Knowledge Solutions Limited,historic_data_archive7
HALDER,HALDER,Halder Venture Limited,historic_data_archive7
APCOTEXIND,APCOTEXIND,Apcotex Industries Limited,historic_data_archive7
BAGFILMS,BAGFILMS,B.A.G Films and Media Limited,historic_data_archive7
VARDHACRLC,NAN,Vardhman Acrylics Limited,historic_data_archive7
ABB,ABB,ABB India Limited,historic_data_archive7
CURAA,CURAA,Cura Technologies Limited,historic_data_archive7
NARMADA,NARMADA,Narmada Agrobase Limited,historic_data_archive7
BAJAJHLDNG,BAJAJHLDNG,Bajaj Holdings & Investment Limited,historic_data_archive7
NUVOCO,NUVOCO,Nuvoco Vistas Corporation Limited,historic_data_archive7
BSE,NAN,BSE Limited,historic_data_archive7
PARKHOSPS,PARKHOSPS,Park Medi World Limited,historic_data_archive7
BALRAMCHIN,BALRAMCHIN,Balrampur Chini Mills Limited,historic_data_archive7
CARBORUNIV,CARBORUNIV,Carborundum Universal Limited,historic_data_archive7
HITECHCORP,HITECHCORP,Hitech Corporation Limited,historic_data_archive7
CHOLAFIN,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,historic_data_archive7
JSWENERGY,JSWENERGY,JSW Energy Limited,historic_data_archive7
INDUSTOWER,INDUSTOWER,Indus Towers Limited,historic_data_archive7
THEJO,NAN,Thejo Engineering Limited,historic_data_archive7
AMAGI,AMAGI,Amagi Media Labs Limited,historic_data_archive7
ESSARSHPNG,ESSARSHPNG,Essar Shipping Limited,historic_data_archive7
NAGREEKEXP,NAGREEKEXP,Nagreeka Exports Limited,historic_data_archive7
TAINWALCHM,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,historic_data_archive7
MMTC,MMTC,MMTC Limited,historic_data_archive7
SBILIFE,SBILIFE,SBI Life Insurance Company Limited,historic_data_archive7
STEELCAS,STEELCAS,Steelcast Limited,historic_data_archive7
DELTACORP,DELTACORP,Delta Corp Limited,historic_data_archive7
PASHUPATI,PASHUPATI,Pashupati Cotspin Limited,historic_data_archive7
EIDPARRY,EIDPARRY,EID Parry India Limited,historic_data_archive7
APOLLOPIPE,APOLLOPIPE,Apollo Pipes Limited,historic_data_archive7
IBULLSLTD,IBULLSLTD,Indiabulls Limited,historic_data_archive7
HITECHGEAR,HITECHGEAR,The Hi-Tech Gears Limited,historic_data_archive7
HDFCAMC,HDFCAMC,HDFC Asset Management Company Limited,historic_data_archive7
GOODLUCK,GOODLUCK,Goodluck India Limited,historic_data_archive7
KPEL,KPEL,K.P. Energy Limited,historic_data_archive7
EVEREADY,EVEREADY,Eveready Industries India Limited,historic_data_archive7
FIVESTAR,FIVESTAR,Five-Star Business Finance Limited,historic_data_archive7
ACI,ACI,Archean Chemical Industries Limited,historic_data_archive7
GAIL,GAIL,GAIL (India) Limited,historic_data_archive7
SINTERCOM,NAN,Sintercom India Limited,historic_data_archive7
SAMBHV,SAMBHV,Sambhv Steel Tubes Limited,historic_data_archive7
SHADOWFAX,SHADOWFAX,Shadowfax Technologies Limited,historic_data_archive7
UTLSOLAR,UTLSOLAR,Fujiyama Power Systems Limited,historic_data_archive7
SURANAT&P,SURANAT&P,Surana Telecom and Power Limited,historic_data_archive7
GMDCLTD,GMDCLTD,Gujarat Mineral Development Corporation Limited,historic_data_archive7
RELAXO,RELAXO,Relaxo Footwears Limited,historic_data_archive7
AURIONPRO,AURIONPRO,Aurionpro Solutions Limited,historic_data_archive7
AKZOINDIA,AKZOINDIA,Akzo Nobel India Limited,historic_data_archive7
TI,TI,Tilaknagar Industries Limited,historic_data_archive7
IFGLEXPOR,IFGLEXPOR,IFGL Refractories Limited,historic_data_archive7
KECL,KECL,Kirloskar Electric Company Limited,historic_data_archive7
PFC,PFC,Power Finance Corporation Limited,historic_data_archive7
CYIENT,CYIENT,Cyient Limited,historic_data_archive7
NEOGEN,NEOGEN,Neogen Chemicals Limited,historic_data_archive7
ALPHAGEO,ALPHAGEO,Alphageo (India) Limited,historic_data_archive7
GRPLTD,GRPLTD,GRP Limited,historic_data_archive7
PENINLAND,PENINLAND,Peninsula Land Limited,historic_data_archive7
KANORICHEM,KANORICHEM,Kanoria Chemicals & Industries Limited,historic_data_archive7
KFINTECH,KFINTECH,Kfin Technologies Limited,historic_data_archive7
NATIONALUM,NATIONALUM,National Aluminium Company Limited,historic_data_archive7
UCAL,UCAL,UCAL LIMITED,historic_data_archive7
BVCL,BVCL,Barak Valley Cements Limited,historic_data_archive7
FUSION,FUSION,Fusion Finance Limited,historic_data_archive7
SAATVIKGL,SAATVIKGL,Saatvik Green Energy Limited,historic_data_archive7
TNTELE,TNTELE,Tamilnadu Telecommunication Limited,historic_data_archive7
TEXMOPIPES,TEXMOPIPES,Texmo Pipes and Products Limited,historic_data_archive7
OSWALAGRO,OSWALAGRO,Oswal Agro Mills Limited,historic_data_archive7
TAKE,TAKE,Take Solutions Limited,historic_data_archive7
LYPSAGEMS,LYPSAGEMS,Lypsa Gems & Jewellery Limited,historic_data_archive7
TATATECH,TATATECH,Tata Technologies Limited,historic_data_archive7
SULA,SULA,Sula Vineyards Limited,historic_data_archive7
ORIENTELEC,ORIENTELEC,Orient Electric Limited,historic_data_archive7
OSWALGREEN,OSWALGREEN,Oswal Greentech Limited,historic_data_archive7
CUBEXTUB,CUBEXTUB,Cubex Tubings Limited,historic_data_archive7
20MICRONS,20MICRONS,20 Microns Limited,historic_data_archive7
TARSONS,TARSONS,Tarsons Products Limited,historic_data_archive7
KIRLOSENG,KIRLOSENG,Kirloskar Oil Engines Limited,historic_data_archive7
SPIC,SPIC,Southern Petrochemicals Industries Corporation  Limited,historic_data_archive7
JPOLYINVST,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,historic_data_archive7
TNPETRO,TNPETRO,Tamilnadu PetroProducts Limited,historic_data_archive7
SAMMAANCAP,SAMMAANCAP,Sammaan Capital Limited,historic_data_archive7
DELHIVERY,DELHIVERY,Delhivery Limited,historic_data_archive7
CHOLAHLDNG,CHOLAHLDNG,Cholamandalam Financial Holdings Limited,historic_data_archive7
SANDUMA,SANDUMA,Sandur Manganese & Iron Ores Limited,historic_data_archive7
NIBE,NIBE,NIBE Limited,historic_data_archive7
ABLBL,ABLBL,Aditya Birla Lifestyle Brands Limited,historic_data_archive7
VIDYAWIRES,VIDYAWIRES,Vidya Wires Limited,historic_data_archive7
ALKYLAMINE,ALKYLAMINE,Alkyl Amines Chemicals Limited,historic_data_archive7
LUXIND,LUXIND,Lux Industries Limited,historic_data_archive7
TATACOMM,TATACOMM,Tata Communications Limited,historic_data_archive7
SHAILY,SHAILY,Shaily Engineering Plastics Limited,historic_data_archive7
THERMAX,THERMAX,Thermax Limited,historic_data_archive7
UYFINCORP,UYFINCORP,U. Y. Fincorp Limited,historic_data_archive7
TRITURBINE,TRITURBINE,Triveni Turbine Limited,historic_data_archive7
MTNL,MTNL,Mahanagar Telephone Nigam Limited,historic_data_archive7
BLS,BLS,BLS International Services Limited,historic_data_archive7
ITC,ITC,ITC Limited,historic_data_archive7
TMPV,TMPV,Tata Motors Passenger Vehicles Limited,historic_data_archive7
ALBERTDAVD,ALBERTDAVD,Albert David Limited,historic_data_archive7
NDTV,NDTV,New Delhi Television Limited,historic_data_archive7
MACPOWER,NAN,Macpower CNC Machines Limited,historic_data_archive7
INDORAMA,INDORAMA,Indo Rama Synthetics (India) Limited,historic_data_archive7
PIONEEREMB,PIONEEREMB,Pioneer Embroideries Limited,historic_data_archive7
KMSUGAR,KMSUGAR,K.M.Sugar Mills Limited,historic_data_archive7
HEROMOTOCO,HEROMOTOCO,Hero MotoCorp Limited,historic_data_archive7
EIMCOELECO,EIMCOELECO,Eimco Elecon (India) Limited,historic_data_archive7
GLAXO,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,historic_data_archive7
VIJIFIN,VIJIFIN,Viji Finance Limited,historic_data_archive7
PINELABS,PINELABS,Pine Labs Limited,historic_data_archive7
PNB,PNB,Punjab National Bank,historic_data_archive7
NIITLTD,NIITLTD,NIIT Limited,historic_data_archive7
MORARJEE,MORARJEE,Morarjee Textiles Limited,historic_data_archive7
VIKASLIFE,VIKASLIFE,Vikas Lifecare Limited,historic_data_archive7
GIPCL,GIPCL,Gujarat Industries Power Company Limited,historic_data_archive7
LUMAXIND,LUMAXIND,Lumax Industries Limited,historic_data_archive7
PARASPETRO,PARASPETRO,Paras Petrofils Limited,historic_data_archive7
NOCIL,NOCIL,NOCIL Limited,historic_data_archive7
BALMLAWRIE,BALMLAWRIE,Balmer Lawrie & Company Limited,historic_data_archive7
KELLTONTEC,KELLTONTEC,Kellton Tech Solutions Limited,historic_data_archive7
RSSOFTWARE,RSSOFTWARE,R. S. Software (India) Limited,historic_data_archive7
J&KBANK,J&KBANK,The Jammu & Kashmir Bank Limited,historic_data_archive7
EMCURE,EMCURE,Emcure Pharmaceuticals Limited,historic_data_archive7
COROMANDEL,COROMANDEL,Coromandel International Limited,historic_data_archive7
ORKLAINDIA,ORKLAINDIA,Orkla India Limited,historic_data_archive7
BORANA,BORANA,Borana Weaves Limited,historic_data_archive7
SATIA,SATIA,Satia Industries Limited,historic_data_archive7
HGS,HGS,Hinduja Global Solutions Limited,historic_data_archive7
SALASAR,SALASAR,Salasar Techno Engineering Limited,historic_data_archive7
FEDERALBNK,FEDERALBNK,The Federal Bank  Limited,historic_data_archive7
BDL,BDL,Bharat Dynamics Limited,historic_data_archive7
CASTROLIND,CASTROLIND,Castrol India Limited,historic_data_archive7
IMAGICAA,IMAGICAA,Imagicaaworld Entertainment Limited,historic_data_archive7
SIL,SIL,Standard Industries Limited,historic_data_archive7
JISLJALEQS,JISLJALEQS,Jain Irrigation Systems Limited,historic_data_archive7
BATAINDIA,BATAINDIA,Bata India Limited,historic_data_archive7
HAVELLS,HAVELLS,Havells India Limited,historic_data_archive7
INGERRAND,INGERRAND,Ingersoll Rand (India) Limited,historic_data_archive7
GPIL,GPIL,Godawari Power And Ispat limited,historic_data_archive7
CHENNPETRO,CHENNPETRO,Chennai Petroleum Corporation Limited,historic_data_archive7
SMARTLINK,SMARTLINK,Smartlink Holdings Limited,historic_data_archive7
PGHH,PGHH,Procter & Gamble Hygiene and Health Care Limited,historic_data_archive7
DAVANGERE,DAVANGERE,Davangere Sugar Company Limited,historic_data_archive7
MFSL,MFSL,Max Financial Services Limited,historic_data_archive7
CGCL,CGCL,Capri Global Capital Limited,historic_data_archive7
PFIZER,PFIZER,Pfizer Limited,historic_data_archive7
MARATHON,MARATHON,Marathon Nextgen Realty Limited,historic_data_archive7
FINPIPE,FINPIPE,Finolex Industries Limited,historic_data_archive7
EKC,EKC,Everest Kanto Cylinder Limited,historic_data_archive7
DIFFNKG,DIFFNKG,Diffusion Engineers Limited,historic_data_archive7
FILATFASH,FILATFASH,Filatex Fashions Limited,historic_data_archive7
CELEBRITY,CELEBRITY,Celebrity Fashions Limited,historic_data_archive7
GUJALKALI,GUJALKALI,Gujarat Alkalies and Chemicals Limited,historic_data_archive7
BASML,BASML,Bannari Amman Spinning Mills Limited,historic_data_archive7
TALBROAUTO,TALBROAUTO,Talbros Automotive Components Limited,historic_data_archive7
FACT,FACT,Fertilizers and Chemicals Travancore Limited,historic_data_archive7
IGARASHI,IGARASHI,Igarashi Motors India Limited,historic_data_archive7
VERTOZ,NAN,Vertoz Limited,historic_data_archive7
STYRENIX,STYRENIX,Styrenix Performance Materials Limited,historic_data_archive7
NELCAST,NELCAST,Nelcast Limited,historic_data_archive7
EBGNG,EBGNG,GNG Electronics Limited,historic_data_archive7
SAKUMA,SAKUMA,Sakuma Exports Limited,historic_data_archive7
ORCHPHARMA,ORCHPHARMA,Orchid Pharma Limited,historic_data_archive7
WELCORP,WELCORP,Welspun Corp Limited,historic_data_archive7
PVRINOX,PVRINOX,PVR INOX Limited,historic_data_archive7
TATACONSUM,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,historic_data_archive7
WELSPUNLIV,WELSPUNLIV,Welspun Living Limited,historic_data_archive7
GRMOVER,GRMOVER,GRM Overseas Limited,historic_data_archive7
DMART,DMART,Avenue Supermarts Limited,historic_data_archive7
AYMSYNTEX,AYMSYNTEX,AYM Syntex Limited,historic_data_archive7
BAJAJELEC,BAJAJELEC,Bajaj Electricals Limited,historic_data_archive7
SUPREMEIND,SUPREMEIND,Supreme Industries Limited,historic_data_archive7
PNCINFRA,PNCINFRA,PNC Infratech Limited,historic_data_archive7
PROZONER,PROZONER,Prozone Realty Limited,historic_data_archive7
MARICO,MARICO,Marico Limited,historic_data_archive7
WORTHPERI,WORTHPERI,Worth Peripherals Limited,historic_data_archive7
JYOTISTRUC,JYOTISTRUC,Jyoti Structures Limited,historic_data_archive7
JINDALPOLY,JINDALPOLY,Jindal Poly Films Limited,historic_data_archive7
LPDC,LPDC,Landmark Property Development Company Limited,historic_data_archive7
EUROPRATIK,EUROPRATIK,Euro Pratik Sales Limited,historic_data_archive7
AAREYDRUGS,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,historic_data_archive7
PGHL,PGHL,Procter & Gamble Health Limited,historic_data_archive7
ADVANIHOTR,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,historic_data_archive7
JAGRAN,JAGRAN,Jagran Prakashan Limited,historic_data_archive7
GCSL,GCSL,Gretex Corporate Services Limited,historic_data_archive7
SRTL,SRTL,Shree Ram Twistex Limited,historic_data_archive7
TENNIND,TENNIND,Tenneco Clean Air India Limited,historic_data_archive7
GKENERGY,GKENERGY,GK Energy Limited,historic_data_archive7
ADVANCE,ADVANCE,Advance Agrolife Limited,historic_data_archive7
SHRINGARMS,SHRINGARMS,Shringar House of Mangalsutra Limited,historic_data_archive7
