symbol,bse_symbol,company_name,source
GVPTECH,NAN,GVP Infotech Limited,historic_data_archive7
GRSE,GRSE,Garden Reach Shipbuilders & Engineers Limited,historic_data_archive7
INDIACEM,INDIACEM,The India Cements Limited,historic_data_archive7
MALUPAPER,MALUPAPER,Malu Paper Mills Limited,historic_data_archive7
RANEHOLDIN,RANEHOLDIN,Rane Holdings Limited,historic_data_archive7
YUKEN,YUKEN,Yuken India Limited,historic_data_archive7
SARDAEN,SARDAEN,Sarda Energy & Minerals Limited,historic_data_archive7
SGMART,SGMART,SG Mart Limited,historic_data_archive7
ALPA,ALPA,Alpa Laboratories Limited,historic_data_archive7
DCAL,DCAL,Dishman Carbogen Amcis Limited,historic_data_archive7
VESUVIUS,VESUVIUS,Vesuvius India Limited,historic_data_archive7
ASTRAMICRO,ASTRAMICRO,Astra Microwave Products Limited,historic_data_archive7
SBCL,SBCL,Shivalik Bimetal Controls Limited,historic_data_archive7
SUNDRMFAST,SUNDRMFAST,Sundram Fasteners Limited,historic_data_archive7
MAGNUM,MAGNUM,Magnum Ventures Limited,historic_data_archive7
GANESHBE,GANESHBE,Ganesh Benzoplast Limited,historic_data_archive7
TICL,TICL,Twamev Construction and Infrastructure Limited,historic_data_archive7
NYKAA,NYKAA,FSN E-Commerce Ventures Limited,historic_data_archive7
MALLCOM,MALLCOM,Mallcom (India) Limited,historic_data_archive7
KEC,KEC,KEC International Limited,historic_data_archive7
WELINV,WELINV,Welspun Investments and Commercials Limited,historic_data_archive7
GPTINFRA,GPTINFRA,GPT Infraprojects Limited,historic_data_archive7
KAMDHENU,KAMDHENU,Kamdhenu Limited,historic_data_archive7
TRF,TRF,TRF Limited,historic_data_archive7
JTLIND,JTLIND,JTL INDUSTRIES LIMITED,historic_data_archive7
VISAKAIND,VISAKAIND,Visaka Industries Limited,historic_data_archive7
PNC,PNC,Pritish Nandy Communications Limited,historic_data_archive7
DELTAMAGNT,DELTAMAGNT,Delta Manufacturing Limited,historic_data_archive7
DIAMONDYD,DIAMONDYD,Prataap Snacks Limited,historic_data_archive7
STEELCITY,NAN,Steel City Securities Limited,historic_data_archive7
TVSSCS,TVSSCS,TVS Supply Chain Solutions Limited,historic_data_archive7
NINSYS,NINSYS,NINtec Systems Limited,historic_data_archive7
BHARTIARTL,BHARTIARTL,Bharti Airtel Limited,historic_data_archive7
LOKESHMACH,LOKESHMACH,Lokesh Machines Limited,historic_data_archive7
VENKEYS,VENKEYS,Venky's (India) Limited,historic_data_archive7
UMIYA-MRO,UMIYA-MRO,UMIYA BUILDCON LIMITED,historic_data_archive7
SYNGENE,SYNGENE,Syngene International Limited,historic_data_archive7
SUPRAJIT,SUPRAJIT,Suprajit Engineering Limited,historic_data_archive7
RKFORGE,RKFORGE,Ramkrishna Forgings Limited,historic_data_archive7
RTNPOWER,RTNPOWER,RattanIndia Power Limited,historic_data_archive7
ATGL,ATGL,Adani Total Gas Limited,historic_data_archive7
KKCL,KKCL,Kewal Kiran Clothing Limited,historic_data_archive7
INNOVANA,INNOVANA,Innovana Thinklabs Limited,historic_data_archive7
ABSLAMC,ABSLAMC,Aditya Birla Sun Life AMC Limited,historic_data_archive7
LINCOLN,LINCOLN,Lincoln Pharmaceuticals Limited,historic_data_archive7
UNOMINDA,UNOMINDA,UNO Minda Limited,historic_data_archive7
AUROPHARMA,AUROPHARMA,Aurobindo Pharma Limited,historic_data_archive7
ERIS,ERIS,Eris Lifesciences Limited,historic_data_archive7
SWELECTES,SWELECTES,Swelect Energy Systems Limited,historic_data_archive7
VINATIORGA,VINATIORGA,Vinati Organics Limited,historic_data_archive7
NH,NH,Narayana Hrudayalaya Ltd.,historic_data_archive7
VENUSREM,VENUSREM,Venus Remedies Limited,historic_data_archive7
SKMEGGPROD,SKMEGGPROD,SKM Egg Products Export (India) Limited,historic_data_archive7
RSYSTEMS,RSYSTEMS,R Systems International Limited,historic_data_archive7
BAJAJHCARE,BAJAJHCARE,Bajaj Healthcare Limited,historic_data_archive7
JMA,NAN,Jullundur Motor Agency (Delhi) Limited,historic_data_archive7
BCLIND,BCLIND,Bcl Industries Limited,historic_data_archive7
BIGBLOC,BIGBLOC,Bigbloc Construction Limited,historic_data_archive7
RUCHINFRA,RUCHINFRA,Ruchi Infrastructure Limited,historic_data_archive7
TPLPLASTEH,TPLPLASTEH,TPL Plastech Limited,historic_data_archive7
MADRASFERT,MADRASFERT,Madras Fertilizers Limited,historic_data_archive7
ANTGRAPHIC,NAN,Antarctica Limited,historic_data_archive7
BHAGCHEM,BHAGCHEM,Bhagiradha Chemicals & Industries Limited,historic_data_archive7
MUTHOOTFIN,MUTHOOTFIN,Muthoot Finance Limited,historic_data_archive7
AGI,AGI,AGI Greenpac Limited,historic_data_archive7
MARSONS,MARSONS,Marsons Limited,historic_data_archive7
BHARATSE,BHARATSE,Bharat Seats Limited,historic_data_archive7
RVNL,RVNL,Rail Vikas Nigam Limited,historic_data_archive7
KIRIINDUS,KIRIINDUS,Kiri Industries Limited,historic_data_archive7
AQYLON,AQYLON,Aqylon Nexus Limited,historic_data_archive7
BLISSGVS,BLISSGVS,Bliss GVS Pharma Limited,historic_data_archive7
DSSL,DSSL,Dynacons Systems & Solutions Limited,historic_data_archive7
PILANIINVS,PILANIINVS,Pilani Investment and Industries Corporation Limited,historic_data_archive7
POLICYBZR,POLICYBZR,PB Fintech Limited,historic_data_archive7
ALLCARGO,ALLCARGO,Allcargo Logistics Limited,historic_data_archive7
NAZARA,NAZARA,Nazara Technologies Limited,historic_data_archive7
ESSENTIA,ESSENTIA,Integra Essentia Limited,historic_data_archive7
KOTARISUG,NAN,Kothari Sugars And Chemicals Limited,historic_data_archive7
CLSEL,CLSEL,Chaman Lal Setia Exports Limited,historic_data_archive7
TDPOWERSYS,TDPOWERSYS,TD Power Systems Limited,historic_data_archive7
HAPPSTMNDS,HAPPSTMNDS,Happiest Minds Technologies Limited,historic_data_archive7
ARIHANTCAP,ARIHANTCAP,Arihant Capital Markets Limited,historic_data_archive7
PAISALO,PAISALO,Paisalo Digital Limited,historic_data_archive7
TVSSRICHAK,TVSSRICHAK,TVS Srichakra Limited,historic_data_archive7
CCL,CCL,CCL Products (India) Limited,historic_data_archive7
ADANIENT,ADANIENT,Adani Enterprises Limited,historic_data_archive7
SBFC,SBFC,SBFC Finance Limited,historic_data_archive7
GINNIFILA,GINNIFILA,Ginni Filaments Limited,historic_data_archive7
SUNTV,SUNTV,Sun TV Network Limited,historic_data_archive7
BCG,BCG,Brightcom Group Limited,historic_data_archive7
RPSGVENT,RPSGVENT,RPSG VENTURES LIMITED,historic_data_archive7
ALEMBICLTD,ALEMBICLTD,Alembic Limited,historic_data_archive7
GOACARBON,GOACARBON,Goa Carbon Limited,historic_data_archive7
OBCL,OBCL,Orissa Bengal Carrier Limited,historic_data_archive7
CHALET,CHALET,Chalet Hotels Limited,historic_data_archive7
SURYODAY,SURYODAY,Suryoday Small Finance Bank Limited,historic_data_archive7
NEPHROPLUS,NEPHROPLUS,Nephrocare Health Services Limited,historic_data_archive7
SAFARI,SAFARI,Safari Industries (India) Limited,historic_data_archive7
CCCL,CCCL,Consolidated Construction Consortium Limited,historic_data_archive7
VISHWARAJ,VISHWARAJ,Vishwaraj Sugar Industries Limited,historic_data_archive7
PKTEA,NAN,The Peria Karamalai Tea & Produce Company Limited,historic_data_archive7
ANDHRAPAP,ANDHRAPAP,ANDHRA PAPER LIMITED,historic_data_archive7
TEXINFRA,TEXINFRA,Texmaco Infrastructure & Holdings Limited,historic_data_archive7
DHANUKA,DHANUKA,Dhanuka Agritech Limited,historic_data_archive7
ANSALAPI,ANSALAPI,Ansal Properties & Infrastructure Limited,historic_data_archive7
APOLLOHOSP,APOLLOHOSP,Apollo Hospitals Enterprise Limited,historic_data_archive7
KAKATCEM,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,historic_data_archive7
APOLLOTYRE,APOLLOTYRE,Apollo Tyres Limited,historic_data_archive7
KALAMANDIR,KALAMANDIR,Sai Silks (Kalamandir) Limited,historic_data_archive7
ASAHIINDIA,ASAHIINDIA,Asahi India Glass Limited,historic_data_archive7
SKIPPER,SKIPPER,Skipper Limited,historic_data_archive7
NITIRAJ,NAN,Nitiraj Engineers Limited,historic_data_archive7
ASHIMASYN,ASHIMASYN,Ashima Limited,historic_data_archive7
TIJARIA,TIJARIA,Tijaria Polypipes Limited,historic_data_archive7
ASHOKA,ASHOKA,Ashoka Buildcon Limited,historic_data_archive7
SUYOG,SUYOG,Suyog Telematics Limited,historic_data_archive7
XPROINDIA,XPROINDIA,Xpro India Limited,historic_data_archive7
ATLASCYCLE,ATLASCYCLE,Atlas Cycles (Haryana) Limited,historic_data_archive7
NATHBIOGEN,NATHBIOGEN,Nath Bio-Genes (India) Limited,historic_data_archive7
AUTOAXLES,AUTOAXLES,Automotive Axles Limited,historic_data_archive7
AGRITECH,AGRITECH,Agri-Tech (India) Limited,historic_data_archive7
PITTIENG,PITTIENG,Pitti Engineering Limited,historic_data_archive7
SUKHJITS,SUKHJITS,Sukhjit Starch & Chemicals Limited,historic_data_archive7
VIPCLOTHNG,VIPCLOTHNG,VIP Clothing Limited,historic_data_archive7
ROUTE,ROUTE,ROUTE MOBILE LIMITED,historic_data_archive7
FORCEMOT,FORCEMOT,FORCE MOTORS LTD,historic_data_archive7
RAJRATAN,RAJRATAN,Rajratan Global Wire Limited,historic_data_archive7
APOLSINHOT,NAN,Apollo Sindoori Hotels Limited,historic_data_archive7
MAHASTEEL,MAHASTEEL,Mahamaya Steel Industries Limited,historic_data_archive7
INCREDIBLE,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,historic_data_archive7
FLFL,FLFL,Future Lifestyle Fashions Limited,historic_data_archive7
COMPUSOFT,COMPUSOFT,Compucom Software Limited,historic_data_archive7
SARLAPOLY,SARLAPOLY,Sarla Performance Fibers Limited,historic_data_archive7
NAGAFERT,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,historic_data_archive7
TRANSRAILL,TRANSRAILL,Transrail Lighting Limited,historic_data_archive7
KSCL,KSCL,Kaveri Seed Company Limited,historic_data_archive7
POLYCAB,POLYCAB,Polycab India Limited,historic_data_archive7
MEDIASSIST,MEDIASSIST,Medi Assist Healthcare Services Limited,historic_data_archive7
MAHABANK,MAHABANK,Bank of Maharashtra,historic_data_archive7
SALZERELEC,SALZERELEC,Salzer Electronics Limited,historic_data_archive7
PGEL,PGEL,PG Electroplast Limited,historic_data_archive7
BHAGYANGR,BHAGYANGR,Bhagyanagar India Limited,historic_data_archive7
UNITEDTEA,NAN,The United Nilgiri Tea Estates Company Limited,historic_data_archive7
BANARISUG,BANARISUG,Bannari Amman Sugars Limited,historic_data_archive7
GANESHHOU,GANESHHOU,GANESH HOUSING LIMITED,historic_data_archive7
STARCEMENT,STARCEMENT,Star Cement Limited,historic_data_archive7
REPRO,REPRO,Repro India Limited,historic_data_archive7
GREENPLY,GREENPLY,Greenply Industries Limited,historic_data_archive7
HLEGLAS,HLEGLAS,HLE Glascoat Limited,historic_data_archive7
BAYERCROP,BAYERCROP,Bayer Cropscience Limited,historic_data_archive7
BERGEPAINT,BERGEPAINT,Berger Paints (I) Limited,historic_data_archive7
ANANDRATHI,ANANDRATHI,Anand Rathi Wealth Limited,historic_data_archive7
BBL,BBL,Bharat Bijlee Limited,historic_data_archive7
BHARATFORG,BHARATFORG,Bharat Forge Limited,historic_data_archive7
360ONE,360ONE,360 ONE WAM LIMITED,historic_data_archive7
TCS,TCS,Tata Consultancy Services Limited,historic_data_archive7
3MINDIA,3MINDIA,3M India Limited,historic_data_archive7
NIACL,NIACL,The New India Assurance Company Limited,historic_data_archive7
PALASHSECU,PALASHSECU,Palash Securities Limited,historic_data_archive7
BLUESTARCO,BLUESTARCO,Blue Star Limited,historic_data_archive7
BLUECOAST,BLUECOAST,Blue Coast Hotels Limited,historic_data_archive7
MTEDUCARE,MTEDUCARE,MT Educare Limited,historic_data_archive7
LINDEINDIA,LINDEINDIA,Linde India Limited,historic_data_archive7
HATSUN,HATSUN,Hatsun Agro Product Limited,historic_data_archive7
KINGFA,KINGFA,Kingfa Science & Technology (India) Limited,historic_data_archive7
REMSONSIND,REMSONSIND,Remsons Industries Limited,historic_data_archive7
BHANDARI,BHANDARI,Bhandari Hosiery Exports Limited,historic_data_archive7
OMKARCHEM,OMKARCHEM,Omkar Speciality Chemicals Limited,historic_data_archive7
MEDANTA,MEDANTA,Global Health Limited,historic_data_archive7
HIKAL,HIKAL,Hikal Limited,historic_data_archive7
CAPLIPOINT,CAPLIPOINT,Caplin Point Laboratories Limited,historic_data_archive7
CANBK,CANBK,Canara Bank,historic_data_archive7
CANFINHOME,CANFINHOME,Can Fin Homes Limited,historic_data_archive7
DVL,DVL,Dhunseri Ventures Limited,historic_data_archive7
KRITI,KRITI,Kriti Industries (India) Limited,historic_data_archive7
SDBL,SDBL,Som Distilleries & Breweries Limited,historic_data_archive7
THOMASCOTT,THOMASCOTT,Thomas Scott (India) Limited,historic_data_archive7
ULTRACEMCO,ULTRACEMCO,UltraTech Cement Limited,historic_data_archive7
HOMEFIRST,HOMEFIRST,Home First Finance Company India Limited,historic_data_archive7
GICRE,GICRE,General Insurance Corporation of India,historic_data_archive7
UNIINFO,NAN,Uniinfo Telecom Services Limited,historic_data_archive7
CEATLTD,CEATLTD,CEAT Limited,historic_data_archive7
TERASOFT,TERASOFT,Tera Software Limited,historic_data_archive7
CARYSIL,CARYSIL,CARYSIL LIMITED,historic_data_archive7
SHAH,SHAH,Shah Metacorp Limited,historic_data_archive7
CENTRALBK,CENTRALBK,Central Bank of India,historic_data_archive7
ICIL,ICIL,Indo Count Industries Limited,historic_data_archive7
TANLA,TANLA,Tanla Platforms Limited,historic_data_archive7
CCAVENUE,CCAVENUE,AvenuesAI Limited,historic_data_archive7
VEEDOL,VEEDOL,Veedol Corporation Limited,historic_data_archive7
PRECAM,PRECAM,Precision Camshafts Limited,historic_data_archive7
GODREJPROP,GODREJPROP,Godrej Properties Limited,historic_data_archive7
CENTENKA,CENTENKA,Century Enka Limited,historic_data_archive7
IOLCP,IOLCP,IOL Chemicals and Pharmaceuticals Limited,historic_data_archive7
CESC,CESC,CESC Limited,historic_data_archive7
GPTHEALTH,GPTHEALTH,GPT Healthcare Limited,historic_data_archive7
TOUCHWOOD,NAN,Touchwood Entertainment Limited,historic_data_archive7
CHEMPLASTS,CHEMPLASTS,Chemplast Sanmar Limited,historic_data_archive7
TASTYBITE,TASTYBITE,Tasty Bite Eatables Limited,historic_data_archive7
AVTNPL,AVTNPL,AVT Natural Products Limited,historic_data_archive7
PSPPROJECT,PSPPROJECT,PSP Projects Limited,historic_data_archive7
ANUHPHR,ANUHPHR,Anuh Pharma Limited,historic_data_archive7
IIFLCAPS,IIFLCAPS,IIFL Capital Services Limited,historic_data_archive7
MOIL,MOIL,MOIL Limited,historic_data_archive7
CUB,CUB,City Union Bank Limited,historic_data_archive7
ASKAUTOLTD,ASKAUTOLTD,ASK Automotive Limited,historic_data_archive7
CROWN,NAN,Crown Lifters Limited,historic_data_archive7
SUDARCOLOR,SUDARCOLOR,Sudarshan Colorants India Limited,historic_data_archive7
TVSMOTOR,TVSMOTOR,TVS Motor Company Limited,historic_data_archive7
DALMIASUG,DALMIASUG,Dalmia Bharat Sugar and Industries Limited,historic_data_archive7
SUVEN,SUVEN,Suven Life Sciences Limited,historic_data_archive7
SANGAMIND,SANGAMIND,Sangam (India) Limited,historic_data_archive7
BECTORFOOD,BECTORFOOD,Mrs. Bectors Food Specialities Limited,historic_data_archive7
HPL,HPL,HPL Electric & Power Limited,historic_data_archive7
SEAMECLTD,SEAMECLTD,Seamec Limited,historic_data_archive7
DAMODARIND,DAMODARIND,Damodar Industries Limited,historic_data_archive7
GODAVARIB,GODAVARIB,Godavari Biorefineries Limited,historic_data_archive7
DCM,DCM,DCM  Limited,historic_data_archive7
SHOPERSTOP,SHOPERSTOP,Shoppers Stop Limited,historic_data_archive7
SALONA,SALONA,Salona Cotspin Limited,historic_data_archive7
LTF,LTF,L&T Finance Limited,historic_data_archive7
VINCOFE,VINCOFE,Vintage Coffee And Beverages Limited,historic_data_archive7
DCMSHRIRAM,DCMSHRIRAM,DCM Shriram Limited,historic_data_archive7
DCW,DCW,DCW Limited,historic_data_archive7
SHK,SHK,S H Kelkar and Company Limited,historic_data_archive7
LEXUS,NAN,Lexus Granito (India) Limited,historic_data_archive7
DEEPAKFERT,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,historic_data_archive7
HTMEDIA,HTMEDIA,HT Media Limited,historic_data_archive7
AYE,AYE,Aye Finance Limited,historic_data_archive7
SCPL,SCPL,Sheetal Cool Products Limited,historic_data_archive7
DCBBANK,DCBBANK,DCB Bank Limited,historic_data_archive7
STEELXIND,STEELXIND,STEEL EXCHANGE INDIA LIMITED,historic_data_archive7
DMCC,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,historic_data_archive7
PRAENG,PRAENG,Prajay Engineers Syndicate Limited,historic_data_archive7
EUROBOND,EUROBOND,Euro Panel Products Limited,historic_data_archive7
VINEETLAB,VINEETLAB,Vineet Laboratories Limited,historic_data_archive7
DREDGECORP,DREDGECORP,Dredging Corporation of India Limited,historic_data_archive7
RUBICON,RUBICON,Rubicon Research Limited,historic_data_archive7
KRISHANA,NAN,Krishana Phoschem Limited,historic_data_archive7
DHRUV,DHRUV,Dhruv Consultancy Services Limited,historic_data_archive7
TIMETECHNO,TIMETECHNO,Time Technoplast Limited,historic_data_archive7
RHL,RHL,Robust Hotels Limited,historic_data_archive7
CUPID,CUPID,Cupid Limited,historic_data_archive7
ENGINERSIN,ENGINERSIN,Engineers India Limited,historic_data_archive7
INOXGREEN,INOXGREEN,Inox Green Energy Services Limited,historic_data_archive7
POONAWALLA,POONAWALLA,Poonawalla Fincorp Limited,historic_data_archive7
MMP,NAN,MMP Industries Limited,historic_data_archive7
FCSSOFT,FCSSOFT,FCS Software Solutions Limited,historic_data_archive7
SCHAEFFLER,SCHAEFFLER,Schaeffler India Limited,historic_data_archive7
MOKSH,NAN,Moksh Ornaments Limited,historic_data_archive7
UFLEX,UFLEX,UFLEX Limited,historic_data_archive7
TTML,TTML,Tata Teleservices (Maharashtra) Limited,historic_data_archive7
GPPL,GPPL,Gujarat Pipavav Port Limited,historic_data_archive7
ZIMLAB,ZIMLAB,Zim Laboratories Limited,historic_data_archive7
FOSECOIND,FOSECOIND,Foseco India Limited,historic_data_archive7
SUMMITSEC,SUMMITSEC,Summit Securities Limited,historic_data_archive7
ZENSARTECH,ZENSARTECH,Zensar Technologies Limited,historic_data_archive7
BEARDSELL,NAN,Beardsell Limited,historic_data_archive7
ICEMAKE,NAN,Ice Make Refrigeration Limited,historic_data_archive7
CPCAP,CPCAP,CP Capital Limited,historic_data_archive7
MANAPPURAM,MANAPPURAM,Manappuram Finance Limited,historic_data_archive7
COALINDIA,COALINDIA,Coal India Limited,historic_data_archive7
AKSHOPTFBR,AKSHOPTFBR,Aksh Optifibre Limited,historic_data_archive7
GABRIEL,GABRIEL,Gabriel India Limited,historic_data_archive7
GANDHITUBE,GANDHITUBE,Gandhi Special Tubes Limited,historic_data_archive7
KRIDHANINF,KRIDHANINF,Kridhan Infra Limited,historic_data_archive7
CALSOFT,CALSOFT,California Software Company Limited,historic_data_archive7
SHRIPISTON,SHRIPISTON,Shriram Pistons & Rings Limited,historic_data_archive7
VIVIMEDLAB,VIVIMEDLAB,Vivimed Labs Limited,historic_data_archive7
UFO,UFO,UFO Moviez India Limited,historic_data_archive7
GKWLIMITED,NAN,GKW Limited,historic_data_archive7
YESBANK,YESBANK,Yes Bank Limited,historic_data_archive7
FMGOETZE,FMGOETZE,Federal-Mogul Goetze (India) Limited.,historic_data_archive7
PATINTLOG,PATINTLOG,Patel Integrated Logistics Limited,historic_data_archive7
SIGIND,SIGIND,Signet Industries Limited,historic_data_archive7
KUANTUM,KUANTUM,Kuantum Papers Limited,historic_data_archive7
IIFL,IIFL,IIFL Finance Limited,historic_data_archive7
KANSAINER,KANSAINER,Kansai Nerolac Paints Limited,historic_data_archive7
HINDCOPPER,HINDCOPPER,Hindustan Copper Limited,historic_data_archive7
NUVAMA,NUVAMA,Nuvama Wealth Management Limited,historic_data_archive7
EDELWEISS,EDELWEISS,Edelweiss Financial Services Limited,historic_data_archive7
RAJRILTD,RAJRILTD,Raj Rayon Industries Limited,historic_data_archive7
ROTO,ROTO,Roto Pumps Limited,historic_data_archive7
RAJOOENG,RAJOOENG,Rajoo Engineers Limited,historic_data_archive7
GRINDWELL,GRINDWELL,Grindwell Norton Limited,historic_data_archive7
CIEINDIA,CIEINDIA,CIE Automotive India Limited,historic_data_archive7
MODINATUR,MODINATUR,Modi Naturals Limited,historic_data_archive7
GFLLIMITED,GFLLIMITED,GFL Limited,historic_data_archive7
GHCL,GHCL,GHCL Limited,historic_data_archive7
VIRINCHI,VIRINCHI,Virinchi Limited,historic_data_archive7
GLFL,GLFL,Gujarat Lease Financing Limited,historic_data_archive7
AMBIKCO,AMBIKCO,Ambika Cotton Mills Limited,historic_data_archive7
VOLTAMP,VOLTAMP,Voltamp Transformers Limited,historic_data_archive7
ALKEM,ALKEM,Alkem Laboratories Limited,historic_data_archive7
GMMPFAUDLR,GMMPFAUDLR,GMM Pfaudler Limited,historic_data_archive7
AKSHARCHEM,AKSHARCHEM,AksharChem India Limited,historic_data_archive7
NKIND,NKIND,NK Industries Limited,historic_data_archive7
SWANDEF,SWANDEF,Swan Defence and Heavy Industries Limited,historic_data_archive7
KPIGREEN,KPIGREEN,KPI Green Energy Limited,historic_data_archive7
KAPSTON,NAN,Kapston Services Limited,historic_data_archive7
ACEINTEG,NAN,Ace Integrated Solutions Limited,historic_data_archive7
HARRMALAYA,HARRMALAYA,Harrisons  Malayalam Limited,historic_data_archive7
JHS,JHS,JHS Svendgaard Laboratories Limited,historic_data_archive7
GREENLAM,GREENLAM,Greenlam Industries Limited,historic_data_archive7
HEG,HEG,HEG Limited,historic_data_archive7
TIIL,TIIL,Technocraft Industries (India) Limited,historic_data_archive7
MANCREDIT,MANCREDIT,Mangal Credit and Fincorp Limited,historic_data_archive7
BANDHANBNK,BANDHANBNK,Bandhan Bank Limited,historic_data_archive7
PICCADIL,PICCADIL,Piccadily Agro Industries Limited,historic_data_archive7
EIFFL,NAN,Euro India Fresh Foods Limited,historic_data_archive7
PRAXIS,PRAXIS,Praxis Home Retail Limited,historic_data_archive7
XTGLOBAL,XTGLOBAL,Xtglobal Infotech Limited,historic_data_archive7
IMPAL,IMPAL,India Motor Parts and Accessories Limited,historic_data_archive7
HFCL,HFCL,HFCL Limited,historic_data_archive7
EMAMILTD,EMAMILTD,Emami Limited,historic_data_archive7
LAGNAM,NAN,Lagnam Spintex Limited,historic_data_archive7
HCC,HCC,Hindustan Construction Company Limited,historic_data_archive7
ARSSBL,ARSSBL,Anand Rathi Share and Stock Brokers Limited,historic_data_archive7
HBSL,HBSL,HB Stockholdings Limited,historic_data_archive7
URJA,URJA,Urja Global Limited,historic_data_archive7
SUPREMEINF,SUPREMEINF,Supreme Infrastructure India Limited,historic_data_archive7
PAKKA,PAKKA,PAKKA LIMITED,historic_data_archive7
UJJIVANSFB,UJJIVANSFB,Ujjivan Small Finance Bank Limited,historic_data_archive7
CONFIPET,CONFIPET,Confidence Petroleum India Limited,historic_data_archive7
ABDL,ABDL,Allied Blenders and Distillers Limited,historic_data_archive7
NECCLTD,NECCLTD,North Eastern Carrying Corporation Limited,historic_data_archive7
AXISCADES,AXISCADES,AXISCADES Technologies Limited,historic_data_archive7
TARACHAND,NAN,Tara Chand InfraLogistic Solutions Limited,historic_data_archive7
BIRLANU,BIRLANU,BirlaNu Limited,historic_data_archive7
LIBERTSHOE,LIBERTSHOE,Liberty Shoes Limited,historic_data_archive7
PIGL,PIGL,Power & Instrumentation (Gujarat) Limited,historic_data_archive7
CORALFINAC,CORALFINAC,Coral India Finance & Housing Limited,historic_data_archive7
HECPROJECT,NAN,HEC Infra Projects Limited,historic_data_archive7
IFBIND,IFBIND,IFB Industries Limited,historic_data_archive7
CREST,CREST,Crest Ventures Limited,historic_data_archive7
SRGHFL,SRGHFL,SRG Housing Finance Limited,historic_data_archive7
LANDMARK,LANDMARK,Landmark Cars Limited,historic_data_archive7
INDIAGLYCO,INDIAGLYCO,India Glycols Limited,historic_data_archive7
PFS,PFS,PTC India Financial Services Limited,historic_data_archive7
BHARATGEAR,BHARATGEAR,Bharat Gears Limited,historic_data_archive7
PARSVNATH,PARSVNATH,Parsvnath Developers Limited,historic_data_archive7
ISHANCH,ISHANCH,Ishan Dyes and Chemicals Limited,historic_data_archive7
INDIANB,INDIANB,Indian Bank,historic_data_archive7
RAJSREESUG,RAJSREESUG,Rajshree Sugars & Chemicals Limited,historic_data_archive7
UNIVASTU,NAN,Univastu India Limited,historic_data_archive7
ASTEC,ASTEC,Astec LifeSciences Limited,historic_data_archive7
IOB,IOB,Indian Overseas Bank,historic_data_archive7
ZEELEARN,ZEELEARN,Zee Learn Limited,historic_data_archive7
VALIANTORG,VALIANTORG,Valiant Organics Limited,historic_data_archive7
ISFT,ISFT,Intrasoft Technologies Limited,historic_data_archive7
NIPPOBATRY,NIPPOBATRY,Indo-National Limited,historic_data_archive7
URAVIDEF,URAVIDEF,Uravi Defence and Technology Limited,historic_data_archive7
ORIENTCER,ORIENTCER,ORIENT CERATECH LIMITED,historic_data_archive7
IONEXCHANG,IONEXCHANG,ION Exchange (India) Limited,historic_data_archive7
ARROWGREEN,ARROWGREEN,Arrow Greentech Limited,historic_data_archive7
SAILIFE,SAILIFE,Sai Life Sciences Limited,historic_data_archive7
IPCALAB,IPCALAB,IPCA Laboratories Limited,historic_data_archive7
JAYBARMARU,JAYBARMARU,Jay Bharat Maruti Limited,historic_data_archive7
JBCHEPHARM,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,historic_data_archive7
PNBHOUSING,PNBHOUSING,PNB Housing Finance Limited,historic_data_archive7
LANCORHOL,LANCORHOL,Lancor Holdings Limited,historic_data_archive7
SPANDANA,SPANDANA,Spandana Sphoorty Financial Limited,historic_data_archive7
JKTYRE,JKTYRE,JK Tyre & Industries Limited,historic_data_archive7
RUSHIL,RUSHIL,Rushil Decor Limited,historic_data_archive7
SEYAIND,SEYAIND,Seya Industries Limited,historic_data_archive7
INTLCONV,INTLCONV,International Conveyors Limited,historic_data_archive7
STARHEALTH,STARHEALTH,Star Health and Allied Insurance Company Limited,historic_data_archive7
JKIL,JKIL,J.Kumar Infraprojects Limited,historic_data_archive7
LXCHEM,LXCHEM,Laxmi Organic Industries Limited,historic_data_archive7
MUNJALSHOW,MUNJALSHOW,Munjal Showa Limited,historic_data_archive7
STEL,STEL,Stel Holdings Limited,historic_data_archive7
HEIDELBERG,HEIDELBERG,HeidelbergCement India Limited,historic_data_archive7
VIMTALABS,VIMTALABS,Vimta Labs Limited,historic_data_archive7
GLOBE,NAN,GLOBE ENTERPRISES (INDIA) LIMITED,historic_data_archive7
SANDESH,SANDESH,The Sandesh Limited,historic_data_archive7
DECCANCE,DECCANCE,Deccan Cements Limited,historic_data_archive7
UGROCAP,UGROCAP,Ugro Capital Limited,historic_data_archive7
AGSTRA,AGSTRA,AGS Transact Technologies Limited,historic_data_archive7
PRITIKAUTO,PRITIKAUTO,Pritika Auto Industries Limited,historic_data_archive7
RADHIKAJWE,RADHIKAJWE,Radhika Jeweltech Limited,historic_data_archive7
NMDC,NMDC,NMDC Limited,historic_data_archive7
MANGALAM,MANGALAM,Mangalam Drugs And Organics Limited,historic_data_archive7
MARUTI,MARUTI,Maruti Suzuki India Limited,historic_data_archive7
