date,index_name,index_slug,source,source_file,open,high,low,close
2025-10-13,NIFTY MIDSMALL FINANCIAL SERVICES,midsmall_fin,nse_sector_csv,NIFTY MIDSMALL FINANCIAL SERVICES_Historical_PR_18072025to17072026.csv,18966.95,19221.2,18946.05,19183.55
2025-10-13,NIFTY MIDSMALL HEALTHCARE,midsmall_health,nse_sector_csv,NIFTY MIDSMALL HEALTHCARE_Historical_PR_18072025to17072026.csv,44309.45,44559.85,44226.7,44474.95
2025-10-13,NIFTY MIDSMALL IT & TELECOM,midsmall_it,nse_sector_csv,NIFTY MIDSMALL IT & TELECOM_Historical_PR_18072025to17072026.csv,9724.15,9736.9,9611.4,9668.15
2025-10-13,NIFTY 50,nifty50,nse_sector_csv,NIFTY 50_Historical_PR_18072025to17072026.csv,25177.3,25267.3,25152.3,25227.35
2025-10-13,NIFTY OIL & GAS,oil_gas,nse_sector_csv,NIFTY OIL & GAS_Historical_PR_18072025to17072026.csv,11440.6,11451.4,11340.0,11436.05
2025-10-13,NIFTY PHARMA,pharma,nse_sector_csv,NIFTY PHARMA_Historical_PR_18072025to17072026.csv,22154.7,22231.8,22094.6,22205.1
2025-10-13,NIFTY POWER,power,nse_sector_csv,NIFTY POWER_Historical_PR_18072025to17072026.csv,,,,8312.67
2025-10-13,NIFTY PRIVATE BANK,private_bank,nse_sector_csv,NIFTY PRIVATE BANK_Historical_PR_18072025to17072026.csv,27606.6,27856.8,27602.1,27790.2
2025-10-13,NIFTY PSU BANK,psu_bank,nse_sector_csv,NIFTY PSU BANK_Historical_PR_18072025to17072026.csv,7686.75,7743.0,7636.1,7713.95
2025-10-14,NIFTY METAL,metal,nse_sector_csv,NIFTY METAL_Historical_PR_18072025to17072026.csv,10291.85,10340.8,10053.9,10116.8
2025-10-14,NIFTY MIDSMALL FINANCIAL SERVICES,midsmall_fin,nse_sector_csv,NIFTY MIDSMALL FINANCIAL SERVICES_Historical_PR_18072025to17072026.csv,19261.0,19376.85,19034.5,19098.15
2025-10-14,NIFTY MIDSMALL HEALTHCARE,midsmall_health,nse_sector_csv,NIFTY MIDSMALL HEALTHCARE_Historical_PR_18072025to17072026.csv,44534.1,44549.9,43936.85,44128.95
2025-10-14,NIFTY MIDSMALL IT & TELECOM,midsmall_it,nse_sector_csv,NIFTY MIDSMALL IT & TELECOM_Historical_PR_18072025to17072026.csv,9704.2,9749.45,9543.85,9567.5
2025-10-14,NIFTY 50,nifty50,nse_sector_csv,NIFTY 50_Historical_PR_18072025to17072026.csv,25277.55,25310.35,25060.55,25145.5
2025-10-14,NIFTY OIL & GAS,oil_gas,nse_sector_csv,NIFTY OIL & GAS_Historical_PR_18072025to17072026.csv,11472.3,11544.55,11330.15,11348.8
2025-10-14,NIFTY PHARMA,pharma,nse_sector_csv,NIFTY PHARMA_Historical_PR_18072025to17072026.csv,22223.15,22227.25,21924.85,22039.25
2025-10-14,NIFTY POWER,power,nse_sector_csv,NIFTY POWER_Historical_PR_18072025to17072026.csv,,,,8267.58
2025-10-14,NIFTY PRIVATE BANK,private_bank,nse_sector_csv,NIFTY PRIVATE BANK_Historical_PR_18072025to17072026.csv,27795.95,27852.7,27562.55,27695.75
2025-10-14,NIFTY PSU BANK,psu_bank,nse_sector_csv,NIFTY PSU BANK_Historical_PR_18072025to17072026.csv,7715.45,7725.7,7576.05,7596.5
2025-10-15,NIFTY METAL,metal,nse_sector_csv,NIFTY METAL_Historical_PR_18072025to17072026.csv,10139.9,10245.7,10120.15,10218.0
2025-10-15,NIFTY MIDSMALL FINANCIAL SERVICES,midsmall_fin,nse_sector_csv,NIFTY MIDSMALL FINANCIAL SERVICES_Historical_PR_18072025to17072026.csv,19157.2,19324.35,19148.3,19281.0
2025-10-15,NIFTY MIDSMALL HEALTHCARE,midsmall_health,nse_sector_csv,NIFTY MIDSMALL HEALTHCARE_Historical_PR_18072025to17072026.csv,44244.5,44337.55,44057.35,44184.15
2025-10-15,NIFTY MIDSMALL IT & TELECOM,midsmall_it,nse_sector_csv,NIFTY MIDSMALL IT & TELECOM_Historical_PR_18072025to17072026.csv,9656.55,9817.65,9651.15,9806.95
2025-10-15,NIFTY 50,nifty50,nse_sector_csv,NIFTY 50_Historical_PR_18072025to17072026.csv,25181.95,25365.15,25159.35,25323.55
2025-10-15,NIFTY OIL & GAS,oil_gas,nse_sector_csv,NIFTY OIL & GAS_Historical_PR_18072025to17072026.csv,11388.0,11456.05,11352.85,11431.4
2025-10-15,NIFTY PHARMA,pharma,nse_sector_csv,NIFTY PHARMA_Historical_PR_18072025to17072026.csv,22047.05,22146.9,22007.9,22057.3
2025-10-15,NIFTY POWER,power,nse_sector_csv,NIFTY POWER_Historical_PR_18072025to17072026.csv,,,,8363.07
2025-10-15,NIFTY PRIVATE BANK,private_bank,nse_sector_csv,NIFTY PRIVATE BANK_Historical_PR_18072025to17072026.csv,27722.55,27789.75,27638.65,27727.3
2025-10-15,NIFTY PSU BANK,psu_bank,nse_sector_csv,NIFTY PSU BANK_Historical_PR_18072025to17072026.csv,7610.75,7748.85,7610.65,7723.1
2025-10-16,NIFTY METAL,metal,nse_sector_csv,NIFTY METAL_Historical_PR_18072025to17072026.csv,10243.8,10294.5,10190.65,10287.25
2025-10-16,NIFTY MIDSMALL FINANCIAL SERVICES,midsmall_fin,nse_sector_csv,NIFTY MIDSMALL FINANCIAL SERVICES_Historical_PR_18072025to17072026.csv,19326.7,19385.4,19205.9,19249.35
2025-10-16,NIFTY MIDSMALL HEALTHCARE,midsmall_health,nse_sector_csv,NIFTY MIDSMALL HEALTHCARE_Historical_PR_18072025to17072026.csv,44321.45,44431.6,44225.45,44328.45
2025-10-16,NIFTY MIDSMALL IT & TELECOM,midsmall_it,nse_sector_csv,NIFTY MIDSMALL IT & TELECOM_Historical_PR_18072025to17072026.csv,9831.1,9876.2,9787.75,9863.85
2025-10-16,NIFTY 50,nifty50,nse_sector_csv,NIFTY 50_Historical_PR_18072025to17072026.csv,25394.9,25625.4,25376.85,25585.3
2025-10-16,NIFTY OIL & GAS,oil_gas,nse_sector_csv,NIFTY OIL & GAS_Historical_PR_18072025to17072026.csv,11447.65,11505.05,11396.15,11493.6
2025-10-16,NIFTY PHARMA,pharma,nse_sector_csv,NIFTY PHARMA_Historical_PR_18072025to17072026.csv,22083.25,22129.7,22034.05,22103.2
2025-10-16,NIFTY POWER,power,nse_sector_csv,NIFTY POWER_Historical_PR_18072025to17072026.csv,,,,8400.53
2025-10-16,NIFTY PRIVATE BANK,private_bank,nse_sector_csv,NIFTY PRIVATE BANK_Historical_PR_18072025to17072026.csv,28004.4,28171.25,27867.1,28136.3
2025-10-16,NIFTY PSU BANK,psu_bank,nse_sector_csv,NIFTY PSU BANK_Historical_PR_18072025to17072026.csv,7744.8,7774.3,7681.9,7688.75
2025-10-17,NIFTY METAL,metal,nse_sector_csv,NIFTY METAL_Historical_PR_18072025to17072026.csv,10286.8,10315.05,10153.95,10199.3
2025-10-17,NIFTY MIDSMALL FINANCIAL SERVICES,midsmall_fin,nse_sector_csv,NIFTY MIDSMALL FINANCIAL SERVICES_Historical_PR_18072025to17072026.csv,19268.3,19304.15,19074.75,19132.8
2025-10-17,NIFTY MIDSMALL HEALTHCARE,midsmall_health,nse_sector_csv,NIFTY MIDSMALL HEALTHCARE_Historical_PR_18072025to17072026.csv,44423.05,44435.1,44181.35,44318.8
2025-10-17,NIFTY MIDSMALL IT & TELECOM,midsmall_it,nse_sector_csv,NIFTY MIDSMALL IT & TELECOM_Historical_PR_18072025to17072026.csv,9838.0,9844.7,9723.85,9747.3
2025-10-17,NIFTY 50,nifty50,nse_sector_csv,NIFTY 50_Historical_PR_18072025to17072026.csv,25546.85,25781.5,25508.6,25709.85
2025-10-17,NIFTY OIL & GAS,oil_gas,nse_sector_csv,NIFTY OIL & GAS_Historical_PR_18072025to17072026.csv,11505.2,11530.6,11433.35,11498.1
2025-10-17,NIFTY PHARMA,pharma,nse_sector_csv,NIFTY PHARMA_Historical_PR_18072025to17072026.csv,22122.2,22341.05,22039.0,22253.75
2025-10-17,NIFTY POWER,power,nse_sector_csv,NIFTY POWER_Historical_PR_18072025to17072026.csv,,,,8388.98
2025-10-17,NIFTY PRIVATE BANK,private_bank,nse_sector_csv,NIFTY PRIVATE BANK_Historical_PR_18072025to17072026.csv,28107.75,28332.25,28061.55,28239.95
2025-10-17,NIFTY PSU BANK,psu_bank,nse_sector_csv,NIFTY PSU BANK_Historical_PR_18072025to17072026.csv,7702.55,7721.75,7585.55,7638.75
2025-10-20,NIFTY METAL,metal,nse_sector_csv,NIFTY METAL_Historical_PR_18072025to17072026.csv,10249.95,10253.2,10138.35,10191.85
2025-10-20,NIFTY MIDSMALL FINANCIAL SERVICES,midsmall_fin,nse_sector_csv,NIFTY MIDSMALL FINANCIAL SERVICES_Historical_PR_18072025to17072026.csv,19259.8,19560.25,19259.35,19521.75
2025-10-20,NIFTY MIDSMALL HEALTHCARE,midsmall_health,nse_sector_csv,NIFTY MIDSMALL HEALTHCARE_Historical_PR_18072025to17072026.csv,44474.55,44567.85,44357.6,44470.8
2025-10-20,NIFTY MIDSMALL IT & TELECOM,midsmall_it,nse_sector_csv,NIFTY MIDSMALL IT & TELECOM_Historical_PR_18072025to17072026.csv,9779.15,9843.3,9740.8,9832.05
2025-10-20,NIFTY 50,nifty50,nse_sector_csv,NIFTY 50_Historical_PR_18072025to17072026.csv,25824.6,25926.2,25788.5,25843.15
2025-10-20,NIFTY OIL & GAS,oil_gas,nse_sector_csv,NIFTY OIL & GAS_Historical_PR_18072025to17072026.csv,11577.3,11689.45,11564.5,11661.9
2025-10-20,NIFTY PHARMA,pharma,nse_sector_csv,NIFTY PHARMA_Historical_PR_18072025to17072026.csv,22346.85,22477.95,22313.5,22439.9
2025-10-20,NIFTY POWER,power,nse_sector_csv,NIFTY POWER_Historical_PR_18072025to17072026.csv,,,,8408.69
2025-10-20,NIFTY PRIVATE BANK,private_bank,nse_sector_csv,NIFTY PRIVATE BANK_Historical_PR_18072025to17072026.csv,28327.65,28585.25,28327.65,28427.8
2025-10-20,NIFTY PSU BANK,psu_bank,nse_sector_csv,NIFTY PSU BANK_Historical_PR_18072025to17072026.csv,7683.0,7906.95,7678.2,7857.85
2025-10-21,NIFTY METAL,metal,nse_sector_csv,NIFTY METAL_Historical_PR_18072025to17072026.csv,10236.85,10249.95,10215.3,10232.75
2025-10-21,NIFTY MIDSMALL FINANCIAL SERVICES,midsmall_fin,nse_sector_csv,NIFTY MIDSMALL FINANCIAL SERVICES_Historical_PR_18072025to17072026.csv,19604.95,19630.05,19462.85,19499.65
2025-10-21,NIFTY MIDSMALL HEALTHCARE,midsmall_health,nse_sector_csv,NIFTY MIDSMALL HEALTHCARE_Historical_PR_18072025to17072026.csv,44622.35,44725.0,44565.85,44641.15
2025-10-21,NIFTY MIDSMALL IT & TELECOM,midsmall_it,nse_sector_csv,NIFTY MIDSMALL IT & TELECOM_Historical_PR_18072025to17072026.csv,9865.9,9884.1,9835.5,9853.2
2025-10-21,NIFTY 50,nifty50,nse_sector_csv,NIFTY 50_Historical_PR_18072025to17072026.csv,25901.2,25934.35,25825.8,25868.6
2025-10-21,NIFTY OIL & GAS,oil_gas,nse_sector_csv,NIFTY OIL & GAS_Historical_PR_18072025to17072026.csv,11683.05,11709.6,11643.9,11667.6
2025-10-21,NIFTY PHARMA,pharma,nse_sector_csv,NIFTY PHARMA_Historical_PR_18072025to17072026.csv,22509.5,22547.85,22477.15,22515.7
2025-10-21,NIFTY POWER,power,nse_sector_csv,NIFTY POWER_Historical_PR_18072025to17072026.csv,,,,8429.15
2025-10-21,NIFTY PRIVATE BANK,private_bank,nse_sector_csv,NIFTY PRIVATE BANK_Historical_PR_18072025to17072026.csv,28444.9,28485.2,28362.6,28426.9
2025-10-21,NIFTY PSU BANK,psu_bank,nse_sector_csv,NIFTY PSU BANK_Historical_PR_18072025to17072026.csv,7882.3,7901.95,7838.2,7853.3
2025-10-23,NIFTY METAL,metal,nse_sector_csv,NIFTY METAL_Historical_PR_18072025to17072026.csv,10287.8,10319.1,10225.45,10241.85
2025-10-23,NIFTY MIDSMALL FINANCIAL SERVICES,midsmall_fin,nse_sector_csv,NIFTY MIDSMALL FINANCIAL SERVICES_Historical_PR_18072025to17072026.csv,19536.75,19709.0,19452.35,19560.5
2025-10-23,NIFTY MIDSMALL HEALTHCARE,midsmall_health,nse_sector_csv,NIFTY MIDSMALL HEALTHCARE_Historical_PR_18072025to17072026.csv,44873.5,44899.8,44274.65,44353.5
2025-10-23,NIFTY MIDSMALL IT & TELECOM,midsmall_it,nse_sector_csv,NIFTY MIDSMALL IT & TELECOM_Historical_PR_18072025to17072026.csv,9943.9,10019.7,9914.25,9935.15
2025-10-23,NIFTY 50,nifty50,nse_sector_csv,NIFTY 50_Historical_PR_18072025to17072026.csv,26057.2,26104.2,25862.45,25891.4
2025-10-23,NIFTY OIL & GAS,oil_gas,nse_sector_csv,NIFTY OIL & GAS_Historical_PR_18072025to17072026.csv,11719.3,11725.15,11582.95,11601.15
2025-10-23,NIFTY PHARMA,pharma,nse_sector_csv,NIFTY PHARMA_Historical_PR_18072025to17072026.csv,22665.0,22667.45,22441.25,22481.25
2025-10-23,NIFTY POWER,power,nse_sector_csv,NIFTY POWER_Historical_PR_18072025to17072026.csv,,,,8417.42
2025-10-23,NIFTY PRIVATE BANK,private_bank,nse_sector_csv,NIFTY PRIVATE BANK_Historical_PR_18072025to17072026.csv,28608.75,28827.0,28504.25,28567.1
2025-10-23,NIFTY PSU BANK,psu_bank,nse_sector_csv,NIFTY PSU BANK_Historical_PR_18072025to17072026.csv,7877.25,7963.55,7837.85,7875.35
2025-10-24,NIFTY METAL,metal,nse_sector_csv,NIFTY METAL_Historical_PR_18072025to17072026.csv,10320.75,10457.4,10314.85,10347.45
2025-10-24,NIFTY MIDSMALL FINANCIAL SERVICES,midsmall_fin,nse_sector_csv,NIFTY MIDSMALL FINANCIAL SERVICES_Historical_PR_18072025to17072026.csv,19575.55,19641.75,19420.0,19467.4
2025-10-24,NIFTY MIDSMALL HEALTHCARE,midsmall_health,nse_sector_csv,NIFTY MIDSMALL HEALTHCARE_Historical_PR_18072025to17072026.csv,44505.5,44539.35,43926.7,44051.25
2025-10-24,NIFTY MIDSMALL IT & TELECOM,midsmall_it,nse_sector_csv,NIFTY MIDSMALL IT & TELECOM_Historical_PR_18072025to17072026.csv,9963.55,10001.5,9921.9,9986.05
2025-10-24,NIFTY 50,nifty50,nse_sector_csv,NIFTY 50_Historical_PR_18072025to17072026.csv,25935.1,25944.15,25718.2,25795.15
2025-10-24,NIFTY OIL & GAS,oil_gas,nse_sector_csv,NIFTY OIL & GAS_Historical_PR_18072025to17072026.csv,11607.45,11689.55,11556.5,11624.05
2025-10-24,NIFTY PHARMA,pharma,nse_sector_csv,NIFTY PHARMA_Historical_PR_18072025to17072026.csv,22492.05,22517.9,22273.05,22357.35
2025-10-24,NIFTY POWER,power,nse_sector_csv,NIFTY POWER_Historical_PR_18072025to17072026.csv,,,,8395.48
2025-10-24,NIFTY PRIVATE BANK,private_bank,nse_sector_csv,NIFTY PRIVATE BANK_Historical_PR_18072025to17072026.csv,28613.05,28639.95,28225.75,28335.25
2025-10-24,NIFTY PSU BANK,psu_bank,nse_sector_csv,NIFTY PSU BANK_Historical_PR_18072025to17072026.csv,7876.25,7902.95,7774.5,7817.4
2025-10-27,NIFTY METAL,metal,nse_sector_csv,NIFTY METAL_Historical_PR_18072025to17072026.csv,10416.45,10477.6,10396.85,10467.15
2025-10-27,NIFTY MIDSMALL FINANCIAL SERVICES,midsmall_fin,nse_sector_csv,NIFTY MIDSMALL FINANCIAL SERVICES_Historical_PR_18072025to17072026.csv,19489.65,19726.35,19460.1,19698.4
2025-10-27,NIFTY MIDSMALL HEALTHCARE,midsmall_health,nse_sector_csv,NIFTY MIDSMALL HEALTHCARE_Historical_PR_18072025to17072026.csv,44191.6,44325.1,43961.95,44025.75
2025-10-27,NIFTY MIDSMALL IT & TELECOM,midsmall_it,nse_sector_csv,NIFTY MIDSMALL IT & TELECOM_Historical_PR_18072025to17072026.csv,10095.65,10271.55,10057.15,10207.95
2025-10-27,NIFTY 50,nifty50,nse_sector_csv,NIFTY 50_Historical_PR_18072025to17072026.csv,25843.2,26005.95,25827.0,25966.05
2025-10-27,NIFTY OIL & GAS,oil_gas,nse_sector_csv,NIFTY OIL & GAS_Historical_PR_18072025to17072026.csv,11676.65,11807.55,11670.15,11800.2
2025-10-27,NIFTY PHARMA,pharma,nse_sector_csv,NIFTY PHARMA_Historical_PR_18072025to17072026.csv,22405.7,22411.55,22272.35,22310.4
2025-10-27,NIFTY POWER,power,nse_sector_csv,NIFTY POWER_Historical_PR_18072025to17072026.csv,,,,8394.65
2025-10-27,NIFTY PRIVATE BANK,private_bank,nse_sector_csv,NIFTY PRIVATE BANK_Historical_PR_18072025to17072026.csv,28352.75,28514.6,28232.35,28412.75
2025-10-27,NIFTY PSU BANK,psu_bank,nse_sector_csv,NIFTY PSU BANK_Historical_PR_18072025to17072026.csv,7844.2,8053.4,7832.0,7990.65
2025-10-28,NIFTY METAL,metal,nse_sector_csv,NIFTY METAL_Historical_PR_18072025to17072026.csv,10465.85,10624.65,10455.3,10596.2
2025-10-28,NIFTY MIDSMALL FINANCIAL SERVICES,midsmall_fin,nse_sector_csv,NIFTY MIDSMALL FINANCIAL SERVICES_Historical_PR_18072025to17072026.csv,19723.35,19804.75,19650.45,19778.95
2025-10-28,NIFTY MIDSMALL HEALTHCARE,midsmall_health,nse_sector_csv,NIFTY MIDSMALL HEALTHCARE_Historical_PR_18072025to17072026.csv,44096.3,44236.65,43895.4,44099.8
2025-10-28,NIFTY MIDSMALL IT & TELECOM,midsmall_it,nse_sector_csv,NIFTY MIDSMALL IT & TELECOM_Historical_PR_18072025to17072026.csv,10245.0,10254.15,10092.75,10114.65
2025-10-28,NIFTY 50,nifty50,nse_sector_csv,NIFTY 50_Historical_PR_18072025to17072026.csv,25939.95,26041.7,25810.05,25936.2
2025-10-28,NIFTY OIL & GAS,oil_gas,nse_sector_csv,NIFTY OIL & GAS_Historical_PR_18072025to17072026.csv,11816.9,11845.45,11701.95,11746.6
2025-10-28,NIFTY PHARMA,pharma,nse_sector_csv,NIFTY PHARMA_Historical_PR_18072025to17072026.csv,22316.85,22377.4,22147.6,22250.9
2025-10-28,NIFTY POWER,power,nse_sector_csv,NIFTY POWER_Historical_PR_18072025to17072026.csv,,,,8325.86
2025-10-28,NIFTY PRIVATE BANK,private_bank,nse_sector_csv,NIFTY PRIVATE BANK_Historical_PR_18072025to17072026.csv,28331.25,28483.7,28247.6,28435.0
2025-10-28,NIFTY PSU BANK,psu_bank,nse_sector_csv,NIFTY PSU BANK_Historical_PR_18072025to17072026.csv,8029.1,8118.95,7974.5,8087.65
2025-10-29,NIFTY METAL,metal,nse_sector_csv,NIFTY METAL_Historical_PR_18072025to17072026.csv,10648.3,10837.45,10620.15,10777.5
2025-10-29,NIFTY MIDSMALL FINANCIAL SERVICES,midsmall_fin,nse_sector_csv,NIFTY MIDSMALL FINANCIAL SERVICES_Historical_PR_18072025to17072026.csv,19741.1,19750.25,19599.65,19695.8
2025-10-29,NIFTY MIDSMALL HEALTHCARE,midsmall_health,nse_sector_csv,NIFTY MIDSMALL HEALTHCARE_Historical_PR_18072025to17072026.csv,44179.0,44440.45,44048.9,44395.4
2025-10-29,NIFTY MIDSMALL IT & TELECOM,midsmall_it,nse_sector_csv,NIFTY MIDSMALL IT & TELECOM_Historical_PR_18072025to17072026.csv,10130.55,10149.6,10045.75,10132.2
2025-10-29,NIFTY 50,nifty50,nse_sector_csv,NIFTY 50_Historical_PR_18072025to17072026.csv,25982.0,26097.85,25960.3,26053.9
2025-10-29,NIFTY OIL & GAS,oil_gas,nse_sector_csv,NIFTY OIL & GAS_Historical_PR_18072025to17072026.csv,11765.8,12016.9,11761.0,11995.95
2025-10-29,NIFTY PHARMA,pharma,nse_sector_csv,NIFTY PHARMA_Historical_PR_18072025to17072026.csv,22311.75,22521.45,22297.95,22430.7
2025-10-29,NIFTY POWER,power,nse_sector_csv,NIFTY POWER_Historical_PR_18072025to17072026.csv,,,,8541.59
2025-10-29,NIFTY PRIVATE BANK,private_bank,nse_sector_csv,NIFTY PRIVATE BANK_Historical_PR_18072025to17072026.csv,28489.35,28519.75,28350.1,28473.45
2025-10-29,NIFTY PSU BANK,psu_bank,nse_sector_csv,NIFTY PSU BANK_Historical_PR_18072025to17072026.csv,8103.7,8129.05,8059.65,8089.45
2025-10-30,NIFTY METAL,metal,nse_sector_csv,NIFTY METAL_Historical_PR_18072025to17072026.csv,10758.7,10765.75,10656.05,10729.2
2025-10-30,NIFTY MIDSMALL FINANCIAL SERVICES,midsmall_fin,nse_sector_csv,NIFTY MIDSMALL FINANCIAL SERVICES_Historical_PR_18072025to17072026.csv,19759.7,19773.55,19646.65,19716.3
2025-10-30,NIFTY MIDSMALL HEALTHCARE,midsmall_health,nse_sector_csv,NIFTY MIDSMALL HEALTHCARE_Historical_PR_18072025to17072026.csv,44471.9,44473.05,44063.8,44389.2
2025-10-30,NIFTY MIDSMALL IT & TELECOM,midsmall_it,nse_sector_csv,NIFTY MIDSMALL IT & TELECOM_Historical_PR_18072025to17072026.csv,10128.4,10140.4,9979.75,10060.55
2025-10-30,NIFTY 50,nifty50,nse_sector_csv,NIFTY 50_Historical_PR_18072025to17072026.csv,25984.4,26032.05,25845.25,25877.85
2025-10-30,NIFTY OIL & GAS,oil_gas,nse_sector_csv,NIFTY OIL & GAS_Historical_PR_18072025to17072026.csv,12006.4,12062.9,11927.05,11981.4
2025-10-30,NIFTY PHARMA,pharma,nse_sector_csv,NIFTY PHARMA_Historical_PR_18072025to17072026.csv,22388.15,22388.15,22105.4,22298.2
2025-10-30,NIFTY POWER,power,nse_sector_csv,NIFTY POWER_Historical_PR_18072025to17072026.csv,,,,8520.16
2025-10-30,NIFTY PRIVATE BANK,private_bank,nse_sector_csv,NIFTY PRIVATE BANK_Historical_PR_18072025to17072026.csv,28366.6,28432.5,28243.85,28262.9
2025-10-30,NIFTY PSU BANK,psu_bank,nse_sector_csv,NIFTY PSU BANK_Historical_PR_18072025to17072026.csv,8093.6,8143.8,8043.6,8058.75
2025-10-31,NIFTY METAL,metal,nse_sector_csv,NIFTY METAL_Historical_PR_18072025to17072026.csv,10717.3,10724.85,10601.25,10612.15
2025-10-31,NIFTY MIDSMALL FINANCIAL SERVICES,midsmall_fin,nse_sector_csv,NIFTY MIDSMALL FINANCIAL SERVICES_Historical_PR_18072025to17072026.csv,19724.8,19844.9,19641.2,19714.8
2025-10-31,NIFTY MIDSMALL HEALTHCARE,midsmall_health,nse_sector_csv,NIFTY MIDSMALL HEALTHCARE_Historical_PR_18072025to17072026.csv,44443.05,44470.35,44026.35,44083.4
2025-10-31,NIFTY MIDSMALL IT & TELECOM,midsmall_it,nse_sector_csv,NIFTY MIDSMALL IT & TELECOM_Historical_PR_18072025to17072026.csv,10081.65,10091.0,9934.95,9949.15
2025-10-31,NIFTY 50,nifty50,nse_sector_csv,NIFTY 50_Historical_PR_18072025to17072026.csv,25863.8,25953.75,25711.2,25722.1
2025-10-31,NIFTY OIL & GAS,oil_gas,nse_sector_csv,NIFTY OIL & GAS_Historical_PR_18072025to17072026.csv,11992.4,12064.4,11956.55,11990.25
2025-10-31,NIFTY PHARMA,pharma,nse_sector_csv,NIFTY PHARMA_Historical_PR_18072025to17072026.csv,22251.55,22312.2,22147.85,22175.4
2025-10-31,NIFTY POWER,power,nse_sector_csv,NIFTY POWER_Historical_PR_18072025to17072026.csv,,,,8412.75
2025-10-31,NIFTY PRIVATE BANK,private_bank,nse_sector_csv,NIFTY PRIVATE BANK_Historical_PR_18072025to17072026.csv,28245.6,28326.25,28036.65,28050.65
2025-10-31,NIFTY PSU BANK,psu_bank,nse_sector_csv,NIFTY PSU BANK_Historical_PR_18072025to17072026.csv,8063.65,8272.3,8049.8,8184.35
2025-11-03,NIFTY METAL,metal,nse_sector_csv,NIFTY METAL_Historical_PR_18072025to17072026.csv,10644.05,10720.45,10628.95,10652.8
2025-11-03,NIFTY MIDSMALL FINANCIAL SERVICES,midsmall_fin,nse_sector_csv,NIFTY MIDSMALL FINANCIAL SERVICES_Historical_PR_18072025to17072026.csv,19725.2,19962.75,19722.25,19910.15
2025-11-03,NIFTY MIDSMALL HEALTHCARE,midsmall_health,nse_sector_csv,NIFTY MIDSMALL HEALTHCARE_Historical_PR_18072025to17072026.csv,44195.8,44776.15,44163.1,44707.45
2025-11-03,NIFTY MIDSMALL IT & TELECOM,midsmall_it,nse_sector_csv,NIFTY MIDSMALL IT & TELECOM_Historical_PR_18072025to17072026.csv,9982.55,10130.1,9903.75,10096.5
2025-11-03,NIFTY 50,nifty50,nse_sector_csv,NIFTY 50_Historical_PR_18072025to17072026.csv,25696.85,25803.1,25645.5,25763.35
2025-11-03,NIFTY OIL & GAS,oil_gas,nse_sector_csv,NIFTY OIL & GAS_Historical_PR_18072025to17072026.csv,12018.9,12107.15,11965.7,12084.65
2025-11-03,NIFTY PHARMA,pharma,nse_sector_csv,NIFTY PHARMA_Historical_PR_18072025to17072026.csv,22187.1,22472.85,22154.95,22442.6
2025-11-03,NIFTY POWER,power,nse_sector_csv,NIFTY POWER_Historical_PR_18072025to17072026.csv,,,,8390.55
2025-11-03,NIFTY PRIVATE BANK,private_bank,nse_sector_csv,NIFTY PRIVATE BANK_Historical_PR_18072025to17072026.csv,27992.1,28226.9,27941.6,28150.15
2025-11-03,NIFTY PSU BANK,psu_bank,nse_sector_csv,NIFTY PSU BANK_Historical_PR_18072025to17072026.csv,8235.4,8373.75,8224.4,8341.35
2025-11-04,NIFTY METAL,metal,nse_sector_csv,NIFTY METAL_Historical_PR_18072025to17072026.csv,10651.6,10670.55,10483.75,10499.05
2025-11-04,NIFTY MIDSMALL FINANCIAL SERVICES,midsmall_fin,nse_sector_csv,NIFTY MIDSMALL FINANCIAL SERVICES_Historical_PR_18072025to17072026.csv,19934.45,19938.05,19781.55,19799.85
2025-11-04,NIFTY MIDSMALL HEALTHCARE,midsmall_health,nse_sector_csv,NIFTY MIDSMALL HEALTHCARE_Historical_PR_18072025to17072026.csv,44779.25,44799.5,44428.1,44514.95
2025-11-04,NIFTY MIDSMALL IT & TELECOM,midsmall_it,nse_sector_csv,NIFTY MIDSMALL IT & TELECOM_Historical_PR_18072025to17072026.csv,10134.5,10166.05,10012.75,10041.0
2025-11-04,NIFTY 50,nifty50,nse_sector_csv,NIFTY 50_Historical_PR_18072025to17072026.csv,25744.75,25787.4,25578.4,25597.65
2025-11-04,NIFTY OIL & GAS,oil_gas,nse_sector_csv,NIFTY OIL & GAS_Historical_PR_18072025to17072026.csv,12087.95,12131.3,12007.75,12020.3
2025-11-04,NIFTY PHARMA,pharma,nse_sector_csv,NIFTY PHARMA_Historical_PR_18072025to17072026.csv,22475.3,22494.9,22286.0,22334.45
2025-11-04,NIFTY POWER,power,nse_sector_csv,NIFTY POWER_Historical_PR_18072025to17072026.csv,,,,8258.75
2025-11-04,NIFTY PRIVATE BANK,private_bank,nse_sector_csv,NIFTY PRIVATE BANK_Historical_PR_18072025to17072026.csv,28094.5,28159.85,27921.45,27959.9
2025-11-04,NIFTY PSU BANK,psu_bank,nse_sector_csv,NIFTY PSU BANK_Historical_PR_18072025to17072026.csv,8347.5,8366.15,8274.35,8332.3
2025-11-06,NIFTY METAL,metal,nse_sector_csv,NIFTY METAL_Historical_PR_18072025to17072026.csv,10416.65,10437.9,10245.25,10281.9
