date,source,fpi_equity_net_inr,fpi_equity_net_usd,fpi_hybrid_net_inr,fpi_hybrid_net_usd,fpi_debt_net_inr,fpi_debt_net_usd
2026-07-16,nse_browser_fpi,-482.06,-50.09,10.75,1.12,199.24000000000004,20.700000000000003
